doc_id,topic,model,data,loss,gradient,tensor,training,vector,matrix,recipe,oven,flour,sauce,simmer,knife,dough,flavour,orbit,telescope,galaxy,spectrum,comet,nebula,parsec,eclipse,striker,offside,penalty,midfield,keeper,stadium,kickoff,referee,the,of,and,a,to,in,is,for
d06972,astronomy,1,0,0,0,1,1,1,1,0,1,2,0,0,2,0,1,12,9,17,19,15,17,23,12,2,2,0,0,0,0,0,0,29,40,19,35,24,26,25,33
d06973,football,3,1,2,1,0,0,1,2,0,0,0,0,1,2,0,0,0,2,3,0,0,0,1,0,5,12,6,8,10,13,13,10,14,24,22,12,14,19,17,13
d06974,machine_learning,16,18,20,26,14,26,15,21,0,1,0,1,2,0,1,0,1,0,0,2,1,1,2,0,1,0,0,1,1,0,1,0,21,31,24,18,38,32,28,41
d06975,machine_learning,32,17,31,27,30,21,25,23,0,1,0,1,2,4,0,1,2,0,0,1,0,0,1,1,2,1,1,1,0,1,1,1,39,42,47,50,43,46,40,35
d06976,astronomy,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6,8,5,5,4,6,4,6,0,0,0,0,1,2,0,2,14,11,5,5,10,14,5,4
d06977,football,0,0,2,0,1,1,0,2,0,0,0,1,3,1,1,1,0,2,1,3,1,1,1,0,26,19,19,24,17,22,26,27,51,44,27,43,40,39,30,31
d06978,astronomy,0,1,2,0,2,2,0,2,1,0,1,1,4,1,1,0,16,20,12,14,20,21,24,17,0,0,1,0,1,1,1,2,31,22,31,25,26,24,30,28
d06979,astronomy,1,2,1,1,2,0,2,1,0,2,1,0,2,0,0,0,9,13,5,11,14,15,14,11,1,0,1,1,2,2,0,1,18,20,25,24,23,20,23,28
d06980,machine_learning,23,16,21,18,24,20,18,11,2,2,0,2,1,0,1,1,0,0,0,3,1,1,1,0,0,2,1,1,1,0,0,1,38,23,20,25,35,27,19,45
d06981,cooking,1,0,0,2,1,0,1,0,11,18,10,12,11,14,11,16,0,0,0,0,1,0,2,1,1,0,0,0,0,0,2,0,22,27,36,28,20,28,9,16
d06982,machine_learning,31,22,25,26,29,20,15,24,3,0,2,0,0,0,1,0,0,1,1,4,1,3,1,3,0,1,0,0,2,1,3,2,45,51,44,31,36,33,36,36
d06983,machine_learning,12,14,7,12,9,12,15,7,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,2,0,23,25,24,15,21,18,14,26
d06984,football,2,2,2,0,0,2,0,0,2,0,0,1,0,3,2,0,1,0,0,0,1,2,0,2,16,8,19,20,16,11,10,16,26,28,23,22,23,29,25,29
d06985,football,0,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,9,9,9,14,13,6,12,10,24,21,19,20,17,17,22,17
d06986,cooking,3,0,0,1,0,0,0,0,17,19,16,19,12,13,9,17,0,3,0,0,0,0,0,3,0,3,0,0,0,1,0,0,28,20,19,25,25,22,18,29
d06987,astronomy,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,1,10,12,15,16,7,18,12,12,0,0,1,1,0,0,1,0,19,17,24,28,22,28,23,17
d06988,cooking,1,1,0,1,0,2,1,2,27,31,24,26,35,36,38,34,2,1,0,0,0,1,1,2,2,3,0,2,3,0,2,1,37,43,58,47,60,42,42,41
d06989,machine_learning,32,36,31,35,46,32,37,35,2,2,3,2,3,2,1,1,3,4,4,1,4,2,5,1,1,2,1,2,1,0,2,2,78,56,58,57,59,57,52,50
d06990,astronomy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,7,6,7,4,5,0,1,0,0,1,1,2,0,7,18,11,15,7,13,8,6
d06991,cooking,1,2,1,2,1,0,1,1,14,13,13,15,13,10,18,11,0,0,1,0,1,0,2,0,2,0,0,1,0,0,1,0,18,20,23,19,14,25,20,18
d06992,astronomy,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,12,9,12,7,4,12,9,7,2,0,0,1,0,0,0,0,13,14,13,17,8,11,14,15
d06993,astronomy,2,0,1,0,1,2,1,2,1,1,0,2,1,1,1,1,29,29,20,32,24,23,29,38,1,1,1,1,1,0,1,1,51,46,39,47,49,37,38,49
d06994,football,0,0,0,0,0,1,0,1,0,2,1,0,2,2,1,0,0,0,1,1,1,0,1,0,8,11,7,14,12,22,10,10,18,17,20,21,18,18,24,24
d06995,cooking,2,0,0,2,2,1,1,2,20,21,35,20,30,24,17,32,0,1,1,2,3,2,1,0,0,2,0,1,3,0,1,2,41,37,36,43,46,41,28,43
d06996,machine_learning,12,9,8,10,11,16,8,13,0,1,1,0,1,1,0,2,0,0,0,0,2,0,1,0,0,1,1,1,2,1,0,1,24,18,19,21,20,23,22,24
d06997,machine_learning,37,32,45,44,40,37,41,31,2,1,0,3,0,1,2,3,4,3,0,1,2,0,7,0,1,1,2,3,1,1,1,5,68,68,56,70,62,53,62,76
d06998,cooking,0,0,0,1,0,0,0,0,7,13,4,4,8,7,10,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,5,9,13,7,9,6,11
d06999,machine_learning,10,10,8,11,12,13,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,16,15,13,17,9,20,17,15
d07000,football,1,0,0,1,0,0,0,0,1,1,3,0,0,1,0,0,0,2,1,0,1,1,2,0,19,16,14,25,12,20,18,20,26,27,26,16,22,27,24,31
d07001,astronomy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,6,4,4,3,8,3,2,0,0,0,1,0,0,0,0,8,3,6,7,5,5,9,8
d07002,football,3,0,0,0,0,1,0,2,1,1,0,1,3,0,1,0,0,0,0,0,0,1,0,0,9,10,16,21,15,15,6,11,31,21,29,25,31,17,26,23
d07003,football,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,2,1,2,0,0,14,18,20,14,22,18,20,11,36,28,29,34,34,24,33,42
d07004,machine_learning,8,8,10,10,12,18,9,9,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,22,11,19,17,18,18,17,18
d07005,machine_learning,6,4,11,4,5,13,7,10,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,16,22,22,26,15,19,13,20
d07006,machine_learning,29,21,28,31,26,24,29,25,2,0,1,0,1,0,1,2,1,2,2,2,1,1,3,3,0,1,3,2,2,0,2,1,35,43,48,41,52,42,39,38
d07007,astronomy,0,1,0,2,0,0,2,1,1,2,0,1,3,2,0,1,17,15,25,21,17,23,23,19,1,0,0,1,2,1,1,1,30,37,33,32,32,41,30,31
d07008,cooking,0,0,0,1,1,0,1,0,2,4,1,5,5,3,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,9,8,3,3,3,3,6
d07009,machine_learning,10,18,18,19,9,7,14,17,1,2,2,4,0,0,0,2,0,0,1,4,0,0,0,4,0,0,0,1,0,0,0,0,18,21,28,19,22,24,16,17
d07010,cooking,0,0,0,0,1,0,0,1,7,13,6,5,7,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,7,12,12,7,15,10,12
d07011,machine_learning,8,11,1,4,7,12,6,8,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,16,17,14,12,8,10,12,13
d07012,astronomy,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,1,10,5,7,4,3,10,9,1,0,0,0,1,0,0,1,11,12,11,12,13,15,12,7
d07013,football,1,0,1,0,1,0,2,0,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,9,6,12,11,8,9,14,11,12,18,23,15,21,17,17,22
d07014,cooking,0,0,1,0,0,0,1,1,4,5,9,2,6,6,8,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,9,8,2,10,10,7,8,9
d07015,machine_learning,4,5,11,5,4,13,5,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,17,10,10,10,5,9,10,10
d07016,football,0,0,1,2,0,2,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,3,20,19,17,20,17,12,22,13,23,21,28,24,45,29,18,31
d07017,astronomy,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,4,8,6,5,9,7,8,6,2,1,1,0,0,1,0,0,9,18,7,10,14,15,10,5
d07018,cooking,0,0,1,0,1,0,0,2,10,21,15,15,13,14,11,14,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,21,18,18,24,22,26,30,18
d07019,football,0,2,1,1,0,0,0,0,1,0,2,1,2,0,1,1,1,3,0,1,0,0,0,1,12,9,15,12,18,14,8,8,26,21,24,18,9,25,23,24
d07020,cooking,0,0,0,1,0,0,0,0,3,6,1,1,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,7,4,9,5,6,12
d07021,machine_learning,14,16,19,20,19,23,19,11,3,0,3,0,1,0,2,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,1,30,30,31,25,26,16,17,30
d07022,machine_learning,24,31,23,26,20,30,24,28,3,3,3,3,1,0,1,1,1,1,2,3,4,2,1,2,1,1,1,2,1,2,2,2,35,44,52,45,49,45,45,46
d07023,astronomy,3,1,1,1,2,3,0,0,0,1,3,0,1,1,0,0,22,16,17,29,31,17,22,23,3,1,0,2,1,0,3,0,41,36,41,37,43,31,40,31
d07024,machine_learning,77,72,85,74,87,84,85,92,3,8,3,2,2,2,6,2,4,2,6,7,7,5,4,5,5,5,2,2,4,7,1,4,114,145,167,155,141,137,132,130
d07025,cooking,0,0,0,2,1,2,1,2,6,10,17,19,14,16,17,17,0,3,1,0,1,1,0,0,1,0,0,0,0,0,1,1,30,18,23,20,23,28,20,29
d07026,cooking,1,1,0,0,0,1,0,0,26,17,22,28,18,19,23,25,2,2,0,2,1,2,3,1,1,1,0,1,1,3,1,2,36,38,36,38,47,46,40,39
d07027,astronomy,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,8,2,9,7,4,8,6,0,0,1,0,0,0,1,2,7,7,7,11,13,20,11,11
d07028,cooking,0,0,0,0,1,0,0,1,19,17,14,18,21,19,17,21,1,0,0,1,1,0,0,2,2,1,0,0,0,1,1,0,27,34,30,23,23,20,25,21
d07029,football,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,9,1,7,6,6,6,8,5,9,11,10,15,7,14,8,12
d07030,football,0,0,2,0,0,0,1,0,0,0,0,1,1,1,3,2,0,0,0,2,0,2,3,0,14,19,16,23,13,16,22,25,29,28,33,31,20,21,37,23
d07031,machine_learning,12,10,4,11,9,4,11,14,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,14,16,11,16,17,10,19,17
d07032,football,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,4,11,8,9,8,6,9,8,18,10,20,13,22,11,20,14
d07033,astronomy,2,0,1,1,0,0,3,2,0,1,1,1,4,2,2,1,22,20,22,26,20,13,15,14,0,1,1,1,1,0,0,1,37,27,28,34,32,30,32,30
d07034,machine_learning,16,12,19,15,13,17,9,14,3,3,0,1,1,0,0,0,2,0,1,2,1,0,3,0,2,0,0,0,0,0,1,1,30,27,20,19,26,18,22,23
d07035,astronomy,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,2,3,9,9,10,8,11,8,0,1,1,0,0,0,0,1,11,10,11,5,12,14,14,12
d07036,football,0,0,0,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1,0,1,1,2,2,1,12,20,22,10,18,11,16,11,39,18,29,26,29,30,33,35
d07037,football,2,5,2,2,4,6,3,3,2,4,4,4,0,3,1,2,6,4,3,2,2,3,1,5,62,62,74,65,57,47,67,71,103,113,112,108,124,105,105,116
d07038,astronomy,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,2,14,14,9,12,10,12,14,15,1,0,0,0,0,2,1,0,15,27,23,20,15,18,21,16
d07039,machine_learning,2,3,7,2,2,7,8,7,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,6,4,5,4,6,7
d07040,cooking,0,0,0,0,0,0,1,0,13,6,4,13,7,12,16,11,0,0,0,1,2,0,0,0,2,1,0,1,0,0,1,0,14,15,26,11,20,16,18,16
d07041,machine_learning,20,19,10,11,9,13,13,16,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,15,13,13,20,17,26,13,15
d07042,football,0,1,0,2,0,1,1,4,0,4,1,0,2,2,0,1,0,2,1,2,1,2,1,3,24,19,32,33,24,16,22,20,54,55,52,37,45,32,38,51
d07043,cooking,5,1,3,1,0,2,7,3,57,69,48,55,66,68,60,51,7,4,1,5,2,6,3,2,2,4,2,1,5,3,2,1,105,83,108,101,106,113,94,90
d07044,football,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1,1,0,2,11,8,9,9,11,6,9,6,11,27,21,16,14,16,14,16
d07045,cooking,2,3,3,1,0,0,0,1,45,35,31,36,40,40,33,44,1,3,3,0,5,2,1,0,4,1,0,0,1,0,3,1,60,56,82,64,64,73,71,73
d07046,machine_learning,56,61,64,52,51,64,62,68,4,1,7,4,4,3,2,2,9,1,2,2,5,4,4,1,5,6,1,1,2,2,3,4,97,87,106,88,87,115,97,105
d07047,astronomy,1,1,1,2,0,0,0,1,0,0,1,0,2,0,0,0,7,6,4,3,5,6,4,9,1,0,0,1,2,0,0,0,8,10,8,11,13,11,15,9
d07048,cooking,1,0,0,1,0,1,0,1,11,11,10,12,10,11,11,8,0,1,0,1,0,0,1,1,1,0,0,0,3,0,0,0,27,17,13,18,16,16,10,11
d07049,cooking,2,3,3,2,2,1,3,4,48,53,67,54,51,60,62,58,5,2,5,5,2,3,1,3,3,4,0,5,4,2,2,1,85,92,93,103,86,93,93,101
d07050,astronomy,3,1,2,3,1,0,2,1,2,3,0,1,1,0,1,2,14,27,24,16,16,14,16,30,2,5,3,1,3,1,0,0,33,43,24,34,36,50,37,39
d07051,football,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,11,10,7,7,9,11,7,7,19,12,14,11,19,17,20,11
d07052,football,1,1,1,0,0,2,0,1,0,1,3,1,0,1,0,0,1,1,0,0,2,1,1,2,12,12,14,19,12,16,19,10,40,28,24,22,41,34,34,36
d07053,machine_learning,10,18,17,22,15,19,11,15,0,1,0,0,2,2,1,1,0,0,0,3,0,0,1,1,0,0,2,2,1,0,0,0,14,25,26,31,29,21,24,30
d07054,cooking,0,0,0,1,0,0,0,0,11,3,8,10,15,12,6,17,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,18,17,11,17,17,20,23,18
d07055,football,0,2,1,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,14,11,15,15,12,10,8,14,22,25,22,29,28,25,25,21
d07056,football,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,7,6,4,8,3,3,7,4,9,11,7,10,9,11,5,14
d07057,astronomy,1,1,1,1,1,4,2,0,7,1,1,0,2,0,0,1,39,28,41,32,25,36,29,31,1,0,2,0,0,2,1,4,55,49,44,58,64,51,54,63
d07058,football,0,1,1,4,0,1,1,0,1,1,1,1,0,0,1,0,2,1,1,0,1,2,2,1,15,18,25,15,17,13,28,21,35,34,35,28,32,36,18,37
d07059,machine_learning,11,19,16,20,21,13,15,18,1,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,32,27,27,29,28,19,24,20
d07060,machine_learning,7,2,3,3,9,2,9,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,6,4,7,7,7,3,6,11
d07061,machine_learning,63,68,75,80,62,49,59,56,6,4,3,0,4,2,2,0,9,2,3,8,1,8,3,4,4,3,3,2,1,6,3,1,106,111,131,119,106,114,107,109
d07062,football,1,0,4,2,0,1,1,1,2,1,0,0,2,0,0,2,0,0,0,1,0,0,1,1,14,18,11,12,14,13,16,7,27,22,36,31,27,28,31,20
d07063,football,1,0,0,1,1,1,0,4,1,0,0,1,0,1,0,0,0,1,1,0,3,2,1,1,14,18,18,19,13,17,16,16,37,26,23,23,11,29,33,34
d07064,machine_learning,11,18,13,19,13,25,16,12,1,2,0,0,0,1,0,1,0,0,1,2,0,0,2,0,2,1,0,2,0,1,1,1,32,21,23,26,26,32,19,26
d07065,astronomy,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,2,16,12,12,9,7,13,12,9,0,0,2,1,0,0,1,1,23,20,23,15,20,17,12,21
d07066,machine_learning,9,9,10,6,8,6,5,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,17,14,19,13,16,20,5
d07067,cooking,0,1,0,0,0,2,0,1,29,22,22,30,23,26,24,31,0,2,0,2,1,1,4,1,0,0,0,2,2,1,1,1,38,43,52,36,36,45,41,53
d07068,football,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,4,7,12,6,3,4,6,11,8,9,12,3,9,13,7
d07069,astronomy,2,1,1,2,1,5,1,3,2,3,3,0,1,2,2,5,51,48,38,39,28,32,37,47,3,0,2,2,0,2,1,2,71,66,62,61,68,80,67,78
d07070,astronomy,2,1,0,4,4,2,1,2,0,1,1,0,0,0,1,4,29,20,22,30,29,29,20,29,1,1,0,0,0,1,1,1,47,48,43,48,43,35,49,46
d07071,astronomy,1,0,2,0,0,2,0,3,2,1,1,1,3,2,0,4,27,24,36,17,32,28,20,32,1,1,2,4,1,1,2,0,45,30,47,41,33,37,42,34
d07072,cooking,1,2,1,1,1,0,3,3,20,16,16,16,23,24,21,21,0,1,1,0,2,3,0,1,1,3,2,1,1,1,3,2,33,29,27,28,32,27,37,30
d07073,machine_learning,39,24,36,39,49,32,48,37,1,0,1,3,3,3,1,0,1,4,0,1,2,0,1,0,0,2,1,1,3,4,3,2,68,66,60,70,65,65,64,65
d07074,astronomy,0,0,0,1,3,1,1,1,1,2,0,0,2,0,0,2,15,14,13,10,7,13,8,7,0,1,1,0,1,2,1,2,14,18,15,22,15,11,21,20
d07075,football,0,0,0,0,0,1,1,0,3,2,3,0,1,0,1,1,1,1,0,0,0,1,0,0,7,16,17,12,16,8,12,15,18,19,21,20,27,25,24,19
d07076,astronomy,1,1,0,3,1,1,0,1,0,1,0,0,0,0,1,0,17,9,8,10,19,4,11,6,0,0,0,0,0,0,0,1,15,16,22,12,15,12,17,20
d07077,astronomy,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,6,6,7,5,5,3,7,0,0,1,0,0,0,0,1,4,10,4,9,8,10,11,5
d07078,machine_learning,91,47,78,100,81,76,98,88,1,4,7,3,6,4,2,2,4,3,2,5,3,8,7,4,2,4,5,3,3,2,3,6,133,146,143,140,145,149,130,151
d07079,astronomy,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,8,9,9,10,9,10,8,6,0,0,2,0,1,1,0,0,12,13,21,13,8,11,9,8
d07080,machine_learning,9,8,8,7,18,7,9,9,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,15,20,12,18,20,24,15,20
d07081,cooking,1,4,1,2,2,4,5,3,56,56,39,50,48,49,57,49,0,2,2,3,0,1,1,2,1,1,4,4,1,2,3,4,71,91,92,92,80,73,80,65
d07082,cooking,0,0,0,0,0,1,0,0,2,1,5,3,4,7,2,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,3,9,6,8,4,5,4
d07083,astronomy,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,7,8,3,4,3,9,4,5,1,0,0,2,1,0,2,0,10,13,7,10,3,9,12,8
d07084,football,3,1,1,2,2,2,2,0,0,1,3,0,1,1,1,1,2,1,0,3,0,1,0,1,14,20,23,21,19,17,14,12,31,33,31,28,23,33,27,24
d07085,machine_learning,9,8,10,6,11,9,10,9,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,23,17,18,21,9,14,17,18
d07086,machine_learning,4,4,4,4,4,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,9,7,9,6,9,6,6
d07087,astronomy,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,8,8,4,8,7,7,5,10,1,0,0,1,0,0,0,0,14,18,12,11,14,13,15,10
d07088,astronomy,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,23,18,8,21,16,13,20,14,1,1,3,2,1,1,0,0,30,24,33,31,28,38,39,30
d07089,machine_learning,31,32,25,32,25,31,29,33,0,2,0,3,0,3,0,3,1,1,2,2,2,1,3,0,2,2,3,1,0,0,1,0,45,37,49,44,43,47,37,45
d07090,astronomy,1,0,1,1,0,0,1,1,0,0,0,0,2,0,1,3,21,14,15,17,11,12,14,14,2,0,1,0,1,1,1,0,39,24,35,16,29,23,27,25
d07091,machine_learning,7,15,11,7,10,7,7,9,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,16,18,16,17,12,17,11,21
d07092,cooking,0,1,2,0,1,1,0,0,14,22,24,8,17,17,22,19,0,1,3,0,1,0,0,2,1,2,0,0,0,0,0,1,40,31,36,27,28,22,33,30
d07093,astronomy,1,0,0,0,0,0,0,1,0,0,2,2,2,1,0,0,14,17,13,22,13,16,7,14,0,1,0,1,1,2,1,1,26,22,12,22,30,15,30,26
d07094,football,1,0,1,2,0,0,0,0,2,0,0,3,1,1,4,0,1,1,0,5,2,0,1,0,37,26,28,20,25,39,27,19,51,38,50,56,39,42,53,56
d07095,football,1,0,0,0,1,0,1,3,0,1,0,2,0,0,0,1,0,0,2,1,3,0,1,2,7,8,8,7,11,12,4,6,19,12,15,14,20,20,13,20
d07096,cooking,0,1,1,0,1,0,2,2,22,14,32,27,19,21,27,21,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,28,42,38,34,41,36,33,37
d07097,machine_learning,47,40,43,31,37,37,52,35,2,0,4,2,1,0,1,3,0,1,5,3,2,1,1,0,0,1,0,0,1,6,2,1,47,78,74,67,80,53,77,71
d07098,machine_learning,4,6,4,5,6,6,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,15,9,7,8,12,11,9,10
d07099,cooking,1,0,0,1,0,0,0,0,11,8,6,10,9,9,9,10,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,18,14,23,15,18,19,9,14
d07100,machine_learning,7,7,8,9,11,4,7,6,1,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,14,8,15,18,10,8,12
d07101,astronomy,1,1,1,3,3,1,1,0,0,1,0,1,0,1,0,0,32,23,14,25,25,21,21,18,0,3,1,0,3,2,0,0,27,33,27,27,34,38,31,32
d07102,football,0,1,0,1,0,2,1,0,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,5,3,9,1,6,10,7,4,13,14,9,10,8,11,8,7
d07103,machine_learning,14,9,14,7,14,11,5,14,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,15,15,18,15,22,21,14,14
d07104,cooking,1,1,1,2,1,0,1,1,18,19,21,15,25,14,22,21,1,2,1,0,1,1,2,0,0,2,1,2,1,1,0,0,28,32,31,26,31,26,32,38
d07105,cooking,0,0,2,1,0,0,1,0,4,8,8,12,13,11,5,14,0,1,2,1,0,0,1,0,0,1,1,0,1,1,1,0,33,21,24,23,24,16,11,15
d07106,machine_learning,6,4,8,8,9,5,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,9,12,7,8,17,14,6,10
d07107,cooking,0,0,1,1,1,1,1,0,12,12,10,9,8,14,7,10,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,11,10,15,8,12,10,12,12
d07108,astronomy,0,0,0,0,1,0,0,2,1,0,2,1,0,0,1,0,7,10,12,5,8,3,18,6,0,1,0,0,0,1,0,2,12,12,9,24,17,15,8,15
d07109,football,0,0,1,1,1,2,1,1,1,0,0,1,0,0,0,2,2,1,0,1,2,2,1,0,30,19,18,20,20,24,25,22,33,34,33,31,39,43,53,32
d07110,machine_learning,7,3,5,4,3,4,7,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6,7,9,2,5,5,5,8
d07111,machine_learning,8,5,9,6,7,4,10,10,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,2,1,1,0,0,11,9,8,12,13,10,14,16
d07112,football,0,0,1,2,1,2,1,0,0,1,0,1,0,2,0,0,1,1,0,2,0,1,0,1,9,8,14,5,12,10,20,6,20,15,24,17,18,15,27,22
d07113,machine_learning,1,3,5,7,3,5,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,6,5,8,5,12,12
d07114,machine_learning,10,12,6,11,16,12,13,10,1,2,1,0,0,0,1,0,1,1,2,0,0,0,3,0,0,0,0,0,0,1,0,1,19,14,19,21,19,23,16,16
d07115,football,2,3,1,0,1,0,1,1,4,0,1,1,0,1,0,1,1,1,1,0,2,0,1,1,8,12,10,12,18,15,13,17,17,29,28,30,27,23,26,32
d07116,astronomy,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2,5,5,8,8,7,6,6,0,0,0,0,0,0,0,1,6,6,11,7,13,5,7,11
d07117,cooking,0,1,1,0,2,1,0,0,12,9,11,14,10,12,11,13,0,0,0,1,1,0,0,2,0,2,0,0,1,1,1,1,18,9,18,16,21,16,23,16
d07118,cooking,1,0,1,0,1,2,3,0,26,28,32,22,22,30,27,22,1,2,0,0,1,0,0,0,2,1,1,2,1,1,0,0,36,33,35,33,37,44,38,56
d07119,machine_learning,10,6,13,6,9,14,12,11,0,0,1,1,0,0,0,2,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,9,14,17,12,17,14,15,19
d07120,cooking,0,1,1,1,0,0,0,2,10,9,8,10,10,16,16,9,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8,15,22,16,18,18,17,10
d07121,football,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,9,2,7,3,7,4,3,2,4,11,5,7,11,4,8,7
d07122,cooking,0,1,1,1,1,1,1,2,11,11,10,8,8,12,10,8,0,2,0,1,0,0,0,0,0,1,1,3,0,1,2,2,24,18,17,22,16,12,17,19
d07123,astronomy,1,1,3,3,3,1,1,2,0,0,2,1,0,4,4,0,37,22,37,36,31,31,32,28,3,2,3,2,1,2,2,1,46,49,49,53,63,40,49,49
d07124,cooking,2,1,2,1,1,0,2,2,37,29,27,31,26,31,30,31,2,1,0,0,2,2,1,0,2,3,0,3,1,2,1,1,42,51,40,50,30,47,45,49
d07125,cooking,3,1,4,4,4,3,3,6,93,72,80,90,97,97,74,74,4,6,3,7,6,5,1,6,4,3,2,3,5,4,4,6,158,141,143,122,143,131,116,125
d07126,cooking,5,6,6,3,3,3,3,1,60,60,73,54,69,51,64,77,5,4,3,1,1,2,3,0,2,4,4,7,0,2,0,4,123,119,94,124,109,112,104,110
d07127,football,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,7,5,9,7,5,13,9,14,4,9,11,12,7
