ticket_id,customer_id,row_split,label,n_tokens,first_response_seconds,score_urgent,logit_urgent,logit_normal,logit_spam,tokens
3990,874,train,normal,35,288.24,0.34719,-1.1864,2.0812,-3.8515,screen account billing invoice cannot minor click account login documentation error documentation minor cannot nice wondering invoice cannot wondering please account curious documentation wondering curious typo thanks invoice whenever login question account curious billing wondering
3991,858,train,urgent,174,1620.05,0.39215,2.8171,-0.533,-1.3623,failing reset data urgent charge loss breach outage breach account escalate outage payment breach loss production cannot production invoice escalate password urgent failing invoice reset down failing outage blocked urgent down charge data production billing order billing invoice data customers critical breach failing charge password billing click click failing outage revenue failing loss down down production support help click breach revenue account payment escalate revenue account account critical blocked failing data production production production data failing customers blocked production reset page account account account cannot customers breach breach order order critical invoice down revenue account charge critical failing billing failing account click critical update page urgent page loss blocked billing urgent critical billing down urgent escalate account order cannot customers revenue loss breach customers customers billing billing critical payment click blocked breach blocked urgent production data error revenue account cannot urgent password loss account outage blocked failing down revenue billing error account account outage breach down urgent critical outage error blocked billing account charge customers customers please critical page loss loss click urgent production
3992,810,train,normal,23,138.21,0.11955,-0.2597,2.8171,-2.6413,billing help wondering question curious minor someday someday whenever documentation charge documentation account account page password screen typo please payment charge minor minor
3993,162,train,normal,26,573.95,0.378,-1.0365,2.4576,-0.9549,cosmetic password click typo suggestion feedback cannot curious account question question someday cosmetic suggestion suggestion question please password account account click cannot password documentation documentation account
3994,146,train,normal,63,1876.96,0.27336,-1.5835,1.6259,-4.0721,documentation account cosmetic account question reset account wondering account someday whenever minor error someday typo cannot help help wondering documentation account cannot click order someday update billing click account wondering whenever whenever billing account order someday help someday update documentation wondering nice typo cosmetic cannot suggestion wondering feedback account question please feedback suggestion minor billing login password typo screen account documentation minor account
3995,171,train,normal,114,850.07,0.27074,-0.6056,1.0734,-2.8163,curious typo account whenever nice someday documentation feedback billing feedback question documentation cosmetic someday minor billing charge typo click charge someday cannot minor whenever question login down whenever minor nice account billing question someday screen order question documentation charge documentation thanks charge wondering password account help charge cosmetic charge documentation suggestion payment suggestion error typo feedback minor curious account reset account typo minor account thanks account question charge cannot page order account help payment update minor suggestion whenever wondering someday reset curious account wondering reset minor account cannot documentation question typo typo account click page typo wondering account account password curious cannot login refund account account account account click curious cosmetic charge payment someday
3996,406,train,normal,27,912.37,0.29448,0.4581,1.7094,-2.034,curious question password account cannot suggestion feedback password curious suggestion account suggestion billing nice curious account billing help minor cannot whenever nice charge wondering account feedback charge
3997,917,train,normal,34,710.46,0.14814,-1.1094,2.696,-1.1984,help cannot curious feedback whenever minor feedback nice payment charge order billing nice minor cosmetic account whenever account account suggestion cannot click documentation help please account billing minor billing someday question documentation question nice
3998,652,train,urgent,36,264.92,0.67382,2.8446,0.0151,-1.9248,urgent loss loss revenue help billing billing cannot outage outage urgent cannot account account production billing click account invoice escalate blocked outage password production outage customers customers please breach outage password blocked cannot revenue billing data
3999,726,val,urgent,25,406.03,0.85447,2.1113,-0.6532,-2.1164,click charge thanks revenue cannot click billing blocked order billing help login critical click account failing account loss data breach account account critical breach cannot
4000,95,train,normal,52,57.89,0.17197,-1.3453,2.0339,-1.6208,password documentation help billing wondering nice account typo invoice cosmetic question feedback payment feedback charge nice someday documentation suggestion reset cannot charge account minor update billing account order feedback billing click typo account feedback charge account whenever someday suggestion feedback minor page typo minor account documentation someday account thanks account whenever cannot
4001,139,test,normal,11,115.55,0.6546,0.089,1.5966,-3.0362,account failing question billing account error payment account page documentation cosmetic
4002,133,train,normal,79,630.15,0.11681,-0.3534,3.0096,-3.334,reset cannot nice charge update password suggestion whenever question click account someday suggestion curious cannot charge whenever cosmetic account wondering minor cosmetic billing error error curious documentation question question curious minor someday screen invoice typo someday please password account invoice account someday billing typo question charge suggestion account minor curious invoice account typo nice suggestion documentation nice billing billing curious password question account billing cannot typo feedback payment curious help page billing whenever billing account password nice minor error
4003,819,train,normal,29,161.76,0.43921,-0.0248,3.627,-2.0511,billing whenever account nice minor curious account minor refund wondering documentation curious account cosmetic screen click nice account typo documentation cosmetic nice question refund suggestion whenever suggestion click wondering
4004,315,train,normal,44,239.22,0.18703,-2.8358,2.5028,-1.0648,suggestion billing error update feedback curious account curious cosmetic feedback wondering question documentation typo minor feedback thanks cosmetic click reset please wondering curious typo help update error cosmetic help documentation account question curious account charge page feedback data question account minor cosmetic documentation billing
4005,758,train,normal,8,301.88,0.27614,-1.5841,2.5599,-0.4134,cannot cosmetic password page charge screen billing someday
4006,598,train,normal,34,550.11,0.23333,-1.5741,1.4401,2.4632,nice production question account account minor suggestion account someday account question account documentation cannot suggestion typo cannot click reset invoice billing feedback cosmetic cannot support minor help nice curious wondering typo question payment wondering
4007,921,train,urgent,8,666.67,0.73157,1.3693,-0.245,0.1256,billing critical customers error billing blocked blocked critical
4008,112,test,normal,45,92.11,0.42587,-0.667,1.644,-1.1332,billing order click question question wondering please someday cosmetic billing nice charge minor someday password suggestion curious billing charge documentation nice click typo account someday error cannot click account billing cannot minor support login help account error account cosmetic nice support nice charge charge account
4009,532,val,normal,30,2900.13,0.17897,-1.3546,1.2024,-1.4919,curious nice billing whenever screen question password minor someday nice billing charge refund password help account account thanks account cosmetic cosmetic cannot refund billing billing invoice typo billing question update
4010,48,train,urgent,17,109.02,0.66695,1.623,-1.1285,-1.864,click failing billing urgent click critical data revenue support charge refund account billing page billing invoice account
4011,907,val,urgent,12,1211.33,0.70192,2.5084,-0.884,-2.6422,revenue urgent revenue critical cannot charge billing payment charge critical billing billing
4012,104,train,normal,10,63.79,0.28084,-1.4284,1.2923,-2.06,minor nice someday billing minor account question billing someday typo
4013,412,train,normal,16,513.31,0.42217,-1.8366,1.6778,-1.731,account cosmetic wondering whenever account suggestion account account payment question billing minor wondering minor minor cannot
4014,746,train,urgent,34,1479.36,0.47061,-0.1393,0.0402,3.4232,help login billing down password escalate account blocked cannot billing down failing please account loss loss help production account down loss customers login critical failing error thanks down order breach revenue error urgent failing
4015,165,train,urgent,20,259.1,0.49127,0.4239,0.5595,-2.2659,account critical error billing data charge production critical down data click page revenue loss outage cannot charge click account click
4016,612,train,normal,10,695.97,0.08335,0.1515,0.3606,-2.0799,question wondering question whenever wondering someday account error payment cannot
4017,245,train,normal,8,1954.16,0.05625,-0.4075,1.9358,-1.4946,charge billing billing billing account whenever charge help
4018,649,train,normal,8,817.36,0.23038,-1.645,1.8713,-1.502,minor cannot curious nice cannot documentation billing charge
4019,506,train,normal,24,1083.62,0.21382,-0.4551,2.516,-2.3944,minor nice help error error cannot typo cosmetic typo error cosmetic click documentation minor cosmetic someday nice billing account invoice account curious typo feedback
4020,502,train,urgent,47,330.26,0.76753,2.3069,0.3688,-1.1961,billing cosmetic account cannot breach outage invoice blocked screen charge charge production billing billing page account account account loss escalate breach production down account production billing cannot customers failing outage down customers password payment escalate critical critical account blocked production production cannot down customers account breach loss
4021,479,train,normal,10,295.19,0.56468,-0.3565,0.6211,-1.9092,charge account whenever account cannot documentation billing support wondering suggestion
4022,197,test,normal,27,1365.24,0.18002,-0.7212,2.1649,-0.585,minor documentation account question payment nice someday page screen billing click account minor cannot click cosmetic password account help minor documentation feedback someday someday curious login account
4023,252,train,normal,78,1950.86,0.32729,-1.0597,1.7408,-1.2144,suggestion nice billing suggestion nice curious login billing question documentation account cannot billing reset account account support suggestion please cannot refund suggestion typo account click billing curious minor account click someday account feedback someday help typo password account click billing wondering feedback typo account account account help nice password account order suggestion account question cosmetic account cosmetic cosmetic account page whenever account wondering typo account invoice nice someday account question nice billing account wondering nice someday suggestion wondering
4024,434,train,normal,63,74.36,0.73594,-0.52,0.244,-1.7081,account minor nice cannot nice thanks cannot feedback cosmetic account minor typo question suggestion billing order wondering help page billing login suggestion account curious wondering account order account billing billing cosmetic curious down login account billing curious whenever billing please billing whenever please nice cannot nice account curious someday billing whenever minor curious minor billing account error suggestion whenever error charge account update
4025,413,train,normal,31,528.55,0.36876,-1.3456,2.7634,-2.004,account payment minor typo account billing account nice typo feedback typo whenever click login minor nice cannot charge cannot billing cannot page feedback login update documentation account support account whenever cosmetic
4026,813,test,normal,25,9.67,0.39943,-0.3029,1.1894,-2.4477,help account help typo account wondering nice cosmetic screen curious account account billing suggestion billing cosmetic login typo question thanks wondering typo login cannot documentation
4027,277,train,urgent,11,290.19,0.7111,1.5363,-0.8231,-1.2221,loss billing blocked down urgent loss production outage customers urgent account
4028,193,train,normal,30,113.82,0.16033,0.7317,1.8178,-1.0737,feedback customers invoice account update billing someday feedback thanks minor account feedback account nice help feedback account minor refund wondering minor question reset click billing typo support someday billing someday
4029,649,train,normal,18,77.85,0.31777,-1.6644,2.2848,-2.8068,typo account cannot cannot account click billing cosmetic invoice account order wondering click curious curious typo page documentation
4030,331,train,urgent,143,802.51,0.85054,2.7039,-0.6939,-0.9095,click urgent escalate urgent down error blocked outage cannot blocked loss order outage failing account outage outage critical failing loss login loss loss loss account urgent blocked down down account account down data revenue account account data account failing order outage failing billing cannot account production failing revenue payment reset outage account failing failing blocked failing customers account breach customers data customers outage outage failing customers loss outage account account page data payment account outage customers urgent critical escalate loss account charge billing click failing account customers data account data failing outage failing failing error account billing cannot error customers billing account loss breach customers production revenue failing click cannot billing charge revenue loss failing down click billing urgent urgent revenue critical outage cannot account customers loss thanks billing critical escalate revenue customers critical error cannot account critical data loss urgent urgent payment
4031,171,val,urgent,37,589.27,0.3375,2.0908,0.5602,3.5443,critical account critical critical billing billing production account critical outage billing password account outage production escalate customers revenue billing critical escalate order failing loss cannot account urgent billing billing error urgent production charge customers blocked critical error
4032,986,train,normal,56,100.02,0.13515,0.2039,1.1531,-1.869,whenever wondering typo curious typo click minor billing someday someday documentation feedback update curious billing billing update billing billing typo click documentation order invoice nice whenever account account account order nice charge account password documentation question account minor billing click question account question help minor documentation reset cosmetic question thanks billing question error account documentation password
4033,619,train,normal,8,672.32,0.11413,-0.4884,0.7891,-2.3659,charge error account error update click question wondering
4034,304,val,normal,31,114.48,0.15834,-0.7411,1.7964,-1.8092,refund whenever whenever account account account wondering billing payment cannot documentation cannot whenever wondering curious someday cannot feedback nice account curious someday help billing charge suggestion help question billing question nice
4035,352,train,normal,17,457.31,0.60088,-0.2845,2.93,-2.0421,invoice account nice page billing suggestion question curious cannot curious invoice whenever wondering minor documentation nice curious
4036,547,train,normal,18,821.26,0.06427,-0.7638,1.7696,3.0636,feedback account please error invoice account nice account account whenever cosmetic page feedback error click login order account
4037,796,val,normal,49,104.37,0.24803,-2.1201,2.5732,-1.7566,whenever curious password question minor wondering update billing curious someday urgent nice someday account account someday billing billing curious billing question suggestion password wondering password breach billing support billing click cosmetic cannot please wondering cosmetic error account documentation billing whenever login question question error feedback someday help billing cosmetic
4038,74,train,normal,8,317.11,0.43636,-1.5357,1.0489,-2.6232,suggestion click minor question suggestion minor help documentation
4039,133,train,normal,159,3154.11,0.87917,0.1032,0.9956,-1.8888,typo curious charge cosmetic someday login account production suggestion update revenue account suggestion nice click whenever account minor question account billing nice cannot click question wondering wondering login curious curious order login cannot thanks feedback account account cannot suggestion refund account reset question help question suggestion question login wondering curious someday click feedback billing billing feedback login account cannot cosmetic feedback order billing account cannot documentation account billing documentation error cannot cosmetic whenever documentation account invoice someday account wondering feedback curious wondering charge cannot minor whenever feedback billing screen login feedback cosmetic whenever billing question page feedback curious billing suggestion billing curious billing typo wondering curious suggestion refund typo someday curious cosmetic curious typo wondering whenever someday account account nice someday minor question help refund page account documentation cosmetic someday minor account cannot feedback typo account update wondering suggestion account typo billing curious account customers suggestion curious cannot curious nice cosmetic someday suggestion reset minor wondering minor account whenever
4040,58,test,urgent,8,491.66,0.77147,2.6625,-0.1016,-2.2384,outage urgent blocked click customers down refund billing
4041,54,train,urgent,18,995.9,0.51391,2.0693,-0.6765,-2.4312,outage data invoice production data production thanks down failing error outage down account invoice billing refund account revenue
4042,377,val,normal,44,110.12,0.16831,-0.9332,1.8533,1.8715,cosmetic documentation password cannot help documentation wondering curious account someday suggestion feedback screen error charge thanks billing account suggestion password account billing someday nice cannot billing account minor account billing cosmetic question password suggestion someday cannot feedback account wondering question minor payment curious feedback
4043,92,train,normal,12,166.25,0.09799,-0.8065,0.8885,-3.0738,error wondering feedback suggestion documentation whenever wondering suggestion feedback curious charge wondering
4044,44,train,normal,122,376.6,0.49964,1.0292,1.7517,-0.6722,cosmetic feedback click charge account account help billing whenever wondering question whenever nice wondering curious nice minor billing billing help cannot charge someday wondering question account wondering invoice nice curious charge nice question someday click login account feedback wondering charge cannot feedback cosmetic typo question wondering minor whenever charge minor whenever feedback refund account wondering account minor account nice cosmetic curious minor account nice page charge feedback wondering blocked cosmetic typo invoice someday billing account account typo account account update screen account typo minor nice account account account charge account page click click minor someday charge feedback page wondering minor charge documentation login typo account wondering someday cannot error suggestion error billing wondering question cosmetic typo account password account login account invoice
4045,707,train,urgent,22,990.48,0.70814,1.9767,-0.2065,-2.8667,urgent click help click production loss account refund revenue breach down critical order billing billing urgent invoice account charge customers production billing
4046,312,test,normal,19,484.56,0.3196,-0.4837,2.6721,1.3151,payment account minor click account minor account nice suggestion cannot whenever cannot whenever charge documentation billing help account suggestion
4047,949,train,urgent,55,87.01,0.88202,1.5863,0.0505,-1.6103,critical account account payment production login thanks billing outage production failing failing outage down update billing login charge production blocked account login urgent cannot page escalate account escalate failing breach account urgent screen revenue revenue production order account escalate outage outage data customers loss down outage production outage blocked down production charge account customers account
4048,91,train,normal,25,519.1,0.08876,0.0763,1.6341,-0.4206,feedback billing order suggestion charge question someday documentation account account feedback billing someday cannot documentation whenever nice account billing suggestion please someday reset charge feedback
4049,362,train,normal,86,1104.39,0.16262,-0.1323,1.3225,-2.2895,whenever typo documentation minor feedback wondering someday question minor curious suggestion cosmetic charge account question minor minor suggestion account feedback question wondering suggestion account account suggestion charge whenever cannot nice nice someday someday whenever click someday curious suggestion account wondering login billing support suggestion cannot suggestion payment account wondering whenever page account someday order typo order cosmetic account nice error payment someday minor error typo documentation minor cosmetic someday curious feedback wondering someday question documentation reset password cannot billing account billing wondering feedback cannot minor feedback
4050,878,val,normal,30,104.97,0.1554,-0.5454,1.8036,-1.8536,page suggestion thanks someday billing billing question error billing someday billing minor password account cannot account suggestion question question typo page nice account billing screen login nice refund nice feedback
4051,668,train,urgent,17,230.47,0.37156,2.9745,-0.3923,-3.4668,down account account reset account customers click help blocked production down payment blocked urgent failing breach breach
4052,231,train,normal,29,814.61,0.23735,0.7156,2.4537,-0.9681,account cannot typo account someday invoice curious curious reset charge screen support documentation minor click billing whenever feedback question wondering account feedback minor account charge suggestion feedback minor cannot
4053,448,train,normal,23,49.2,0.23905,0.363,1.7329,-2.2581,charge whenever help typo billing suggestion click someday account minor billing minor account nice charge feedback nice minor someday documentation suggestion page nice
4054,927,val,normal,11,1146.18,0.34352,-1.367,2.255,-1.3989,minor whenever cannot suggestion reset page feedback nice typo someday account
4055,983,val,urgent,12,459.47,0.74707,2.5803,-0.62,-1.7112,breach loss cannot outage loss urgent down click account billing urgent account
4056,883,train,normal,27,1624.46,0.24032,0.736,0.9611,-3.1615,billing documentation down charge escalate account suggestion suggestion please account cannot error billing wondering minor charge billing cannot question typo wondering someday question account billing account account
4057,941,train,urgent,54,554.73,0.60642,3.5665,-0.6854,-1.2355,down failing outage order cannot data loss loss account escalate failing billing breach billing failing customers charge data outage urgent payment failing critical outage revenue urgent billing login outage billing account failing password billing outage failing production down account account urgent click blocked error critical down error failing loss login invoice failing click escalate
4058,113,train,normal,97,541.1,0.19523,-0.5226,2.4012,-1.9011,feedback wondering cannot nice cannot documentation error documentation someday charge thanks thanks account question someday curious whenever account nice whenever documentation feedback screen question account whenever billing whenever documentation billing account feedback billing nice order login typo cosmetic click error billing order please someday suggestion account charge billing support billing someday typo typo account cosmetic account account question order account page account charge update minor account refund documentation typo error minor payment curious minor click billing question whenever account wondering curious curious billing account wondering login page someday click charge curious error suggestion refund cosmetic someday billing
4059,6,train,normal,263,59.58,0.4566,-0.1267,1.5797,-1.8638,account account documentation whenever typo cosmetic account cosmetic support click suggestion account payment suggestion account typo account account minor wondering order order whenever cannot password cosmetic account billing account cannot question cannot click billing click typo account reset feedback curious typo minor documentation nice curious wondering account wondering order someday suggestion payment suggestion account reset account someday account account typo wondering whenever help someday error nice billing account whenever question curious cosmetic refund billing whenever question account click invoice help curious account cannot click nice feedback documentation someday someday cannot help account documentation suggestion curious cannot documentation typo nice feedback whenever curious login question click refund nice account account invoice whenever curious cannot cosmetic typo typo account question account cosmetic whenever wondering someday page billing suggestion cannot charge billing wondering error nice click wondering typo curious suggestion account error cannot typo documentation order curious click help someday curious wondering cannot billing billing suggestion typo wondering order question account cosmetic feedback account account account question someday billing account suggestion nice minor login documentation refund account please cosmetic account billing cannot billing error account cosmetic account nice account error whenever help billing suggestion suggestion suggestion someday billing curious help account click support page question account feedback nice someday nice curious payment wondering question whenever charge question feedback cannot minor cosmetic whenever password whenever someday account cosmetic minor nice reset account cosmetic cosmetic wondering login payment typo order account billing cosmetic wondering question nice account billing account billing question someday typo typo question documentation typo charge documentation wondering account suggestion password curious invoice cannot account account
4060,648,train,normal,15,78.65,0.43508,-0.5209,2.3894,-2.4317,update cosmetic nice question cannot help account cosmetic wondering question suggestion feedback account suggestion question
4061,203,test,normal,34,577.64,0.17811,-0.1602,1.9582,-1.3159,nice feedback documentation someday nice feedback charge curious minor account update documentation screen nice suggestion account question question someday invoice wondering account account question refund cannot page billing account support curious cannot account cannot
4062,335,val,normal,21,104.22,0.18327,0.548,2.0052,-0.9913,whenever click someday account minor someday cannot question typo order question charge charge account order nice suggestion page login billing suggestion
4063,947,test,normal,38,796.51,0.23757,-0.8099,1.616,-1.5022,documentation wondering account help typo curious charge documentation account page reset billing wondering cannot question whenever account account question help question cannot cosmetic cosmetic invoice invoice whenever documentation documentation cannot suggestion account page curious curious whenever error cannot
4064,151,train,normal,15,383.89,0.2406,-1.0192,2.1795,-2.3238,someday billing reset whenever question error invoice cannot billing suggestion question documentation page account question
4065,458,train,normal,45,19.72,0.15497,-1.4455,2.8434,-1.9652,cannot payment login account screen someday help account documentation nice account wondering feedback someday please cannot please page question account minor payment nice nice login cannot refund documentation account cannot login cosmetic typo question curious support typo someday cannot curious account help nice feedback password
4066,533,train,normal,73,780.67,0.33281,1.2706,1.3444,-1.8178,click question cannot account wondering curious invoice account feedback minor account click account question account error cosmetic cannot please feedback account wondering someday feedback account page documentation account curious account account screen login documentation account curious charge charge account login curious minor billing account wondering account account account account cosmetic nice screen feedback account down account feedback account account cannot cannot question question support nice password cannot someday wondering cosmetic question nice billing
4067,560,test,normal,56,194.06,0.48532,-0.0895,2.4115,-1.4759,account whenever whenever click someday login click someday minor minor curious documentation billing cannot someday question charge account update account help typo cannot curious click account wondering question billing reset cosmetic minor whenever help screen typo whenever update documentation account cosmetic error customers wondering typo cosmetic question billing nice charge documentation error reset minor feedback minor
4068,895,train,normal,11,86.85,0.33577,-2.3413,-0.3221,-2.382,account account account feedback account cannot login billing someday charge billing
4069,590,train,normal,12,509.5,0.34533,-0.0596,2.6354,-1.5192,someday nice account typo billing someday billing account cosmetic documentation minor error
4070,934,train,urgent,26,84.15,0.85877,2.2291,0.0221,-0.6946,urgent order revenue screen password outage data failing breach password down data breach revenue help data account failing customers blocked screen billing screen critical customers error
4071,379,val,normal,13,450.73,0.52412,-0.8619,2.8741,-3.6023,curious charge wondering minor charge someday order question cosmetic click account typo cannot
4072,179,test,normal,16,659.97,0.2937,0.2358,1.4233,-1.6314,curious curious minor curious cosmetic question documentation invoice account reset cosmetic documentation whenever cosmetic login typo
4073,909,val,normal,52,149.0,0.30064,-0.3465,2.1278,-0.88,feedback payment blocked billing whenever wondering error account typo cannot question wondering curious minor someday question login charge account billing account account whenever charge billing cannot help typo someday typo documentation charge question documentation question charge account billing cannot documentation cosmetic account billing account help cosmetic someday billing typo update minor account
4074,823,test,urgent,43,392.58,0.49358,2.3158,0.2769,3.5978,down login account data revenue reset failing blocked page escalate production loss reset escalate charge cannot click account help update production data urgent account screen account billing escalate production down escalate production outage account down data account invoice production failing error production outage
4075,577,train,urgent,13,193.66,0.70779,2.2988,-0.5739,-1.7893,customers outage account production loss login critical failing loss urgent production down breach
4076,936,test,urgent,46,1210.58,0.88732,0.7307,-1.3316,-2.4617,escalate critical production data data breach billing production failing breach production loss revenue production urgent blocked loss breach billing failing outage please account down billing cannot blocked billing blocked revenue order account password account cannot critical revenue account production help login billing charge please data account
4077,274,train,normal,34,189.49,0.07,-1.7811,1.8164,2.8079,question feedback documentation suggestion account invoice password billing cannot cannot feedback documentation someday billing billing whenever nice account cannot cannot minor account minor account question account account order cannot cannot minor wondering minor typo
4078,546,train,normal,27,44.78,0.28126,-0.3646,2.1064,-2.3118,feedback whenever suggestion billing suggestion suggestion help charge password cannot cosmetic feedback account whenever suggestion nice page account account someday suggestion typo billing feedback error question help
4079,771,train,urgent,25,858.42,0.55491,1.8945,-0.7063,2.3436,account reset reset cannot account urgent critical loss account charge failing down blocked account account outage failing reset error urgent cannot outage billing down outage
4080,958,train,normal,17,758.53,0.06346,-1.7371,1.9025,-2.5095,account billing account account update question whenever wondering someday charge error whenever click page billing billing someday
4081,140,train,normal,77,1292.68,0.72456,0.0646,1.8621,-1.427,wondering typo cannot account typo help billing cosmetic wondering billing minor account cannot documentation typo wondering suggestion minor order account account question charge cannot cannot error click whenever blocked suggestion account documentation charge nice account billing account documentation question order feedback feedback wondering page screen someday account cannot cannot nice account someday wondering help invoice feedback payment typo suggestion whenever account error minor whenever payment nice feedback minor minor cannot billing typo help billing login minor someday
4082,47,train,urgent,129,302.05,0.37246,2.7142,-0.9979,-2.9068,failing cannot account failing failing click reset outage blocked data billing production account failing urgent breach update revenue production breach outage invoice urgent blocked escalate cannot down account account production down password blocked data customers outage charge cannot account down data down escalate click account down loss blocked failing account revenue loss outage account account urgent escalate critical blocked customers thanks urgent failing failing account outage production failing account invoice escalate blocked down charge account please urgent account production customers click critical error payment down customers blocked customers down data loss refund support urgent down invoice reset click down escalate reset critical billing account click screen outage revenue account billing outage urgent down cannot production urgent down down urgent account help billing breach account help account customers failing click
4083,691,train,normal,30,1290.93,0.04116,1.0762,1.7388,-1.7648,someday cosmetic feedback billing cosmetic typo documentation payment account account charge account someday error help account wondering feedback cosmetic someday error wondering nice account page curious wondering login minor whenever
4084,889,train,normal,26,100.45,0.39939,-2.8915,2.2339,3.1458,cosmetic someday cannot account cosmetic minor order suggestion billing documentation account account minor cannot wondering minor account cannot billing curious suggestion feedback question login suggestion cosmetic
4085,674,train,normal,14,152.89,0.56964,0.8777,1.9196,-0.958,cannot invoice error minor cosmetic nice account question question account billing error minor billing
4086,89,test,normal,38,62.45,0.73364,0.2796,3.2562,-3.5905,wondering charge suggestion curious invoice account minor feedback curious charge order charge please question account click curious page account account wondering error account cosmetic cosmetic feedback payment account whenever cosmetic suggestion account account support cosmetic cosmetic question cannot
4087,724,train,normal,90,125.93,0.34027,-0.7318,2.0716,-2.1721,someday feedback cannot invoice reset typo cosmetic outage question billing wondering nice whenever please cannot whenever click documentation invoice minor error error cannot login error typo suggestion question question feedback account charge cosmetic wondering question suggestion someday documentation wondering support suggestion minor billing minor account payment minor page curious reset cannot typo charge cosmetic error someday billing account curious billing nice account billing account suggestion question nice typo curious charge documentation whenever documentation reset cosmetic charge curious whenever nice account account account account cosmetic curious password refund documentation someday cosmetic
4088,598,train,normal,20,18.15,0.14883,0.1931,1.5287,-3.0273,error order account minor someday account typo question suggestion account cosmetic account documentation order question whenever someday account charge minor
4089,142,train,urgent,33,1384.71,0.4962,2.0486,-1.4364,-1.9921,billing data account data outage outage loss failing down blocked urgent loss outage blocked customers billing cannot breach breach production down breach customers revenue reset account login critical loss production critical blocked breach
4090,73,train,normal,35,5.82,0.17612,0.152,2.054,-2.1892,account order account error cannot minor someday login whenever charge account error someday cannot account account account charge typo screen charge account curious billing suggestion reset someday account whenever account error minor curious billing charge
4091,349,train,normal,11,1625.19,0.2452,-0.3821,1.7562,-1.1606,cosmetic feedback click billing help curious account reset cannot minor feedback
4092,495,train,normal,75,315.75,0.45194,-0.8757,2.0258,-0.4439,error account click help please documentation order cannot curious wondering curious billing whenever feedback whenever help support feedback whenever account screen curious account someday order account error billing someday cannot billing whenever charge minor question account charge wondering wondering question cosmetic screen page account suggestion account question help cosmetic wondering documentation account invoice account billing question billing password account suggestion nice billing cannot question invoice account nice help cannot feedback click account account typo curious
4093,586,train,normal,33,2582.6,0.13949,-0.5548,2.7914,-2.1591,click nice invoice charge order production account billing feedback curious password account curious account support question page feedback account account nice please curious typo documentation someday error someday help help documentation minor whenever
4094,946,train,normal,119,166.98,0.31799,-0.8075,2.3963,-2.6071,account account feedback cannot billing curious invoice charge suggestion nice password account typo nice account billing click cosmetic login feedback minor charge curious feedback someday someday curious billing cannot cosmetic minor billing order whenever account documentation account nice typo cosmetic account wondering wondering account whenever update error refund billing feedback thanks error documentation curious cosmetic password account billing wondering suggestion wondering page login account typo suggestion question login documentation curious suggestion typo documentation question support someday typo wondering curious click someday login curious question feedback page production billing curious cosmetic someday account billing typo curious account account whenever question curious error cannot account wondering documentation page nice question minor cannot update password error click cosmetic minor suggestion payment please
4095,396,train,normal,8,262.5,0.75317,-1.0809,2.1268,-1.168,whenever cosmetic help click typo click typo billing
4096,558,train,normal,8,586.89,0.18288,-0.2646,0.6789,-1.4721,suggestion charge suggestion cannot error cannot curious login
4097,975,train,urgent,79,804.02,0.86572,2.0151,-1.9355,-1.4163,urgent invoice order update blocked down customers invoice breach urgent billing revenue urgent cannot revenue breach billing account error down blocked escalate down account urgent production urgent data urgent urgent escalate charge cannot blocked account failing blocked data loss revenue breach critical escalate reset please customers loss help urgent password please down breach please outage escalate breach charge error loss loss reset blocked breach failing outage cannot breach blocked help error refund thanks reset escalate loss production outage outage
4098,278,train,normal,10,1185.67,0.2842,0.0248,2.1204,-2.4776,wondering wondering error account billing account account order click typo
4099,714,val,normal,14,426.88,0.09085,-1.4003,2.7745,-1.8168,documentation update feedback billing nice click nice minor account question curious charge account billing
4100,904,val,normal,18,243.84,0.10312,-1.222,2.9805,-1.8718,whenever curious help reset question nice account charge wondering click minor feedback question click documentation wondering nice curious
4101,806,train,urgent,53,556.15,0.70255,3.1026,0.3494,-1.7496,cannot urgent account account critical urgent production down breach data password critical down outage error billing blocked urgent account blocked reset cannot billing data data blocked blocked blocked critical failing billing cannot critical account breach critical blocked urgent refund escalate down error urgent account account data urgent critical customers blocked down billing blocked
4102,843,train,urgent,12,213.29,0.83039,1.2823,0.6038,-1.5791,down page account outage escalate support urgent cannot critical critical charge account
4103,973,train,urgent,41,1124.51,0.54933,1.3495,-0.841,-1.6804,refund breach critical account blocked account down urgent escalate account customers login critical login login critical failing critical urgent billing failing billing critical down blocked escalate breach production account down account customers escalate loss breach cannot outage revenue production account data
4104,364,train,normal,65,122.26,0.09402,-0.2488,2.7283,-3.801,account invoice charge account account account cannot wondering cosmetic someday minor suggestion page wondering account question question whenever thanks escalate feedback screen account feedback curious nice account support account cosmetic error payment whenever whenever account account account password suggestion charge wondering question cannot charge billing page error feedback documentation payment billing help login billing cannot curious account feedback feedback account documentation help page charge login
4105,664,train,normal,88,638.99,0.64113,-0.5946,1.8796,-1.3295,someday account help error cannot invoice help suggestion invoice account someday error question account typo documentation minor curious suggestion minor cosmetic click account account whenever billing documentation suggestion nice curious someday account question help typo account page account support invoice billing wondering help update wondering account question account whenever curious cosmetic nice nice someday nice order feedback screen typo error someday documentation billing invoice charge payment someday typo suggestion cannot curious suggestion minor someday click suggestion question billing someday curious error nice nice someday account documentation documentation account
4106,328,val,normal,9,1108.2,0.73783,-0.667,1.5733,-1.6312,password feedback typo invoice account wondering nice question curious
