sample_id,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
5582,0.216064,0.343455,0.445546,0.543038,0.580423,0.591211,0.512432,0.468426,0.410717,0.353345,0.384712,0.367239,0.412759,0.418949,0.416940,0.416916,0.330751,0.297225,0.259849,0.180382,0.119592,0.082429,0.047676,0.017766
5583,0.167340,0.304208,0.368349,0.464598,0.504821,0.517440,0.511328,0.550798,0.585986,0.581763,0.571250,0.508733,0.396492,0.275115,0.223133,0.179351,0.158169,0.133874,0.197510,0.163301,0.159230,0.106827,0.059692,0.047332
5584,0.282364,0.441134,0.581965,0.690639,0.728607,0.723462,0.663849,0.507205,0.479569,0.405507,0.334396,0.269695,0.240124,0.221483,0.190390,0.206119,0.184708,0.176234,0.207103,0.177320,0.125051,0.117729,0.025293,0.017790
5585,0.157038,0.223239,0.342362,0.396544,0.418715,0.435178,0.444600,0.429716,0.444193,0.469414,0.469415,0.343848,0.325854,0.231768,0.138879,0.117276,0.134645,0.149593,0.131390,0.136223,0.112929,0.066628,0.034443,0.000196
5586,0.200892,0.304250,0.387273,0.458440,0.463145,0.503013,0.477142,0.458381,0.451756,0.475764,0.433380,0.431627,0.365608,0.325298,0.297176,0.262123,0.226823,0.262152,0.270532,0.264486,0.192442,0.127339,0.065715,0.025428
5587,0.085458,0.143756,0.225220,0.246565,0.239649,0.248807,0.354420,0.385990,0.487432,0.484505,0.520471,0.427205,0.316000,0.200647,0.181956,0.127690,0.083244,0.105629,0.067571,0.057651,0.051379,0.031542,0.008331,0.030921
5588,0.180883,0.255439,0.354860,0.395616,0.450984,0.422750,0.430838,0.360440,0.366715,0.318588,0.280909,0.240586,0.197040,0.109593,0.096256,0.103542,0.063614,0.102931,0.109260,0.115559,0.134255,0.065913,0.041499,0.015151
5589,0.054222,0.186766,0.220985,0.215634,0.272455,0.208360,0.285525,0.268886,0.244084,0.255713,0.286176,0.205270,0.188138,0.142372,0.160319,0.095048,0.124538,0.092585,0.131754,0.144075,0.092790,0.037452,0.063889,0.016878
5590,0.240964,0.334810,0.483685,0.568997,0.603699,0.632422,0.567911,0.511149,0.449579,0.383006,0.340489,0.285217,0.273495,0.231526,0.207412,0.200556,0.167323,0.189926,0.163983,0.166824,0.102108,0.116307,0.020972,0.038677
5591,0.132563,0.224264,0.275348,0.349720,0.383320,0.373824,0.346805,0.345336,0.349311,0.335862,0.323577,0.331349,0.309182,0.278817,0.304055,0.262977,0.229396,0.295679,0.266839,0.200191,0.198716,0.077251,0.051371,0.029739
5592,0.194419,0.289228,0.341388,0.437151,0.439783,0.468293,0.461000,0.453714,0.451336,0.422781,0.339343,0.346651,0.318943,0.182904,0.165337,0.121420,0.053859,0.143495,0.133586,0.099112,0.072893,0.058921,0.005841,0.000118
5593,0.211171,0.266124,0.338960,0.419661,0.485853,0.503074,0.531242,0.554004,0.597755,0.611267,0.595181,0.510921,0.375807,0.282129,0.192274,0.146514,0.117284,0.173381,0.176119,0.118671,0.106121,0.075543,0.038011,0.055302
5594,0.292119,0.416474,0.567257,0.691759,0.760642,0.752813,0.796165,0.731054,0.751551,0.755908,0.676579,0.539267,0.420767,0.297332,0.204988,0.159005,0.114549,0.105295,0.072174,0.081512,0.073479,0.058204,0.018911,-0.003813
5595,0.242583,0.331623,0.393321,0.499780,0.540891,0.527506,0.422149,0.403432,0.330977,0.310993,0.251458,0.266513,0.220307,0.245638,0.214984,0.204048,0.206353,0.204362,0.179725,0.151326,0.113905,0.070177,0.020704,0.041763
5596,0.168840,0.175006,0.232012,0.281738,0.343688,0.373711,0.404669,0.457308,0.491503,0.515094,0.468299,0.429296,0.326869,0.267903,0.207756,0.168193,0.135529,0.220179,0.257061,0.217908,0.202546,0.111060,0.088079,0.036505
5597,0.147166,0.214020,0.272043,0.342554,0.346858,0.403285,0.395889,0.456140,0.478623,0.450047,0.450227,0.430078,0.326477,0.203261,0.149015,0.164835,0.082858,0.073432,0.118104,0.052883,0.042272,0.024816,-0.000986,0.017165
5598,0.028234,0.109162,0.116995,0.178165,0.212086,0.241750,0.224840,0.301926,0.361412,0.388773,0.387262,0.356206,0.288171,0.226311,0.219886,0.171054,0.140935,0.147451,0.112452,0.118302,0.062209,0.007955,0.036635,0.014667
5599,0.139194,0.166080,0.225053,0.289150,0.303651,0.319758,0.293408,0.331759,0.327362,0.326377,0.344039,0.281991,0.237254,0.203822,0.170988,0.161586,0.132940,0.142263,0.141631,0.122511,0.113585,0.058891,0.083386,-0.017256
5600,0.113467,0.154027,0.305190,0.308761,0.363477,0.386842,0.482512,0.506604,0.626981,0.589087,0.566910,0.518206,0.404923,0.305791,0.202916,0.147313,0.167227,0.179827,0.155861,0.161971,0.124194,0.038027,0.021228,-0.003226
5601,0.214506,0.334352,0.407623,0.508760,0.559207,0.612073,0.663862,0.608696,0.664043,0.666136,0.621274,0.580194,0.426721,0.293619,0.259654,0.214572,0.165078,0.192759,0.210401,0.214631,0.142009,0.108249,0.038677,0.000239
5602,0.394551,0.553390,0.772688,0.908083,0.966915,0.969750,0.880661,0.705087,0.577973,0.494979,0.385545,0.306450,0.241924,0.174991,0.174249,0.151514,0.130995,0.131092,0.154526,0.147526,0.093178,0.073908,0.025545,0.009878
5603,0.295543,0.464352,0.619260,0.714866,0.756094,0.798267,0.753314,0.619701,0.613293,0.558902,0.530672,0.471252,0.447262,0.449265,0.392190,0.363110,0.331994,0.300041,0.319954,0.259737,0.221731,0.136804,0.042336,0.056936
5604,0.243969,0.311762,0.441547,0.511493,0.536064,0.507676,0.526169,0.436152,0.371067,0.304164,0.283895,0.228219,0.180760,0.139254,0.112450,0.096440,0.090358,0.063990,0.068348,0.051231,0.063957,0.078146,0.034329,0.012073
5605,0.182290,0.299553,0.357732,0.458919,0.474732,0.455688,0.433717,0.455068,0.412594,0.442252,0.414292,0.398824,0.374268,0.361399,0.271281,0.240817,0.235251,0.190881,0.188561,0.212312,0.137356,0.074722,0.070823,0.012438
5606,0.314091,0.434754,0.587054,0.642174,0.721894,0.745753,0.692105,0.664979,0.641699,0.541875,0.506465,0.411737,0.310180,0.205751,0.204117,0.173681,0.150415,0.141352,0.125495,0.074789,0.087592,0.096143,0.026011,0.029048
5607,0.175902,0.242307,0.364176,0.414763,0.483424,0.465561,0.463837,0.424780,0.444015,0.438526,0.437145,0.390885,0.313143,0.287940,0.241515,0.196221,0.199484,0.208312,0.219105,0.216962,0.183478,0.110179,0.057163,0.027346
5608,0.604844,0.856857,1.125922,1.332074,1.441556,1.463898,1.350580,1.256696,1.094568,1.002126,0.853759,0.693580,0.544116,0.358565,0.262677,0.218659,0.145038,0.141169,0.126810,0.089525,0.086121,0.067295,0.043010,0.022316
5609,0.114638,0.119759,0.190427,0.208226,0.238216,0.279433,0.246950,0.296828,0.309726,0.330883,0.312285,0.286292,0.293651,0.207075,0.225664,0.153316,0.164074,0.176399,0.131535,0.138830,0.120739,0.071741,0.026676,0.014634
5610,0.083217,0.146390,0.187961,0.233377,0.250357,0.297807,0.312136,0.385920,0.413322,0.475996,0.496644,0.448421,0.426351,0.326902,0.320573,0.292576,0.258222,0.224114,0.183883,0.209258,0.116667,0.077870,0.036228,-0.015866
5611,0.099575,0.213907,0.265869,0.341675,0.341412,0.357566,0.372768,0.317921,0.285657,0.270637,0.256000,0.238548,0.233973,0.137918,0.147796,0.142095,0.144880,0.144858,0.204649,0.156616,0.155790,0.121878,0.046612,0.007013
5612,0.271984,0.442467,0.611394,0.691866,0.732819,0.744129,0.717415,0.660310,0.555455,0.494618,0.478659,0.375770,0.365248,0.297152,0.224530,0.214320,0.198100,0.176670,0.166820,0.183220,0.109537,0.127179,0.038823,0.044808
5613,0.193946,0.250915,0.277299,0.390437,0.419256,0.455019,0.409082,0.420487,0.452311,0.424384,0.460669,0.345694,0.347513,0.301912,0.275490,0.242367,0.242154,0.204340,0.203029,0.201673,0.162786,0.132873,0.035275,0.027276
5614,0.243245,0.452792,0.551355,0.657593,0.703401,0.709786,0.710797,0.637134,0.601515,0.543130,0.479613,0.399114,0.273882,0.221473,0.171795,0.115440,0.122002,0.112581,0.106847,0.098832,0.100626,0.058035,0.034638,0.050327
5615,0.260634,0.370871,0.457727,0.507079,0.570046,0.577003,0.535389,0.500916,0.506231,0.478964,0.463543,0.430645,0.424616,0.393160,0.355815,0.341042,0.313491,0.238511,0.194828,0.163939,0.091103,0.041325,0.065888,0.026622
5616,0.062328,0.128082,0.178209,0.186760,0.208218,0.237102,0.262937,0.317876,0.339078,0.382456,0.390733,0.403871,0.369255,0.290059,0.268414,0.251639,0.220821,0.244877,0.212990,0.181401,0.178800,0.123374,0.058549,0.016268
5617,0.173546,0.251261,0.339706,0.424972,0.477399,0.478168,0.447951,0.478111,0.460205,0.493761,0.463831,0.409847,0.318222,0.220390,0.185430,0.136207,0.138032,0.130844,0.085622,0.113269,0.068161,0.078359,0.027974,-0.018179
5618,0.112726,0.159593,0.213586,0.234373,0.275061,0.305335,0.261908,0.244893,0.248580,0.243901,0.283518,0.198636,0.197811,0.122120,0.136660,0.131935,0.088410,0.137866,0.149392,0.109034,0.074471,0.049444,0.021667,0.024012
5619,0.258638,0.383530,0.549307,0.660865,0.699972,0.687548,0.679648,0.658396,0.661630,0.630093,0.605422,0.503237,0.382009,0.268436,0.245632,0.176895,0.125849,0.132899,0.128133,0.098226,0.089500,0.029553,0.024822,-0.007130
5620,0.254934,0.383112,0.487451,0.603219,0.645437,0.698957,0.691242,0.673843,0.665202,0.676502,0.578640,0.506731,0.378149,0.311762,0.256019,0.189084,0.191713,0.220997,0.202820,0.165064,0.124249,0.094592,0.037609,0.044623
5621,0.203232,0.234884,0.344137,0.387294,0.430552,0.442926,0.456035,0.432238,0.433069,0.421324,0.414069,0.370277,0.330980,0.315574,0.228575,0.203823,0.192132,0.161297,0.168567,0.143124,0.084084,0.043577,0.052594,0.012194
5622,0.110679,0.177640,0.191505,0.243254,0.297655,0.329555,0.359531,0.388155,0.414067,0.421409,0.399071,0.348425,0.228911,0.197121,0.139892,0.106771,0.109410,0.117739,0.120076,0.092572,0.080225,0.062670,0.052163,0.010544
5623,0.369254,0.483246,0.684807,0.784259,0.832017,0.835716,0.786941,0.699775,0.590633,0.518595,0.504071,0.519468,0.527463,0.476720,0.413367,0.387423,0.345236,0.280383,0.262269,0.187266,0.107896,0.089794,0.078195,-0.013571
5624,0.211812,0.344164,0.459698,0.507672,0.570383,0.538388,0.511163,0.464222,0.384626,0.351302,0.302901,0.220583,0.229929,0.179423,0.182093,0.132469,0.148761,0.170310,0.204106,0.207907,0.145295,0.146303,0.049844,0.060110
5625,0.231689,0.341977,0.512357,0.570138,0.606859,0.593352,0.611265,0.537267,0.489704,0.451725,0.433508,0.366099,0.299733,0.278160,0.221235,0.188548,0.160730,0.141663,0.144467,0.147580,0.093124,0.064171,-0.013682,-0.010520
5626,0.205588,0.358090,0.415778,0.501866,0.560522,0.554564,0.555025,0.494614,0.476991,0.405836,0.365803,0.343134,0.259287,0.205561,0.184497,0.135040,0.163581,0.178116,0.244318,0.223191,0.217562,0.122389,0.077372,0.016663
5627,0.206216,0.308738,0.370812,0.435225,0.448647,0.493131,0.491110,0.497037,0.457730,0.447132,0.439370,0.407251,0.307479,0.267707,0.216514,0.139616,0.124940,0.201047,0.139535,0.152290,0.125737,0.079452,0.058351,0.042020
5628,0.436676,0.628886,0.831175,0.974266,1.039283,1.006934,0.924614,0.778230,0.659146,0.538828,0.490946,0.372733,0.299466,0.270269,0.210987,0.207380,0.185322,0.178212,0.174879,0.158956,0.147838,0.112987,0.045953,0.021870
5629,0.509490,0.733311,0.923283,1.113371,1.213982,1.215562,1.154792,1.017473,0.919081,0.802172,0.689164,0.571029,0.383270,0.298222,0.246069,0.133847,0.119843,0.114716,0.157404,0.188955,0.140997,0.081819,0.039902,0.032029
5630,0.155344,0.236505,0.323114,0.383800,0.479571,0.468840,0.472659,0.478972,0.461753,0.494479,0.460668,0.371643,0.275799,0.232955,0.179403,0.127573,0.104057,0.119775,0.109187,0.136053,0.070555,0.051786,0.024792,0.015464
5631,0.439696,0.561309,0.800852,0.901877,0.991773,0.979770,0.890604,0.714619,0.617238,0.536580,0.442238,0.400507,0.279105,0.264745,0.184014,0.173239,0.136538,0.135987,0.133772,0.114976,0.167695,0.035288,0.036470,-0.004537
5632,0.225487,0.353016,0.476423,0.563164,0.601936,0.597788,0.569930,0.489313,0.407903,0.351768,0.336316,0.251537,0.275904,0.220638,0.161784,0.132403,0.117169,0.149378,0.154052,0.164132,0.133688,0.079795,0.037772,0.021789
5633,0.152250,0.227559,0.337929,0.413682,0.447911,0.478456,0.488627,0.556885,0.561763,0.594936,0.509827,0.489834,0.393162,0.318317,0.211818,0.196867,0.232594,0.194649,0.231318,0.192424,0.168995,0.124243,0.113266,-0.010646
5634,0.116807,0.181938,0.199563,0.277852,0.274077,0.274137,0.326833,0.343197,0.327307,0.317315,0.323085,0.299977,0.242870,0.233009,0.169430,0.138754,0.173793,0.094791,0.137048,0.108791,0.085830,0.061656,0.025562,0.014590
5635,0.178091,0.316565,0.374694,0.468506,0.536839,0.597345,0.604938,0.701142,0.777753,0.842128,0.811384,0.711833,0.630829,0.450584,0.380229,0.308373,0.272784,0.262788,0.267344,0.246851,0.157021,0.126335,0.072046,0.052780
5636,0.094792,0.183561,0.252712,0.257686,0.310619,0.312935,0.311351,0.309719,0.280689,0.294289,0.266832,0.271264,0.227099,0.220580,0.212115,0.220338,0.142504,0.153492,0.154931,0.139287,0.089725,0.079643,0.040367,0.051162
5637,0.141771,0.199058,0.286704,0.326961,0.382575,0.434805,0.507605,0.585082,0.668911,0.773536,0.773944,0.655639,0.584210,0.428613,0.320354,0.299900,0.234613,0.248023,0.219995,0.191747,0.153154,0.088152,0.031717,0.013078
5638,0.119168,0.168146,0.250640,0.337101,0.357518,0.376261,0.381099,0.377168,0.415272,0.400254,0.400724,0.365520,0.305280,0.212509,0.176804,0.190354,0.144657,0.125608,0.144081,0.135971,0.108034,0.062994,0.014885,0.036518
5639,0.357351,0.493264,0.620296,0.803486,0.849331,0.885302,0.852385,0.816051,0.766907,0.683743,0.619279,0.541503,0.396564,0.298970,0.183793,0.203736,0.146042,0.144755,0.136786,0.118686,0.141538,0.080697,0.026724,0.020385
5640,0.111560,0.179485,0.252552,0.316751,0.282320,0.318577,0.318997,0.270422,0.296981,0.284179,0.340183,0.295343,0.281315,0.266657,0.242224,0.234640,0.210256,0.220353,0.226943,0.213423,0.208934,0.110074,0.070527,0.004971
5641,0.033237,0.125521,0.117478,0.141827,0.220881,0.262657,0.286609,0.330837,0.343990,0.397855,0.399041,0.335823,0.305462,0.228100,0.158183,0.164211,0.175510,0.149558,0.145689,0.134638,0.162777,0.115195,0.075307,0.017123
5642,0.340744,0.499218,0.645963,0.785869,0.839681,0.833421,0.793242,0.671080,0.632829,0.565601,0.452938,0.358371,0.303595,0.245951,0.174176,0.136491,0.148206,0.138269,0.132972,0.137865,0.074107,0.064712,0.021247,0.030766
5643,0.135824,0.184399,0.202266,0.275748,0.296197,0.364851,0.428409,0.440381,0.496716,0.491904,0.450608,0.421148,0.345774,0.223648,0.155215,0.098883,0.124514,0.072996,0.128573,0.095359,0.104223,0.072669,0.062995,0.010412
5644,0.222139,0.316524,0.370114,0.526241,0.546864,0.548928,0.588097,0.555680,0.550666,0.534005,0.546390,0.474180,0.361545,0.223061,0.158156,0.151935,0.182651,0.177035,0.204118,0.214797,0.213364,0.146816,0.070054,0.019969
5645,0.276461,0.401240,0.574170,0.692232,0.734315,0.744216,0.681180,0.682601,0.641020,0.610019,0.595736,0.457756,0.373934,0.245820,0.211688,0.145701,0.159392,0.192729,0.153625,0.187251,0.125349,0.094942,0.094280,0.012087
5646,0.236019,0.326053,0.486924,0.578943,0.623522,0.623321,0.524257,0.492890,0.408105,0.396196,0.372735,0.329457,0.390809,0.348240,0.332784,0.281029,0.233175,0.230248,0.213920,0.164873,0.076295,0.081087,0.046149,0.027707
5647,0.299287,0.402847,0.529089,0.649058,0.716837,0.685264,0.618903,0.522665,0.449817,0.380674,0.319606,0.239725,0.234183,0.147222,0.152499,0.111798,0.126640,0.107771,0.139786,0.100293,0.083563,0.040142,0.012739,0.021518
5648,0.195112,0.299331,0.363419,0.450588,0.464939,0.466329,0.424432,0.426869,0.366099,0.342222,0.298866,0.328480,0.305994,0.320540,0.277716,0.269322,0.229441,0.227984,0.225397,0.204932,0.148642,0.131206,0.040966,0.048728
5649,0.072841,0.142092,0.185978,0.256085,0.253312,0.262408,0.366113,0.290957,0.365724,0.340105,0.345287,0.300237,0.249429,0.175673,0.173627,0.149639,0.177409,0.211069,0.241585,0.226138,0.193408,0.184153,0.047597,0.017673
5650,0.197049,0.299206,0.430478,0.481267,0.531441,0.522840,0.498828,0.455882,0.371862,0.335938,0.325280,0.265435,0.222370,0.198795,0.201889,0.142646,0.144973,0.151500,0.143734,0.136495,0.109585,0.066572,0.011005,0.030095
5651,0.160529,0.269865,0.340121,0.427633,0.499356,0.521467,0.517237,0.569877,0.551760,0.565420,0.526919,0.448049,0.380551,0.300708,0.194472,0.174764,0.103496,0.148607,0.151241,0.130391,0.076588,0.080408,0.020022,0.027482
5652,0.523295,0.787032,1.093210,1.276042,1.373124,1.321902,1.165870,0.998795,0.828114,0.683377,0.514420,0.440190,0.396235,0.287580,0.255292,0.216476,0.160805,0.222366,0.167675,0.199190,0.135935,0.097121,0.054894,0.046667
5653,0.323277,0.471372,0.680145,0.772040,0.834426,0.830336,0.751043,0.742803,0.653405,0.606376,0.558174,0.492865,0.382667,0.366197,0.251200,0.223806,0.206836,0.221545,0.236317,0.187968,0.172483,0.124931,0.106937,-0.020508
5654,0.296367,0.392274,0.526435,0.655465,0.705657,0.719767,0.686943,0.683949,0.592123,0.579869,0.520389,0.451354,0.371808,0.272105,0.212220,0.165874,0.141385,0.190197,0.182834,0.194588,0.139847,0.101744,0.059781,0.024635
5655,0.433586,0.557841,0.764372,0.955528,0.952313,0.937802,0.832410,0.726342,0.623285,0.521955,0.442523,0.370902,0.361040,0.265872,0.242611,0.186372,0.182979,0.141225,0.159346,0.089950,0.104154,0.061227,0.069712,0.035513
5656,0.165794,0.218563,0.302934,0.363145,0.405284,0.385400,0.394381,0.335364,0.302641,0.272659,0.281360,0.253796,0.196293,0.236286,0.176962,0.139242,0.130861,0.151178,0.137206,0.122234,0.081291,0.052737,0.084379,0.007869
5657,0.176166,0.231773,0.313756,0.359181,0.403453,0.391682,0.367984,0.322614,0.307824,0.260578,0.246474,0.250758,0.246971,0.241105,0.238506,0.210719,0.153214,0.188036,0.208706,0.204142,0.158908,0.103439,0.056942,0.014104
5658,0.298764,0.453613,0.642596,0.776938,0.858430,0.859389,0.802251,0.756028,0.695086,0.613426,0.545897,0.514383,0.367504,0.298254,0.206591,0.159564,0.186645,0.152367,0.172404,0.154856,0.151796,0.051592,0.041383,0.025786
5659,0.536008,0.796873,1.075983,1.262269,1.365116,1.396433,1.374551,1.346348,1.369323,1.259936,1.157541,0.972258,0.763204,0.552071,0.388998,0.283329,0.258137,0.253147,0.286528,0.282984,0.236601,0.122284,0.051379,0.022010
5660,0.142839,0.209160,0.223029,0.301567,0.307673,0.353722,0.291087,0.290452,0.236136,0.258371,0.253134,0.231771,0.229004,0.221280,0.211054,0.224896,0.252805,0.252860,0.266668,0.263788,0.210383,0.176323,0.127830,0.035589
5661,0.236899,0.340349,0.420799,0.515971,0.570748,0.546539,0.532299,0.484743,0.476074,0.472908,0.465587,0.404035,0.364894,0.330275,0.336542,0.273155,0.241017,0.258389,0.232021,0.195989,0.152602,0.115039,0.060638,0.013879
5662,0.193148,0.315168,0.415091,0.495954,0.524426,0.520647,0.473273,0.402610,0.421657,0.316122,0.347045,0.273824,0.261890,0.249446,0.181362,0.145893,0.154502,0.202748,0.185234,0.196910,0.118393,0.104407,0.026026,0.031775
5663,0.066387,0.118785,0.124336,0.159538,0.216393,0.198995,0.243252,0.235888,0.236809,0.259575,0.261473,0.263872,0.216897,0.164347,0.186667,0.129751,0.113121,0.173469,0.160260,0.116603,0.087958,0.067721,0.012916,0.000690
5664,0.356553,0.545604,0.688278,0.858638,0.901367,0.922261,0.864969,0.820238,0.722668,0.717402,0.563486,0.489507,0.376405,0.237276,0.174836,0.137198,0.099792,0.107402,0.071199,0.069763,0.083905,0.050185,-0.019678,0.020726
5665,0.203444,0.335807,0.435663,0.531564,0.600329,0.550979,0.509486,0.489406,0.423746,0.431785,0.356255,0.354467,0.253405,0.234615,0.154399,0.169249,0.206908,0.274660,0.290669,0.329536,0.247193,0.191483,0.078807,0.038443
5666,0.090541,0.113369,0.195382,0.217778,0.328476,0.351010,0.410361,0.499374,0.591940,0.697207,0.667618,0.635328,0.505531,0.368199,0.262445,0.228979,0.208950,0.206044,0.234119,0.194324,0.134900,0.088071,0.063105,0.003752
5667,0.186428,0.240328,0.281905,0.361982,0.375054,0.397141,0.386051,0.360317,0.315381,0.334410,0.343739,0.320682,0.362141,0.309238,0.278870,0.286548,0.230338,0.239868,0.169060,0.126558,0.154441,0.103045,0.051242,-0.015726
5668,0.330614,0.464733,0.596374,0.721703,0.784793,0.762163,0.690604,0.572147,0.431434,0.358849,0.252557,0.281940,0.192919,0.218292,0.209047,0.193452,0.246705,0.302889,0.404845,0.415885,0.316668,0.274610,0.127516,0.038689
5669,0.201496,0.330545,0.419934,0.496680,0.510230,0.551885,0.498824,0.499396,0.466513,0.436711,0.419191,0.332490,0.299195,0.244467,0.162144,0.125935,0.138546,0.153032,0.161060,0.135872,0.139191,0.087760,0.038979,-0.009055
5670,0.156254,0.226981,0.347420,0.393032,0.495117,0.580132,0.677218,0.815180,0.920807,1.038148,0.968882,0.862947,0.693739,0.514880,0.333550,0.305354,0.190451,0.198158,0.173841,0.187487,0.089488,0.112515,0.050699,0.019873
5671,0.268833,0.346994,0.417430,0.607870,0.610077,0.616455,0.603819,0.575847,0.529886,0.554394,0.463685,0.412139,0.330098,0.226258,0.180169,0.172246,0.144629,0.185957,0.221321,0.235680,0.192958,0.116902,0.081848,0.068613
5672,0.148995,0.250520,0.287364,0.367678,0.394868,0.425066,0.390868,0.347128,0.350918,0.382977,0.311261,0.269981,0.182072,0.180097,0.096444,0.132597,0.102612,0.103878,0.105789,0.081595,0.113132,0.049742,0.029436,0.014615
5673,0.282104,0.454660,0.612713,0.732425,0.821875,0.813338,0.796635,0.745291,0.727639,0.704815,0.614451,0.568175,0.492245,0.382636,0.343835,0.246676,0.220893,0.213090,0.184539,0.178836,0.159721,0.065953,0.062623,0.040346
5674,0.261986,0.398078,0.520933,0.591758,0.650271,0.678268,0.596466,0.565180,0.494624,0.427857,0.367168,0.253460,0.195377,0.141628,0.075683,0.121086,0.116346,0.132817,0.186530,0.236082,0.158215,0.138625,0.078360,0.034255
5675,0.342301,0.544393,0.705258,0.830968,0.898266,0.916435,0.820681,0.744168,0.664557,0.604722,0.567043,0.442676,0.384144,0.325362,0.274074,0.254757,0.189658,0.180460,0.189236,0.150748,0.147326,0.073191,0.064613,0.028545
5676,0.161624,0.193953,0.275877,0.333862,0.408331,0.430025,0.428571,0.471619,0.477063,0.465173,0.465407,0.430105,0.304261,0.172330,0.147608,0.093289,0.097874,0.119995,0.128636,0.113990,0.079799,0.057062,0.036821,-0.000986
5677,0.221618,0.323018,0.379348,0.467683,0.477751,0.500332,0.492831,0.454971,0.364872,0.405831,0.344020,0.308367,0.234333,0.177562,0.128486,0.110613,0.124915,0.139262,0.137225,0.114072,0.147964,0.067028,0.064114,0.010843
5678,0.204862,0.313810,0.392079,0.454306,0.453641,0.508962,0.482082,0.546023,0.588537,0.555885,0.543541,0.472769,0.356842,0.277037,0.216218,0.208316,0.175889,0.151776,0.128363,0.156783,0.153825,0.080031,0.065579,-0.012250
5679,0.140433,0.209524,0.283837,0.314261,0.343496,0.312638,0.339569,0.282019,0.254285,0.295586,0.248447,0.224641,0.207825,0.185055,0.177346,0.171517,0.208161,0.176855,0.173986,0.151587,0.163959,0.085014,0.016255,-0.006030
5680,0.499270,0.675465,0.913390,1.062628,1.114851,1.131540,0.982301,0.777104,0.596876,0.462678,0.345963,0.278395,0.207250,0.122790,0.121658,0.089283,0.055216,0.077813,0.077624,0.088369,0.091754,0.047835,0.002360,0.011056
5681,0.181663,0.269292,0.362819,0.477806,0.453312,0.498768,0.437064,0.399181,0.334462,0.314641,0.322735,0.255746,0.280467,0.201397,0.171349,0.120365,0.193518,0.119289,0.085404,0.109191,0.099840,0.022994,0.024055,-0.006594
5682,0.338496,0.494693,0.579732,0.734129,0.788891,0.774633,0.714981,0.575216,0.499909,0.409002,0.333034,0.279415,0.242930,0.197609,0.139664,0.107905,0.131282,0.077055,0.061181,0.064909,0.060703,0.057960,0.015432,0.038046
5683,0.167196,0.210788,0.318478,0.357900,0.430263,0.489905,0.508186,0.657362,0.678467,0.768610,0.716265,0.622337,0.494816,0.349695,0.259080,0.231383,0.161946,0.188595,0.211253,0.199506,0.135460,0.078001,0.051389,0.016749
5684,0.125188,0.219262,0.271909,0.311102,0.305952,0.284503,0.392323,0.332387,0.377491,0.450772,0.395832,0.320358,0.275136,0.243174,0.162532,0.135815,0.165455,0.175331,0.240180,0.256123,0.243129,0.114052,0.101531,0.040869
5685,0.195297,0.353327,0.448439,0.560413,0.572284,0.649391,0.659245,0.679587,0.710716,0.709896,0.652023,0.604649,0.519725,0.443471,0.366528,0.320937,0.250953,0.205547,0.170130,0.128665,0.071871,0.077573,0.084228,-0.014132
5686,0.105553,0.119775,0.183096,0.220927,0.244267,0.269770,0.237614,0.332559,0.387462,0.382450,0.364184,0.297815,0.297611,0.247011,0.195215,0.157285,0.186300,0.163033,0.193792,0.202967,0.140832,0.110723,0.036940,0.004429
5687,0.173177,0.218391,0.343437,0.406811,0.442493,0.449844,0.399483,0.387732,0.369913,0.386221,0.347659,0.263492,0.213299,0.134392,0.116815,0.130067,0.056383,0.101468,0.107360,0.102369,0.120976,0.061935,0.042312,-0.007244
5688,0.109377,0.139064,0.237573,0.282698,0.309863,0.314328,0.335676,0.407622,0.390311,0.396142,0.405086,0.414107,0.366655,0.348300,0.266918,0.253438,0.223443,0.227187,0.215106,0.113804,0.114075,0.075073,0.020198,0.042516
5689,0.134658,0.183344,0.198206,0.262693,0.357655,0.369149,0.392902,0.485053,0.522165,0.580689,0.614118,0.619273,0.628735,0.563058,0.494762,0.477545,0.417764,0.366584,0.311357,0.275759,0.234112,0.145856,0.081198,0.050463
5690,0.136646,0.199853,0.234850,0.303622,0.308198,0.346889,0.378841,0.409746,0.449995,0.463966,0.517171,0.482845,0.408062,0.346904,0.309953,0.247596,0.273641,0.208581,0.178676,0.176124,0.107880,0.103273,0.066188,0.034119
5691,0.180313,0.242548,0.311384,0.384840,0.399977,0.410687,0.432301,0.431783,0.441611,0.421193,0.389842,0.356857,0.263148,0.237267,0.201213,0.135567,0.121027,0.098052,0.181095,0.139416,0.121342,0.070874,0.042353,0.012362
5692,0.176999,0.308209,0.320174,0.419663,0.427740,0.454169,0.508414,0.501474,0.546679,0.540611,0.560750,0.520923,0.504451,0.434030,0.345552,0.286103,0.295096,0.291612,0.316674,0.251416,0.163846,0.099847,0.026674,0.056672
5693,0.176239,0.251563,0.369410,0.407152,0.445250,0.461826,0.403120,0.371301,0.290489,0.330867,0.280632,0.281974,0.251857,0.186307,0.135861,0.141217,0.131668,0.154641,0.201050,0.155695,0.146881,0.123913,0.031412,0.035733
