unit_id,stratum,cluster,spend
U-028117,mid,517,666.08
U-028118,smb,133,262.95
U-028119,smb,544,202.11
U-028120,mid,372,628.75
U-028121,smb,400,214.71
U-028122,smb,161,187.5
U-028123,mid,284,800.23
U-028124,mid,253,686.59
U-028125,mid,419,392.62
U-028126,mid,442,636.21
U-028127,mid,472,522.58
U-028128,smb,479,306.17
U-028129,large,253,1357.61
U-028130,large,146,1453.59
U-028131,smb,563,183.56
U-028132,mid,495,636.04
U-028133,smb,433,274.86
U-028134,smb,588,104.36
U-028135,smb,322,239.45
U-028136,strategic,298,3810.14
U-028137,smb,161,288.05
U-028138,large,259,1245.12
U-028139,mid,91,550.81
U-028140,smb,80,257.15
U-028141,smb,252,222.25
U-028142,smb,151,292.09
U-028143,mid,329,468.06
U-028144,large,7,1230.12
U-028145,smb,376,288.79
U-028146,smb,69,231.06
U-028147,smb,599,242.36
U-028148,mid,550,594.59
U-028149,smb,512,182.57
U-028150,mid,422,453.11
U-028151,large,308,972.32
U-028152,smb,403,186.77
U-028153,smb,440,234.36
U-028154,strategic,208,2372.03
U-028155,smb,394,189.43
U-028156,mid,507,668.79
U-028157,large,228,1653.31
U-028158,smb,440,263.56
U-028159,mid,178,838.72
U-028160,smb,99,284.83
U-028161,smb,505,271.16
U-028162,smb,375,240.45
U-028163,large,506,1437.1
U-028164,smb,1,337.42
U-028165,smb,561,120.81
U-028166,smb,283,247.37
U-028167,large,512,1377.29
U-028168,smb,185,254.83
U-028169,mid,572,614.28
U-028170,smb,78,310.82
U-028171,smb,427,125.16
U-028172,large,478,1444.61
U-028173,smb,158,206.29
U-028174,smb,98,172.69
U-028175,smb,72,183.47
U-028176,smb,525,280.13
U-028177,mid,368,477.97
U-028178,mid,152,545.3
U-028179,smb,408,238.64
U-028180,mid,396,435.4
U-028181,mid,271,732.25
U-028182,smb,516,267.7
U-028183,large,194,2286.02
U-028184,smb,138,316.91
U-028185,smb,392,142.97
U-028186,smb,410,119.87
U-028187,large,161,1121.83
U-028188,mid,587,643.77
U-028189,smb,144,203.46
U-028190,mid,73,541.81
U-028191,smb,39,263.87
U-028192,mid,481,676.65
U-028193,smb,62,300.99
U-028194,smb,318,234.06
U-028195,smb,2,164.05
U-028196,large,39,1264.63
U-028197,smb,52,387.3
U-028198,smb,313,251.29
U-028199,smb,373,210.09
U-028200,mid,136,605.88
U-028201,smb,373,318.63
U-028202,smb,207,275.88
U-028203,large,394,1336.89
U-028204,smb,235,293.19
U-028205,smb,385,325.76
U-028206,large,493,1040.46
U-028207,smb,318,364.19
U-028208,mid,597,471.11
U-028209,smb,8,171.99
U-028210,smb,64,240.27
U-028211,mid,509,819.09
U-028212,large,114,1398.85
U-028213,smb,587,210.69
U-028214,smb,198,240.56
U-028215,mid,374,820.57
U-028216,smb,41,414.04
U-028217,smb,248,255.75
U-028218,smb,399,238.66
U-028219,smb,381,238.7
U-028220,smb,47,125.26
U-028221,large,457,1928.32
U-028222,smb,199,247.24
U-028223,mid,572,700.77
U-028224,mid,355,429.52
U-028225,smb,547,237.85
U-028226,large,1,1507.18
U-028227,mid,198,437.66
U-028228,smb,302,140.41
U-028229,mid,325,889.01
U-028230,large,349,1076.42
U-028231,mid,30,542.89
U-028232,smb,483,233.24
U-028233,smb,322,247.59
U-028234,smb,368,145.38
U-028235,large,559,1797.22
U-028236,smb,519,217.31
U-028237,smb,269,162.65
U-028238,smb,306,346.43
U-028239,smb,589,247.23
U-028240,strategic,57,2409.21
U-028241,smb,303,195.67
U-028242,mid,300,573.44
U-028243,smb,64,302.91
U-028244,large,323,1556.95
U-028245,mid,549,462.36
U-028246,mid,383,680.28
U-028247,smb,302,170.19
U-028248,smb,454,168.62
U-028249,smb,28,347.72
U-028250,large,193,1840.35
U-028251,strategic,156,4470.78
U-028252,smb,136,172.79
U-028253,smb,158,214.5
U-028254,large,255,1371.6
U-028255,large,558,1646.65
U-028256,large,450,1978.68
U-028257,mid,282,778.4
U-028258,mid,497,735.83
U-028259,smb,596,288.97
U-028260,smb,582,93.05
U-028261,mid,15,585.16
U-028262,smb,496,191.46
U-028263,smb,378,288.43
U-028264,smb,266,292.69
U-028265,mid,74,750.37
U-028266,smb,246,258.54
U-028267,smb,192,342.75
U-028268,smb,569,273.19
U-028269,mid,503,830.53
U-028270,smb,89,316.58
U-028271,smb,1,289.79
U-028272,smb,555,289.81
U-028273,smb,219,280.87
U-028274,mid,505,338.16
U-028275,smb,149,223.84
U-028276,smb,572,257.77
U-028277,mid,197,533.32
U-028278,mid,560,685.11
U-028279,large,420,2022.28
U-028280,smb,373,229.15
U-028281,smb,523,217.53
U-028282,smb,155,327.07
U-028283,smb,508,206.46
U-028284,mid,267,458.19
U-028285,mid,167,626.86
U-028286,mid,166,758.18
U-028287,mid,402,808.64
U-028288,mid,438,667.81
U-028289,smb,547,164.5
U-028290,large,225,1227.65
U-028291,smb,119,252.46
U-028292,smb,117,83.64
U-028293,mid,443,744.71
U-028294,smb,239,254.53
U-028295,large,205,2361.02
U-028296,smb,331,288.24
U-028297,large,415,909.33
U-028298,large,486,1826.97
U-028299,smb,374,75.88
U-028300,smb,17,315.05
U-028301,large,238,2004.51
U-028302,mid,147,620.38
U-028303,mid,20,625.69
U-028304,mid,174,580.69
U-028305,smb,247,215.13
U-028306,smb,86,399.56
U-028307,smb,425,311.74
U-028308,large,6,1291.07
U-028309,smb,212,157.0
U-028310,smb,52,350.28
U-028311,smb,524,271.49
U-028312,mid,119,636.74
U-028313,mid,127,646.38
U-028314,smb,373,167.6
U-028315,mid,585,352.5
U-028316,mid,292,723.5
U-028317,mid,519,754.59
U-028318,mid,16,559.39
U-028319,smb,466,304.77
U-028320,smb,491,92.76
U-028321,smb,142,131.01
U-028322,mid,334,785.31
U-028323,smb,337,358.57
U-028324,smb,119,272.13
U-028325,smb,469,162.95
U-028326,large,149,1733.69
U-028327,large,519,819.31
U-028328,smb,502,233.58
U-028329,smb,494,298.27
U-028330,mid,554,630.51
U-028331,smb,549,267.61
U-028332,smb,328,437.59
U-028333,mid,187,825.13
U-028334,smb,311,269.28
U-028335,smb,461,175.12
U-028336,mid,439,463.46
U-028337,large,309,1431.99
U-028338,smb,333,311.89
U-028339,smb,102,284.44
U-028340,mid,225,725.3
U-028341,mid,389,387.51
U-028342,smb,410,171.82
U-028343,smb,324,315.12
U-028344,smb,468,262.7
U-028345,smb,521,36.66
U-028346,mid,462,492.24
U-028347,mid,40,522.22
U-028348,large,574,1589.8
U-028349,large,400,1256.45
U-028350,large,432,1451.92
U-028351,mid,560,725.24
U-028352,smb,581,240.49
U-028353,smb,440,137.42
U-028354,large,550,1475.26
U-028355,large,151,1892.45
U-028356,smb,448,131.74
U-028357,mid,203,544.41
U-028358,smb,177,348.63
U-028359,smb,419,256.8
U-028360,smb,164,351.11
U-028361,mid,5,352.77
U-028362,smb,324,258.79
U-028363,smb,343,240.92
U-028364,smb,178,226.8
U-028365,mid,47,355.08
U-028366,smb,23,109.03
U-028367,smb,166,184.94
U-028368,mid,466,813.08
U-028369,smb,139,196.21
U-028370,smb,359,239.65
U-028371,smb,268,220.18
U-028372,smb,332,226.0
U-028373,smb,197,218.18
U-028374,smb,172,259.64
U-028375,smb,153,348.16
U-028376,smb,465,176.27
U-028377,smb,474,158.22
U-028378,smb,120,199.57
U-028379,large,111,1782.7
U-028380,smb,211,158.82
U-028381,mid,155,491.0
U-028382,strategic,37,4253.07
U-028383,smb,447,172.53
U-028384,mid,524,486.73
U-028385,smb,21,255.5
U-028386,smb,35,307.74
U-028387,mid,425,612.53
U-028388,smb,150,127.34
U-028389,smb,319,351.63
U-028390,large,30,957.93
U-028391,mid,192,971.8
U-028392,mid,103,531.64
U-028393,smb,466,227.11
U-028394,mid,284,540.5
U-028395,smb,180,217.9
U-028396,mid,350,430.11
U-028397,smb,105,154.37
U-028398,smb,389,218.89
U-028399,smb,289,184.25
U-028400,smb,343,241.04
U-028401,mid,1,720.52
U-028402,smb,284,135.63
U-028403,large,444,2064.53
U-028404,mid,291,948.93
U-028405,smb,71,247.95
U-028406,mid,16,472.97
U-028407,smb,44,276.69
U-028408,smb,296,342.17
U-028409,smb,280,186.1
U-028410,large,385,1777.03
U-028411,smb,353,240.97
U-028412,smb,20,201.98
U-028413,mid,549,566.66
U-028414,smb,199,376.89
U-028415,large,316,819.24
U-028416,smb,135,283.03
U-028417,smb,280,225.36
U-028418,mid,198,889.27
U-028419,mid,128,565.7
U-028420,smb,418,185.26
U-028421,smb,414,241.92
U-028422,smb,205,170.02
U-028423,smb,361,358.26
U-028424,large,302,981.45
U-028425,mid,594,664.25
U-028426,large,6,1732.62
U-028427,smb,176,229.88
U-028428,smb,451,309.31
U-028429,smb,459,267.24
U-028430,mid,187,892.65
U-028431,large,363,1680.49
U-028432,large,364,1634.09
U-028433,mid,266,555.92
U-028434,smb,509,214.57
U-028435,large,110,1100.43
U-028436,smb,344,361.74
U-028437,large,246,1689.58
U-028438,large,176,2043.58
U-028439,smb,197,260.53
U-028440,mid,534,606.48
U-028441,large,171,1428.24
U-028442,smb,450,237.99
U-028443,smb,289,254.86
U-028444,smb,590,185.63
U-028445,smb,107,178.04
U-028446,smb,286,251.06
U-028447,large,496,1255.34
U-028448,smb,67,222.82
U-028449,strategic,184,6228.99
U-028450,mid,450,528.1
U-028451,smb,337,152.45
U-028452,smb,571,198.08
U-028453,smb,201,332.3
U-028454,smb,358,284.66
U-028455,smb,392,221.47
U-028456,smb,513,181.19
U-028457,strategic,340,2535.76
U-028458,large,204,1968.29
U-028459,smb,381,157.57
U-028460,mid,289,892.94
U-028461,smb,77,217.38
U-028462,mid,480,635.91
U-028463,mid,345,540.0
U-028464,mid,111,348.25
U-028465,smb,239,182.71
U-028466,smb,567,139.9
U-028467,mid,8,447.43
U-028468,smb,472,299.93
U-028469,smb,112,232.78
U-028470,mid,590,571.05
U-028471,mid,503,1138.52
U-028472,mid,501,402.24
U-028473,smb,31,270.71
U-028474,mid,483,966.48
U-028475,large,39,1687.33
U-028476,smb,498,252.93
U-028477,smb,525,167.96
U-028478,smb,542,290.01
U-028479,smb,15,169.28
U-028480,smb,320,237.2
U-028481,large,173,1243.76
U-028482,large,299,1271.82
U-028483,smb,438,221.79
U-028484,smb,500,234.39
U-028485,smb,208,206.52
U-028486,smb,457,279.81
U-028487,smb,390,138.61
U-028488,mid,246,603.23
U-028489,smb,431,284.12
U-028490,smb,389,268.26
U-028491,smb,564,207.75
U-028492,mid,160,635.54
U-028493,large,35,1239.92
U-028494,smb,182,256.06
U-028495,smb,583,287.69
U-028496,smb,383,144.02
U-028497,smb,352,144.84
U-028498,smb,155,295.18
U-028499,smb,130,296.99
U-028500,smb,93,226.09
U-028501,smb,328,198.06
U-028502,smb,469,209.05
U-028503,large,370,1464.68
U-028504,smb,128,172.72
U-028505,mid,119,967.34
U-028506,large,592,1389.65
U-028507,mid,195,286.94
U-028508,large,51,1372.46
U-028509,large,58,1189.95
U-028510,smb,584,427.09
U-028511,mid,248,494.62
U-028512,smb,329,204.24
U-028513,smb,101,280.09
U-028514,smb,54,231.36
U-028515,smb,256,218.22
U-028516,strategic,276,5379.69
U-028517,large,438,1769.88
U-028518,smb,563,271.66
U-028519,large,173,963.66
U-028520,large,177,574.27
U-028521,smb,595,208.52
U-028522,large,176,1618.03
U-028523,smb,246,375.56
U-028524,smb,77,52.5
U-028525,smb,169,86.38
U-028526,mid,135,492.64
U-028527,mid,208,435.0
U-028528,smb,450,188.93
U-028529,large,325,1645.39
U-028530,smb,572,425.48
U-028531,smb,228,296.03
U-028532,large,433,1326.83
U-028533,large,541,328.63
U-028534,smb,38,161.68
U-028535,smb,468,206.18
U-028536,smb,193,185.29
U-028537,smb,140,217.46
U-028538,mid,309,713.88
U-028539,smb,84,275.75
U-028540,smb,279,122.01
U-028541,smb,28,326.92
U-028542,smb,136,335.01
U-028543,mid,485,463.11
U-028544,large,563,1399.06
U-028545,smb,392,353.28
U-028546,smb,349,402.21
U-028547,mid,359,628.62
U-028548,smb,78,285.82
U-028549,smb,152,311.02
U-028550,large,581,2647.81
U-028551,large,313,1773.2
U-028552,smb,579,233.41
U-028553,smb,348,202.51
U-028554,mid,187,696.04
U-028555,mid,198,777.33
U-028556,large,382,1276.56
U-028557,mid,507,429.98
U-028558,large,154,1202.49
U-028559,smb,427,235.44
U-028560,smb,228,207.92
U-028561,mid,396,659.73
U-028562,smb,84,277.86
U-028563,smb,200,188.18
U-028564,smb,487,298.23
U-028565,mid,265,546.31
U-028566,large,567,2137.98
U-028567,smb,539,168.6
U-028568,smb,278,399.23
U-028569,smb,21,247.96
U-028570,mid,531,713.55
U-028571,mid,222,615.97
U-028572,smb,229,233.54
U-028573,large,244,1589.17
U-028574,large,509,1140.09
U-028575,mid,274,356.72
U-028576,smb,229,290.89
U-028577,large,458,749.49
U-028578,smb,254,97.79
U-028579,mid,161,741.9
U-028580,smb,594,234.12
U-028581,smb,432,88.42
U-028582,smb,550,54.32
U-028583,smb,31,222.54
U-028584,mid,190,615.74
U-028585,mid,28,554.05
U-028586,smb,17,314.38
U-028587,smb,292,417.36
U-028588,large,444,1779.37
U-028589,smb,370,232.9
U-028590,smb,85,355.65
U-028591,large,84,2158.82
U-028592,mid,34,543.11
U-028593,smb,518,227.79
U-028594,smb,157,182.52
U-028595,smb,419,206.43
U-028596,smb,18,197.68
U-028597,large,437,1340.95
U-028598,smb,103,167.1
U-028599,strategic,138,3243.89
U-028600,mid,279,541.24
U-028601,smb,269,249.72
U-028602,smb,61,326.42
U-028603,large,121,1453.75
U-028604,smb,538,243.39
U-028605,smb,275,249.49
U-028606,smb,467,177.57
U-028607,smb,178,218.84
U-028608,smb,436,294.73
U-028609,smb,202,111.64
U-028610,large,231,1434.2
U-028611,smb,23,182.93
U-028612,smb,239,167.58
U-028613,mid,339,914.94
U-028614,mid,425,487.15
U-028615,mid,196,428.44
U-028616,smb,27,291.72
U-028617,mid,145,649.19
U-028618,smb,411,195.37
U-028619,smb,413,291.69
U-028620,smb,343,258.89
U-028621,smb,559,170.51
U-028622,smb,511,188.11
U-028623,smb,178,190.38
U-028624,mid,569,402.13
U-028625,smb,405,199.96
U-028626,smb,121,230.46
U-028627,mid,549,863.56
U-028628,smb,56,195.95
U-028629,mid,101,464.52
U-028630,strategic,599,5763.36
U-028631,strategic,0,3809.91
U-028632,mid,149,448.91
U-028633,smb,592,164.37
U-028634,mid,301,742.89
U-028635,smb,9,129.72
U-028636,smb,480,151.32
U-028637,smb,50,185.34
U-028638,mid,515,480.94
U-028639,mid,189,1029.21
U-028640,large,414,1775.74
U-028641,large,208,542.29
U-028642,smb,156,238.45
U-028643,mid,72,519.33
U-028644,mid,545,650.48
U-028645,mid,90,609.93
U-028646,mid,194,581.62
U-028647,large,389,1390.16
U-028648,smb,544,208.05
U-028649,smb,464,266.93
U-028650,large,434,984.16
U-028651,mid,509,664.83
U-028652,mid,540,667.56
U-028653,mid,518,886.26
U-028654,smb,28,242.21
U-028655,smb,477,289.3
U-028656,smb,279,220.46
U-028657,smb,16,227.44
U-028658,smb,258,193.76
U-028659,large,115,1448.39
U-028660,large,572,1205.32
U-028661,smb,362,241.78
U-028662,smb,33,356.85
U-028663,smb,260,173.47
U-028664,smb,67,197.6
U-028665,mid,173,444.86
U-028666,smb,143,218.68
U-028667,smb,390,321.72
U-028668,smb,144,61.32
U-028669,smb,428,211.83
U-028670,smb,191,241.62
U-028671,mid,424,844.54
U-028672,smb,587,245.88
U-028673,mid,337,814.34
U-028674,smb,405,292.27
U-028675,strategic,93,3846.07
U-028676,smb,236,129.97
U-028677,smb,469,264.94
U-028678,smb,237,221.57
U-028679,smb,486,263.57
U-028680,smb,121,326.25
U-028681,smb,189,253.65
U-028682,mid,363,689.77
U-028683,mid,72,490.2
U-028684,smb,104,132.38
U-028685,smb,88,215.63
U-028686,smb,438,340.48
U-028687,smb,239,264.31
U-028688,smb,292,222.62
U-028689,strategic,405,5646.51
U-028690,large,203,970.01
U-028691,smb,242,270.58
U-028692,mid,165,682.52
U-028693,mid,62,814.43
U-028694,smb,239,301.82
U-028695,mid,348,743.21
U-028696,mid,209,619.94
U-028697,smb,53,210.77
U-028698,large,53,1019.3
U-028699,smb,264,288.25
U-028700,smb,262,300.02
U-028701,smb,143,233.23
U-028702,large,361,1543.33
U-028703,mid,276,575.48
U-028704,smb,172,173.47
U-028705,smb,38,355.05
U-028706,smb,562,144.53
U-028707,smb,21,271.72
U-028708,smb,468,247.37
U-028709,smb,80,235.04
U-028710,large,583,1263.69
U-028711,smb,76,236.93
U-028712,mid,470,427.21
U-028713,mid,271,852.69
U-028714,smb,372,268.12
U-028715,smb,140,210.89
U-028716,smb,19,267.79
U-028717,large,292,1437.4
U-028718,smb,6,148.87
U-028719,mid,244,731.67
U-028720,strategic,139,4472.12
U-028721,smb,297,215.84
U-028722,mid,113,694.48
U-028723,smb,461,211.88
U-028724,smb,105,111.91
U-028725,large,311,1748.47
U-028726,smb,540,218.45
U-028727,smb,570,180.54
U-028728,mid,374,573.87
U-028729,smb,90,236.37
U-028730,mid,472,248.63
U-028731,smb,579,238.41
U-028732,smb,526,172.79
U-028733,smb,356,361.96
U-028734,mid,22,286.91
U-028735,large,369,1532.96
U-028736,smb,575,275.51
U-028737,smb,587,320.4
U-028738,smb,0,329.07
U-028739,large,443,1649.52
U-028740,large,32,1910.06
U-028741,smb,165,223.84
U-028742,large,579,707.38
U-028743,mid,592,552.23
U-028744,mid,583,609.11
U-028745,mid,581,815.58
U-028746,mid,196,716.1
U-028747,smb,394,283.32
U-028748,mid,350,704.38
U-028749,smb,383,207.34
U-028750,large,308,1116.66
U-028751,smb,562,330.94
U-028752,smb,512,200.22
U-028753,smb,350,284.45
U-028754,mid,309,831.66
U-028755,large,181,1981.98
U-028756,smb,39,182.0
U-028757,mid,193,681.77
U-028758,smb,408,274.84
U-028759,smb,286,130.96
U-028760,large,248,1120.24
U-028761,smb,105,187.04
U-028762,smb,471,202.24
U-028763,smb,381,116.54
U-028764,smb,302,390.43
U-028765,smb,510,119.37
U-028766,smb,121,338.06
U-028767,mid,596,528.11
U-028768,smb,131,284.14
U-028769,large,517,1859.54
U-028770,smb,260,240.82
U-028771,smb,26,185.21
U-028772,mid,168,542.19
U-028773,smb,297,378.51
U-028774,mid,255,631.1
U-028775,smb,169,125.13
U-028776,smb,109,179.49
U-028777,mid,486,494.42
U-028778,mid,217,414.59
U-028779,smb,404,181.02
U-028780,large,542,1838.41
U-028781,smb,34,311.24
U-028782,smb,500,392.14
U-028783,smb,386,28.29
U-028784,smb,311,301.4
U-028785,smb,266,193.26
U-028786,large,336,1939.67
U-028787,mid,581,645.22
U-028788,smb,308,300.47
U-028789,mid,338,463.82
U-028790,large,391,1615.56
U-028791,strategic,34,4326.81
U-028792,smb,531,136.57
U-028793,smb,295,295.94
U-028794,smb,401,314.68
U-028795,smb,55,133.27
U-028796,mid,381,665.45
U-028797,smb,480,193.51
U-028798,mid,594,720.07
U-028799,mid,369,673.26
U-028800,smb,438,142.0
U-028801,smb,281,227.57
U-028802,smb,516,193.02
U-028803,smb,221,277.29
U-028804,smb,597,335.01
U-028805,mid,393,680.01
U-028806,smb,289,187.87
U-028807,smb,98,293.03
U-028808,mid,268,546.91
U-028809,smb,315,181.52
U-028810,mid,299,504.45
U-028811,large,421,1439.13
U-028812,smb,124,261.43
U-028813,smb,86,233.59
U-028814,large,451,784.85
U-028815,strategic,489,5066.21
U-028816,mid,255,547.42
U-028817,smb,151,375.56
U-028818,smb,587,345.27
U-028819,mid,182,449.07
U-028820,smb,491,257.64
U-028821,smb,535,233.33
U-028822,mid,94,431.22
U-028823,mid,79,431.45
U-028824,smb,493,247.54
U-028825,large,487,1569.55
U-028826,large,419,1170.87
U-028827,smb,584,252.52
U-028828,smb,151,319.9
U-028829,smb,409,294.77
U-028830,smb,445,166.43
U-028831,large,251,1879.55
U-028832,smb,576,225.46
U-028833,mid,202,424.11
U-028834,smb,531,231.21
U-028835,mid,432,528.16
U-028836,smb,59,288.18
U-028837,mid,312,499.91
U-028838,mid,462,451.81
U-028839,smb,445,367.97
U-028840,smb,511,156.55
U-028841,mid,521,676.94
U-028842,large,121,1401.54
U-028843,smb,189,264.44
U-028844,mid,300,688.95
U-028845,smb,333,263.55
U-028846,strategic,192,3384.34
U-028847,smb,492,178.94
U-028848,smb,188,203.06
U-028849,smb,121,257.62
U-028850,mid,85,681.23
U-028851,smb,174,212.39
U-028852,smb,326,180.01
U-028853,smb,30,291.39
U-028854,mid,409,514.24
U-028855,mid,572,860.86
U-028856,mid,573,404.57
U-028857,mid,445,480.99
U-028858,large,543,1573.3
U-028859,smb,91,115.1
U-028860,smb,29,221.66
U-028861,smb,497,224.27
U-028862,smb,561,108.21
U-028863,large,25,1171.68
U-028864,smb,507,409.77
U-028865,smb,365,277.53
U-028866,smb,502,281.48
U-028867,large,148,1470.62
U-028868,mid,575,658.13
U-028869,mid,133,523.63
U-028870,smb,279,125.95
U-028871,large,594,1529.99
U-028872,smb,308,298.02
U-028873,smb,62,297.36
U-028874,smb,420,228.12
U-028875,smb,122,161.14
U-028876,mid,62,800.77
U-028877,smb,32,72.57
U-028878,mid,212,601.25
U-028879,smb,587,369.26
U-028880,large,96,2041.54
U-028881,mid,157,632.47
U-028882,mid,216,894.37
U-028883,smb,310,405.88
U-028884,smb,92,317.61
U-028885,large,556,1610.43
U-028886,smb,389,328.87
U-028887,smb,289,175.44
U-028888,smb,38,212.53
U-028889,large,485,1691.01
U-028890,smb,61,354.66
U-028891,smb,221,234.55
U-028892,smb,365,138.48
U-028893,smb,414,209.13
U-028894,large,112,1546.14
U-028895,smb,66,428.02
U-028896,smb,366,228.99
U-028897,smb,208,270.08
U-028898,mid,260,335.44
U-028899,smb,55,197.01
U-028900,mid,1,659.26
U-028901,smb,590,333.76
U-028902,large,241,1493.94
U-028903,smb,583,131.38
U-028904,smb,485,284.24
U-028905,smb,518,270.68
U-028906,smb,160,157.81
U-028907,large,518,1025.94
U-028908,smb,39,163.12
U-028909,smb,301,218.81
U-028910,smb,144,340.19
U-028911,large,341,710.45
U-028912,mid,373,699.1
U-028913,mid,260,494.09
U-028914,mid,368,413.92
U-028915,smb,539,235.26
U-028916,smb,67,200.78
U-028917,smb,598,167.98
U-028918,smb,357,186.41
U-028919,large,399,1100.45
U-028920,smb,239,154.19
U-028921,smb,160,213.92
U-028922,smb,318,231.8
U-028923,smb,483,272.94
U-028924,mid,482,746.89
U-028925,smb,56,212.58
U-028926,smb,480,231.48
U-028927,mid,384,520.74
U-028928,smb,505,224.6
U-028929,large,351,2155.65
U-028930,mid,493,590.45
U-028931,smb,454,217.92
U-028932,smb,429,198.55
U-028933,smb,196,281.33
U-028934,smb,303,280.8
U-028935,smb,443,291.87
U-028936,smb,558,254.46
U-028937,smb,209,247.46
U-028938,mid,63,474.79
U-028939,large,575,1816.94
U-028940,smb,370,273.33
U-028941,smb,250,168.38
U-028942,large,216,1371.03
U-028943,mid,63,752.0
U-028944,mid,52,448.04
U-028945,mid,311,616.04
U-028946,smb,58,222.54
U-028947,large,265,987.17
U-028948,mid,132,509.85
U-028949,smb,344,476.08
U-028950,smb,302,300.17
U-028951,mid,402,564.26
U-028952,strategic,80,4154.08
U-028953,smb,420,247.44
U-028954,smb,227,212.55
U-028955,mid,151,385.1
U-028956,smb,10,289.75
U-028957,mid,384,567.74
U-028958,smb,575,269.28
U-028959,mid,63,560.21
U-028960,mid,475,719.49
U-028961,large,194,1821.58
U-028962,large,550,1623.46
U-028963,smb,140,253.68
U-028964,smb,567,294.59
U-028965,smb,421,302.5
U-028966,large,551,1092.96
U-028967,mid,581,807.79
U-028968,smb,552,343.02
U-028969,large,156,1528.25
U-028970,smb,18,310.79
U-028971,smb,72,267.1
U-028972,large,67,1345.51
U-028973,smb,587,294.34
U-028974,strategic,414,5434.51
U-028975,smb,101,263.6
U-028976,smb,98,280.95
U-028977,mid,433,804.32
U-028978,smb,4,291.72
U-028979,smb,245,222.17
U-028980,mid,28,665.41
U-028981,large,133,1489.32
U-028982,mid,274,588.87
U-028983,smb,314,317.94
U-028984,mid,480,625.02
U-028985,mid,548,883.61
U-028986,mid,199,704.67
U-028987,mid,567,484.03
U-028988,smb,535,225.95
U-028989,smb,556,289.75
U-028990,strategic,517,5044.92
U-028991,smb,88,219.68
U-028992,smb,164,377.52
U-028993,smb,452,162.29
U-028994,smb,337,348.48
U-028995,strategic,572,6700.63
U-028996,mid,502,654.93
U-028997,smb,578,231.18
U-028998,smb,99,186.15
U-028999,smb,483,278.14
U-029000,mid,565,559.99
U-029001,mid,156,697.92
U-029002,mid,595,734.35
U-029003,mid,360,594.54
U-029004,smb,328,335.4
U-029005,mid,595,630.92
U-029006,smb,591,321.41
U-029007,mid,439,600.4
U-029008,smb,544,187.22
U-029009,smb,34,247.27
U-029010,smb,425,288.01
U-029011,mid,271,781.76
U-029012,large,128,1186.59
U-029013,smb,558,229.61
U-029014,smb,38,245.81
U-029015,large,416,1619.16
U-029016,smb,507,227.93
U-029017,smb,141,262.73
U-029018,smb,76,311.92
U-029019,mid,340,482.04
U-029020,mid,247,673.99
U-029021,mid,44,566.75
U-029022,mid,29,591.21
U-029023,large,114,2036.27
U-029024,smb,299,225.13
U-029025,smb,326,230.2
U-029026,mid,186,585.3
U-029027,smb,205,189.69
U-029028,smb,414,308.39
U-029029,smb,251,317.72
U-029030,mid,68,553.07
U-029031,large,113,1493.52
U-029032,mid,352,505.0
U-029033,smb,439,322.45
U-029034,smb,230,335.52
U-029035,smb,445,176.82
U-029036,smb,412,207.27
U-029037,smb,436,197.85
U-029038,smb,412,319.84
U-029039,smb,546,262.91
U-029040,mid,227,154.93
U-029041,smb,359,271.06
U-029042,smb,391,238.71
U-029043,mid,158,537.01
U-029044,smb,564,141.79
U-029045,smb,368,9.84
U-029046,smb,60,191.6
U-029047,smb,27,362.85
U-029048,mid,451,643.44
U-029049,mid,323,786.86
U-029050,mid,61,611.47
U-029051,large,343,1661.09
U-029052,smb,551,290.92
U-029053,smb,505,262.59
U-029054,smb,428,187.7
U-029055,strategic,21,4702.65
U-029056,mid,467,722.22
U-029057,mid,411,516.54
U-029058,smb,177,185.07
U-029059,smb,172,162.65
U-029060,mid,492,446.33
U-029061,large,430,1231.72
U-029062,smb,45,219.95
U-029063,smb,517,289.5
U-029064,mid,316,720.31
U-029065,smb,537,275.01
U-029066,smb,360,320.23
U-029067,large,451,507.33
U-029068,smb,201,314.09
U-029069,mid,146,534.63
U-029070,smb,29,324.73
U-029071,smb,244,256.8
U-029072,smb,515,224.23
U-029073,large,340,1349.02
U-029074,mid,369,533.16
U-029075,large,494,1262.82
U-029076,mid,117,423.26
U-029077,smb,11,350.32
U-029078,mid,358,990.41
U-029079,smb,380,318.15
U-029080,large,417,1065.88
U-029081,mid,132,740.87
U-029082,smb,75,141.46
U-029083,mid,390,566.05
U-029084,smb,314,211.99
U-029085,mid,305,635.0
U-029086,smb,513,264.36
U-029087,smb,597,167.16
U-029088,smb,248,210.01
U-029089,smb,338,297.55
U-029090,mid,489,432.52
U-029091,mid,24,485.4
U-029092,smb,428,146.75
U-029093,smb,353,177.69
U-029094,large,110,1000.86
U-029095,mid,464,508.68
U-029096,mid,73,661.58
U-029097,smb,345,187.43
U-029098,smb,255,267.08
U-029099,smb,311,232.46
U-029100,large,33,932.5
U-029101,smb,395,293.74
U-029102,smb,75,320.4
U-029103,smb,553,150.46
U-029104,smb,515,218.63
U-029105,smb,596,313.3
U-029106,mid,321,322.46
U-029107,mid,164,751.01
U-029108,large,188,1390.91
U-029109,smb,174,208.7
U-029110,smb,578,282.44
U-029111,large,396,1044.07
U-029112,mid,206,511.15
