account_ref,plan,support_tier,theme,tenure_months,monthly_spend,sessions_week,churned
101644,pro,none,dark,19.5,859.86,2.16,1
100160,enterprise,none,light,23.8,889.08,7.76,0
108662,basic,none,light,13.7,719.47,12.97,0
105471,basic,email,light,21.1,699.66,1.04,1
107496,pro,none,dark,5.4,352.3,11.74,0
110417,basic,priority,light,21.3,647.21,9.53,1
105989,pro,none,light,15.2,644.04,13.76,0
102698,basic,none,dark,29.7,720.9,8.51,1
108865,pro,dedicated,dark,25.7,731.4,8.03,1
102190,pro,priority,light,23.9,736.01,10.44,0
104787,enterprise,email,light,39.9,1301.31,13.75,0
111027,basic,priority,light,3.6,326.24,5.04,1
102187,enterprise,email,light,9.4,500.29,10.05,0
104346,pro,dedicated,light,7.8,366.88,12.77,0
102587,pro,email,light,15.1,629.51,8.24,1
104593,basic,email,light,8.3,554.96,11.98,0
107604,basic,email,dark,18.1,520.11,8.95,1
106586,pro,priority,dark,4.9,275.67,10.42,0
102975,pro,priority,light,11.1,344.27,12.62,0
105090,pro,none,light,21.7,736.46,0.0,1
101679,basic,email,light,27.4,903.31,9.17,0
106842,pro,email,dark,19.0,569.63,11.26,0
111799,pro,none,light,9.5,626.96,15.44,0
100840,pro,none,dark,26.8,711.87,15.59,0
106251,basic,dedicated,dark,15.8,554.36,7.33,1
106181,basic,dedicated,light,36.7,911.25,6.51,1
106133,pro,email,dark,22.5,608.79,16.83,0
101418,basic,email,dark,15.4,502.24,9.62,0
104132,basic,none,dark,33.9,890.79,8.47,0
101845,basic,priority,light,11.3,415.01,8.54,0
107579,pro,email,dark,16.2,651.83,10.48,0
105196,basic,email,dark,24.9,799.52,3.18,1
103686,basic,email,light,10.7,565.79,10.42,1
108575,enterprise,dedicated,light,15.6,482.09,7.25,0
100599,pro,none,dark,0.1,298.79,9.76,1
106091,basic,priority,dark,22.9,911.22,9.18,0
109521,enterprise,email,light,22.9,749.01,11.55,0
100138,pro,none,light,10.5,323.01,2.89,0
107955,enterprise,email,light,18.1,665.83,12.88,0
105435,pro,none,dark,24.8,643.72,12.3,0
106601,pro,priority,light,26.8,672.63,9.36,0
107651,enterprise,email,dark,13.7,512.65,10.76,0
105758,pro,none,light,27.3,799.03,14.91,0
105347,basic,email,light,17.3,698.54,8.75,0
101659,basic,dedicated,light,44.8,1109.71,5.36,0
107125,basic,dedicated,light,18.4,637.77,16.08,0
110242,pro,none,dark,20.5,452.06,13.58,0
109842,basic,email,light,17.4,448.24,6.88,1
102190,basic,email,light,2.9,178.36,6.3,1
100428,basic,email,light,0.1,193.46,8.13,1
105013,basic,none,light,22.1,621.81,13.32,0
110725,basic,priority,dark,21.7,701.67,7.93,0
104704,pro,none,dark,12.4,536.14,12.65,0
109812,pro,none,dark,31.5,928.06,12.97,0
104115,basic,priority,light,28.8,835.75,10.05,0
100779,basic,none,light,7.4,299.52,8.87,0
105479,pro,email,light,19.8,653.37,9.1,0
102838,enterprise,email,light,20.5,805.8,15.76,0
110807,pro,email,light,16.2,474.08,5.74,1
111161,pro,none,light,22.7,793.58,6.96,1
106410,enterprise,priority,light,31.4,954.5,3.75,0
109173,pro,priority,light,6.9,518.37,7.71,0
108351,pro,dedicated,dark,11.5,431.24,8.85,0
106832,enterprise,none,light,23.5,691.59,16.91,0
100716,pro,none,light,12.2,487.5,2.75,0
109954,pro,none,light,32.0,942.05,13.3,0
106829,basic,none,light,40.0,982.62,13.97,0
102091,basic,email,light,21.8,731.0,5.58,0
107029,basic,none,light,21.8,583.03,15.94,0
107240,basic,dedicated,light,19.0,719.15,7.83,0
101150,pro,priority,light,25.6,896.04,9.28,0
100230,enterprise,none,light,18.6,570.95,10.71,0
103456,pro,email,light,12.4,380.47,7.48,0
110888,basic,email,dark,15.1,649.56,5.31,0
104586,pro,none,dark,10.9,491.8,12.32,0
100944,basic,none,dark,4.8,323.87,0.33,1
111710,pro,email,light,9.6,558.95,9.1,0
103346,basic,none,light,0.1,200.06,5.79,1
111147,enterprise,none,dark,22.1,804.07,8.05,0
103303,basic,none,light,20.2,620.06,14.28,0
100095,enterprise,priority,light,14.9,469.16,11.11,0
107864,pro,email,dark,29.5,974.04,5.72,1
102333,basic,none,dark,10.5,541.25,11.31,0
103861,basic,priority,light,26.2,885.65,9.57,0
101035,basic,priority,light,18.8,589.14,16.17,0
102791,pro,priority,dark,19.8,655.26,8.51,0
106642,basic,priority,dark,1.0,300.01,12.76,0
109575,basic,email,dark,11.3,184.06,14.71,0
103467,enterprise,email,light,11.8,553.17,9.28,0
100840,enterprise,email,light,28.1,785.55,11.03,0
105283,basic,none,dark,30.9,1109.48,9.41,0
102274,basic,priority,dark,36.7,858.76,1.64,1
110069,pro,none,dark,15.6,651.58,10.02,0
109166,pro,none,dark,20.4,537.48,10.14,0
105514,pro,priority,light,18.3,590.96,7.05,0
108541,pro,email,dark,24.6,585.68,5.28,0
101161,basic,none,dark,3.8,291.3,7.1,1
104791,basic,none,light,23.1,664.01,14.47,0
107264,pro,none,light,30.5,1148.77,13.68,0
101708,pro,none,light,21.2,714.91,8.49,0
109572,enterprise,none,light,34.7,997.8,14.11,0
104313,basic,email,light,33.4,837.16,8.84,0
103937,enterprise,priority,light,7.8,502.19,13.75,0
100290,basic,none,light,10.9,650.24,8.18,0
102431,pro,email,light,16.5,620.04,2.52,1
100912,enterprise,priority,light,24.6,869.84,8.43,0
110160,basic,dedicated,light,14.2,758.27,11.66,0
101527,basic,priority,dark,21.7,672.71,11.82,1
100216,basic,none,light,24.3,902.86,8.2,1
100660,pro,dedicated,dark,16.4,569.64,17.18,0
103461,basic,email,dark,30.5,817.58,10.84,0
102135,pro,dedicated,light,15.5,775.91,14.97,0
100612,enterprise,email,dark,11.3,368.81,15.9,0
109614,pro,email,dark,9.9,556.62,12.94,0
105513,pro,none,light,16.0,388.94,15.63,0
107331,basic,email,dark,27.6,957.89,9.07,1
100076,basic,dedicated,light,24.9,772.71,7.07,0
110599,pro,dedicated,light,21.7,586.5,6.35,0
101689,basic,none,light,19.0,848.63,11.1,1
103240,basic,email,light,33.8,914.77,14.23,0
102176,pro,email,light,29.6,1002.6,12.15,0
111023,basic,email,dark,4.6,450.46,10.9,1
108659,basic,none,dark,22.9,731.64,8.38,1
105236,basic,email,light,13.5,518.85,10.56,0
111401,pro,none,light,17.2,763.45,13.45,0
107953,basic,dedicated,light,20.4,694.5,10.97,0
109409,enterprise,priority,light,20.7,551.41,14.26,0
103519,enterprise,priority,light,10.3,450.74,16.7,0
102377,basic,email,light,13.9,309.57,7.8,1
101738,basic,email,dark,18.7,660.61,10.74,0
100124,basic,priority,light,16.8,848.8,7.63,1
103095,enterprise,none,light,23.3,629.51,9.35,0
107666,basic,email,dark,16.5,576.65,13.41,0
111580,pro,priority,dark,17.2,585.29,2.13,1
105374,basic,none,light,22.8,956.72,5.96,1
106778,basic,none,light,19.6,856.28,10.39,0
104281,basic,email,dark,13.0,592.25,12.85,0
100078,pro,priority,dark,9.0,325.97,13.44,0
101820,enterprise,email,light,6.3,442.56,6.5,1
102990,basic,none,light,10.5,692.48,2.53,1
105846,pro,email,dark,23.9,757.24,8.67,1
107857,basic,email,light,15.0,502.26,15.41,1
109755,pro,email,light,11.2,426.4,3.21,1
108970,pro,dedicated,light,24.7,798.84,15.09,0
107677,pro,none,dark,8.3,517.87,11.92,0
110380,basic,priority,light,19.2,678.15,13.98,0
109143,basic,priority,light,18.7,476.15,13.06,0
104456,basic,none,dark,11.9,530.48,8.24,0
109243,basic,email,dark,1.9,425.88,6.54,0
108637,enterprise,none,light,11.1,433.63,14.37,0
101498,basic,none,light,23.9,621.16,10.12,0
103492,pro,priority,light,20.2,810.65,7.33,0
102562,enterprise,none,dark,9.5,586.73,8.41,0
104000,pro,priority,dark,26.3,753.53,5.73,0
103943,pro,priority,dark,21.1,684.08,12.86,0
105418,basic,priority,dark,10.8,344.79,12.01,0
107525,basic,none,light,29.6,851.1,5.67,1
111068,basic,dedicated,dark,9.3,299.54,9.92,0
106045,basic,email,light,12.5,536.13,8.03,1
108892,basic,none,dark,18.1,517.05,9.66,0
110930,pro,none,dark,17.3,393.34,12.74,0
110721,basic,dedicated,light,10.0,535.17,13.22,0
106373,basic,none,dark,20.9,770.78,5.02,1
103913,basic,priority,light,31.9,954.64,2.69,1
101107,basic,priority,light,18.5,685.79,9.51,0
111341,enterprise,email,light,33.7,889.41,11.47,0
108043,basic,email,light,14.1,524.78,12.42,0
100870,enterprise,none,dark,9.4,663.94,15.55,0
104133,pro,email,light,14.2,608.8,7.99,0
109130,enterprise,priority,dark,15.6,371.16,15.76,0
109392,basic,dedicated,light,32.0,968.63,5.23,1
100936,basic,none,light,18.2,625.34,14.72,0
109796,basic,dedicated,light,17.7,672.92,18.38,0
105678,enterprise,none,dark,10.2,370.34,12.23,0
109842,basic,email,light,21.2,681.91,10.87,0
101155,pro,none,light,12.3,266.0,6.38,0
108924,basic,priority,light,16.1,820.6,16.23,0
100683,pro,email,light,1.6,108.75,8.97,0
105672,basic,none,light,22.0,449.29,5.33,1
106790,pro,email,dark,0.1,235.12,8.75,0
106659,enterprise,none,light,22.7,646.65,10.38,0
104656,pro,none,dark,7.3,525.5,7.0,0
106431,pro,priority,light,41.1,949.86,9.03,1
109807,basic,none,dark,7.7,482.84,9.63,1
109854,enterprise,none,light,2.8,246.13,12.2,0
108989,pro,none,light,10.9,431.08,11.93,0
102809,enterprise,none,light,23.6,870.82,3.79,0
103292,basic,none,dark,14.3,494.77,0.0,1
103332,basic,dedicated,light,11.0,452.27,10.42,0
107465,enterprise,priority,light,24.2,816.21,13.62,0
109590,basic,none,light,18.1,534.75,10.6,0
106049,pro,priority,light,16.6,621.37,9.43,1
107325,basic,email,light,21.9,707.27,3.82,1
101485,basic,email,light,21.7,671.2,12.83,0
105294,basic,none,light,13.1,487.57,9.38,1
106673,enterprise,none,dark,0.1,323.85,10.8,0
109583,basic,email,light,23.3,652.18,4.26,1
100232,pro,dedicated,dark,8.5,591.04,4.41,1
103037,pro,priority,dark,20.7,549.28,7.92,1
102098,pro,email,dark,16.6,671.74,3.33,1
102390,enterprise,email,light,18.5,663.72,9.19,0
110743,pro,none,light,15.0,458.84,8.87,0
108042,basic,none,light,37.2,1091.08,4.18,1
110513,basic,none,dark,18.4,623.58,5.43,1
104013,basic,priority,light,14.8,508.12,10.01,0
100080,enterprise,email,dark,18.3,678.62,7.91,0
102236,basic,priority,dark,8.8,440.38,3.52,1
101503,basic,dedicated,light,11.2,401.53,5.1,1
107566,basic,email,dark,21.9,590.92,7.0,0
110646,basic,none,light,24.9,776.6,4.33,1
110935,pro,none,dark,0.1,333.06,14.09,0
101478,pro,priority,dark,14.7,531.58,7.52,0
108345,pro,priority,dark,24.7,797.84,8.86,0
100577,pro,none,dark,22.6,1002.71,4.59,1
109156,basic,priority,dark,16.1,580.5,8.71,1
101176,basic,none,dark,20.6,744.24,0.0,1
103279,pro,email,light,11.9,654.79,3.18,1
108100,pro,email,light,25.0,827.87,9.22,0
108434,enterprise,priority,light,6.7,272.39,13.86,0
109433,pro,email,dark,8.1,311.99,10.07,0
100561,pro,email,light,23.5,543.24,7.84,0
103713,enterprise,none,dark,31.1,1105.32,15.38,0
101127,basic,priority,dark,7.5,538.17,10.38,1
109944,enterprise,priority,light,0.1,292.79,11.8,0
106001,basic,dedicated,light,0.1,161.11,6.24,0
101479,basic,none,light,19.5,418.0,10.9,1
102909,basic,none,light,10.9,588.41,10.87,0
100310,enterprise,none,dark,21.8,829.61,3.19,0
109103,pro,none,dark,17.0,589.2,11.83,0
111714,basic,email,light,18.4,514.85,14.63,0
103459,basic,none,dark,15.0,588.87,5.23,1
101965,basic,priority,light,19.8,684.25,5.87,1
103745,basic,priority,dark,11.4,477.37,10.48,1
107449,basic,email,light,31.9,824.82,3.65,1
111314,pro,none,dark,11.5,591.91,11.97,0
102735,basic,none,light,16.6,602.55,12.67,0
110128,pro,none,light,24.0,833.15,8.38,0
101486,basic,email,light,26.1,731.32,16.52,0
103448,basic,email,dark,31.8,944.35,13.24,0
109570,enterprise,priority,light,12.4,557.89,14.82,0
105206,pro,none,light,12.0,473.21,13.73,0
103086,enterprise,dedicated,light,27.0,944.54,12.14,0
100091,enterprise,dedicated,light,15.3,621.06,8.44,0
100211,pro,dedicated,dark,21.5,690.12,4.84,1
104760,basic,none,light,16.8,709.76,5.81,1
106850,pro,priority,light,9.0,262.05,8.28,0
108859,basic,none,light,20.0,763.83,6.55,1
109171,basic,priority,light,9.5,470.43,14.71,1
111319,basic,email,light,6.2,343.98,6.37,1
111272,basic,priority,dark,24.3,955.66,13.44,0
108167,pro,none,dark,22.3,834.64,9.76,0
104755,basic,email,dark,36.0,891.49,6.78,1
109887,basic,none,light,21.3,585.11,9.34,0
100413,basic,none,dark,6.1,366.38,1.85,1
111495,pro,dedicated,light,3.4,473.97,9.95,1
105126,basic,none,dark,13.0,610.21,4.82,1
103492,enterprise,dedicated,dark,3.7,554.99,12.75,0
103602,basic,none,dark,22.1,672.05,14.83,0
103989,basic,none,light,1.3,271.39,5.46,0
110075,basic,priority,light,21.4,574.81,7.15,0
103872,basic,email,dark,27.9,932.57,4.29,1
104459,basic,none,dark,17.7,466.61,5.09,1
110615,basic,dedicated,light,21.7,579.68,7.45,1
101209,basic,priority,light,20.7,844.39,4.66,1
102893,enterprise,none,light,23.9,727.78,14.88,0
110112,enterprise,email,light,20.4,977.53,11.88,0
111240,basic,email,dark,24.6,681.61,11.1,0
103145,basic,none,dark,11.5,539.96,14.5,1
104505,basic,email,light,4.2,247.66,8.88,0
102692,basic,none,dark,11.8,622.73,7.97,0
105117,pro,dedicated,dark,9.1,443.73,15.21,0
103763,basic,email,dark,24.6,719.52,1.9,1
103064,basic,none,light,18.5,583.71,11.23,0
104630,pro,email,light,13.4,599.12,11.92,0
102787,enterprise,dedicated,light,27.0,697.98,14.37,0
105628,basic,none,light,14.7,600.27,12.75,1
111424,pro,email,light,19.5,617.81,11.55,0
106279,basic,dedicated,light,9.3,378.72,9.56,0
107726,basic,none,light,20.5,576.26,14.5,0
107803,pro,dedicated,light,7.0,578.48,6.85,0
107090,basic,priority,dark,23.1,808.61,12.46,0
104179,basic,none,dark,23.8,680.09,6.05,1
108892,basic,email,light,16.7,652.63,10.06,0
110310,pro,priority,dark,11.2,467.56,8.38,0
111643,basic,priority,light,21.7,457.82,11.35,0
103582,pro,email,dark,22.1,771.63,14.67,0
107196,basic,dedicated,light,24.1,807.61,6.67,1
102680,enterprise,none,dark,5.3,365.24,8.51,0
111035,pro,none,light,3.4,384.49,3.91,1
100848,basic,email,light,19.7,740.29,2.42,0
101486,pro,email,light,28.4,779.43,13.38,0
108824,pro,none,dark,26.4,838.85,12.82,0
111713,basic,dedicated,dark,13.1,518.92,9.69,0
101779,pro,dedicated,light,17.6,481.12,15.13,0
100883,pro,email,light,23.6,719.79,14.16,0
110412,basic,email,light,27.4,590.96,10.07,0
100668,pro,none,light,7.8,553.77,14.05,0
101556,basic,none,light,9.5,582.45,9.02,1
106618,pro,none,light,16.0,471.9,15.42,0
101765,basic,priority,light,19.4,617.7,16.68,0
108641,pro,priority,light,16.9,570.04,5.32,1
102092,pro,none,dark,12.5,608.66,11.23,0
103297,enterprise,none,light,21.6,810.49,9.71,0
106795,basic,email,dark,13.1,370.47,2.99,0
107163,pro,none,light,26.6,735.5,6.43,1
105535,basic,none,light,13.0,625.79,4.37,1
102054,basic,priority,light,23.5,847.29,13.43,0
104741,basic,email,dark,21.4,759.2,8.8,1
108214,pro,dedicated,light,17.6,638.91,6.03,1
103801,enterprise,priority,light,13.1,841.97,7.82,0
109245,basic,none,light,24.5,827.96,8.97,1
107867,enterprise,none,dark,18.9,727.92,3.72,0
111372,pro,email,light,1.8,501.0,11.77,0
110884,basic,none,light,11.4,549.12,13.14,0
110642,enterprise,dedicated,light,20.2,712.38,12.57,0
111592,pro,email,light,16.0,589.72,11.27,0
103501,enterprise,email,dark,17.0,809.49,5.81,1
108515,pro,none,light,18.6,449.8,8.72,0
111743,pro,email,light,21.5,761.63,13.59,0
107802,pro,none,light,22.1,755.73,11.15,0
110396,basic,none,light,18.7,637.05,10.51,0
102554,basic,email,light,18.7,633.65,9.22,1
103638,enterprise,email,light,14.8,481.37,14.15,0
106293,enterprise,priority,dark,15.8,859.06,9.29,0
100667,pro,none,dark,31.6,968.85,11.91,0
107735,pro,none,light,34.4,938.59,13.94,0
106463,pro,dedicated,dark,26.4,877.78,12.57,0
103060,basic,none,light,12.3,665.4,14.33,0
107870,enterprise,email,light,18.2,782.02,11.15,0
109127,basic,dedicated,light,23.5,614.78,7.29,0
111758,pro,none,light,17.2,687.8,8.83,0
110912,basic,email,dark,12.9,622.43,2.77,1
111643,enterprise,email,light,29.4,815.04,10.02,0
106112,pro,dedicated,light,25.5,643.15,9.38,0
107912,pro,none,light,32.9,1037.81,13.28,0
105909,basic,none,light,10.6,426.66,1.57,1
100710,basic,dedicated,light,11.1,526.82,17.17,1
108625,pro,none,dark,13.9,485.6,7.46,0
106985,basic,priority,dark,9.1,506.82,4.57,1
111721,pro,email,dark,21.3,616.72,13.32,0
101546,pro,none,dark,7.3,331.19,13.39,0
102005,pro,email,light,23.1,619.87,1.87,1
103251,enterprise,email,dark,20.8,691.63,12.95,0
108429,enterprise,priority,light,24.0,877.49,6.72,0
110552,pro,priority,light,18.4,755.76,11.01,0
108632,enterprise,dedicated,light,2.9,391.82,12.97,0
107997,pro,none,light,14.1,514.8,13.47,0
102791,basic,email,dark,21.5,774.29,11.73,0
103184,enterprise,none,dark,11.9,446.96,8.17,0
107296,pro,none,light,20.4,712.98,6.57,1
103645,basic,none,dark,19.6,499.19,3.67,1
104358,pro,priority,light,24.9,805.1,11.11,0
104513,basic,dedicated,dark,21.9,734.73,10.55,0
106034,pro,none,light,17.5,526.95,15.06,0
100220,basic,email,dark,16.4,544.75,12.45,0
106625,pro,dedicated,dark,25.5,813.68,13.43,0
111756,pro,email,light,14.9,403.06,16.15,0
100154,basic,none,light,27.4,823.03,1.48,1
105541,basic,none,light,20.7,724.29,13.67,0
101027,pro,none,dark,26.6,692.85,10.56,0
111313,enterprise,priority,dark,20.8,713.47,15.58,0
105404,pro,priority,light,28.2,955.8,9.1,0
102455,basic,none,light,39.3,973.05,12.93,0
103728,pro,priority,light,11.5,610.02,7.97,0
110095,pro,priority,dark,4.2,294.19,13.34,0
100426,basic,none,light,9.8,415.46,4.41,0
104188,basic,none,dark,21.2,507.04,5.87,0
107185,basic,none,light,26.6,912.38,10.72,0
107607,pro,email,dark,13.3,301.21,10.88,1
104633,pro,email,dark,17.9,545.09,11.85,0
100638,pro,none,dark,18.0,596.95,16.68,0
111366,basic,email,dark,5.7,513.2,4.73,1
109377,basic,priority,dark,26.6,744.18,11.44,0
105312,pro,none,dark,8.9,194.3,9.89,0
102749,pro,none,light,8.6,473.24,5.8,0
102432,pro,email,light,26.9,678.22,7.98,0
104175,enterprise,dedicated,light,21.5,571.3,11.16,0
109482,pro,email,light,0.1,84.56,6.61,1
102929,basic,none,dark,11.6,443.02,12.23,0
105193,pro,priority,dark,14.4,704.38,7.39,0
109180,basic,none,dark,3.6,474.56,5.34,0
103993,basic,priority,dark,7.9,754.5,9.07,0
103934,basic,none,light,20.2,601.63,11.44,0
104509,basic,none,light,32.1,1161.77,5.01,0
101342,basic,none,light,16.8,510.3,9.26,0
111271,enterprise,priority,light,25.7,508.5,13.35,0
108930,pro,none,light,1.5,232.27,12.37,0
109953,basic,email,dark,26.9,717.41,15.96,0
100030,basic,priority,light,29.3,1031.88,10.59,0
100344,pro,priority,light,11.3,709.93,7.19,1
107762,basic,priority,dark,28.8,772.31,15.18,0
102241,basic,none,light,27.0,768.35,6.03,1
106287,enterprise,none,light,20.5,749.11,12.74,0
110855,pro,dedicated,dark,6.9,563.53,7.59,1
111715,basic,none,dark,22.8,690.21,5.45,1
105180,basic,none,light,17.4,655.69,9.66,0
105862,pro,priority,light,11.0,410.82,8.32,0
110239,pro,priority,dark,21.2,711.06,8.24,0
105140,pro,email,light,19.0,746.05,8.85,0
100363,pro,dedicated,light,29.4,900.93,3.86,1
104710,basic,email,light,12.5,551.6,0.07,1
105854,enterprise,none,light,8.9,533.5,10.67,0
107055,basic,none,light,26.5,923.64,12.64,1
108607,pro,none,light,30.4,813.25,14.06,0
107057,basic,none,dark,15.6,464.58,1.42,1
109584,basic,email,light,17.8,547.08,7.22,0
110357,basic,priority,dark,15.2,481.71,16.16,0
105698,pro,none,light,0.1,391.51,10.69,0
109161,basic,dedicated,light,29.7,822.75,12.65,0
103756,pro,none,dark,24.0,804.21,7.6,0
103583,enterprise,email,dark,14.2,637.43,12.99,0
103674,pro,email,dark,16.1,529.76,5.2,1
102754,pro,priority,light,19.9,664.45,13.76,0
106782,basic,none,dark,6.1,359.2,12.27,0
106656,enterprise,dedicated,dark,29.1,663.88,10.67,0
101822,basic,none,light,33.1,930.85,15.78,0
109214,basic,priority,dark,20.2,604.39,16.04,0
101728,basic,none,light,22.8,738.45,6.45,1
106720,basic,none,dark,7.6,269.78,10.72,0
109998,basic,dedicated,light,25.3,790.76,8.96,0
103138,pro,none,light,36.5,1054.28,15.4,0
106734,enterprise,dedicated,light,0.8,175.73,9.34,0
100329,basic,email,light,19.1,676.37,3.16,1
103525,basic,none,dark,17.3,726.87,12.99,0
103660,basic,email,dark,25.5,872.75,8.41,0
103952,basic,dedicated,dark,4.5,499.83,9.03,1
104609,pro,email,light,14.4,481.22,9.87,0
100730,basic,priority,light,12.1,532.15,14.21,0
102647,basic,email,light,14.0,815.5,11.72,0
109453,basic,none,light,14.9,678.59,7.96,1
109796,basic,none,dark,28.3,880.44,14.88,0
104359,pro,email,dark,19.4,698.67,1.32,1
101539,enterprise,email,light,22.2,816.92,15.83,0
100453,enterprise,none,dark,26.6,916.24,10.36,0
110333,enterprise,none,light,16.9,684.86,3.88,1
106489,pro,email,dark,10.2,424.44,11.14,0
108607,basic,priority,dark,17.4,439.21,6.84,1
105102,pro,email,light,4.8,395.48,5.35,1
100063,enterprise,priority,dark,7.4,286.46,9.77,0
109637,enterprise,priority,light,22.2,481.92,15.03,0
105495,pro,none,light,0.8,299.18,9.54,0
103997,basic,priority,light,1.9,1.0,14.41,0
101595,basic,priority,light,28.7,721.83,10.87,0
110603,basic,priority,dark,17.0,651.13,4.52,0
105728,basic,email,dark,34.0,931.54,4.23,1
109124,basic,priority,dark,0.1,301.68,15.77,0
101578,pro,email,light,6.7,430.14,11.5,0
108598,pro,email,light,15.7,370.04,7.84,1
106555,pro,email,light,25.5,847.99,13.19,0
105197,enterprise,email,light,22.8,560.61,11.88,0
102526,basic,email,light,7.9,564.63,11.07,0
102867,basic,none,light,15.1,539.84,2.91,1
104356,pro,none,dark,24.9,706.75,14.47,1
107469,enterprise,priority,dark,18.5,690.83,12.4,0
103100,basic,email,light,7.8,304.41,9.08,1
108885,basic,dedicated,light,11.3,553.45,6.92,1
106089,basic,priority,light,11.7,697.65,12.97,0
107439,pro,email,light,20.1,714.36,14.19,0
109640,enterprise,email,light,11.8,395.9,11.16,0
107170,basic,none,light,19.5,800.38,5.87,0
107389,enterprise,dedicated,dark,10.8,323.37,13.35,0
101639,pro,none,dark,39.7,974.84,12.71,0
110295,enterprise,email,light,9.8,613.64,12.84,0
109119,basic,priority,light,27.2,846.46,7.58,0
108386,pro,email,dark,0.1,124.7,7.22,1
102735,enterprise,priority,light,15.8,676.45,8.58,0
100265,pro,none,light,5.2,386.57,10.57,0
108343,pro,email,dark,18.9,609.73,12.34,1
106135,pro,priority,light,15.2,545.03,11.52,0
100171,pro,email,dark,26.2,816.19,1.81,1
103597,enterprise,email,light,21.0,486.54,10.15,0
107590,pro,none,light,15.3,601.55,15.4,0
103765,basic,none,light,27.4,610.81,7.44,1
101351,basic,none,dark,2.9,368.08,9.1,1
105492,pro,none,dark,23.7,760.86,5.79,1
101386,enterprise,none,dark,30.7,938.81,11.91,0
109078,basic,none,light,24.5,889.99,15.91,0
109570,enterprise,email,dark,13.4,580.46,7.06,0
108054,basic,none,light,25.4,709.14,9.21,1
109421,enterprise,email,light,20.0,647.89,11.57,0
104887,basic,none,light,9.2,430.19,8.76,1
109138,enterprise,priority,dark,34.3,873.3,8.79,0
100877,basic,dedicated,light,17.6,453.41,11.64,1
103261,enterprise,none,light,19.3,641.33,3.73,0
111256,enterprise,email,dark,18.1,622.1,11.83,0
102670,enterprise,none,light,22.1,654.88,10.35,0
106737,basic,none,light,19.2,647.68,17.71,0
106188,pro,email,light,4.9,524.29,9.8,0
109792,enterprise,priority,light,18.7,812.08,12.85,0
104783,basic,none,light,22.3,716.83,4.64,1
102851,basic,none,light,27.1,563.04,12.16,0
111266,basic,priority,light,19.3,824.31,9.07,1
103302,enterprise,email,dark,11.8,377.32,16.79,0
105266,basic,priority,light,32.8,890.85,11.93,0
105585,enterprise,none,light,5.3,430.78,5.55,1
110639,basic,email,dark,19.3,733.97,15.63,1
102425,basic,none,dark,17.5,671.56,7.3,1
104244,pro,priority,dark,14.0,824.55,4.21,1
105547,enterprise,email,light,24.0,778.96,12.0,0
103416,enterprise,dedicated,light,8.5,417.5,11.68,0
104597,basic,priority,dark,21.6,807.47,11.44,0
109615,enterprise,none,light,9.0,618.09,5.61,1
110972,basic,priority,light,33.6,847.66,9.78,0
109653,pro,email,dark,22.6,813.15,7.55,0
107523,basic,email,light,13.6,373.97,7.98,1
108498,enterprise,priority,light,16.7,828.8,9.41,0
100150,enterprise,priority,light,10.1,451.87,11.91,0
109929,basic,none,light,26.1,845.66,9.62,0
101837,basic,none,dark,34.2,864.6,6.86,1
102480,pro,email,light,18.0,578.23,10.88,0
103529,basic,email,dark,5.9,440.12,13.94,0
104016,basic,none,light,10.9,500.38,10.4,0
104680,pro,email,light,16.2,747.24,9.1,0
102407,pro,email,light,15.7,697.94,5.77,1
110636,pro,email,dark,11.0,320.42,7.13,1
109458,pro,email,dark,7.3,462.45,10.7,1
106851,basic,priority,light,17.3,580.53,7.62,1
100203,pro,email,light,27.9,895.25,11.42,0
106805,basic,email,dark,10.4,474.82,9.37,0
101003,pro,none,light,13.2,630.64,8.44,0
101672,enterprise,none,dark,15.3,470.14,16.63,0
109507,pro,email,dark,15.9,392.61,8.06,0
110894,enterprise,dedicated,light,16.1,662.51,13.83,0
103194,basic,none,dark,22.4,725.91,11.05,0
105177,pro,dedicated,dark,23.0,755.67,9.9,0
108568,enterprise,dedicated,light,5.7,381.56,11.98,0
101590,pro,email,light,17.0,597.12,13.43,0
103715,enterprise,email,light,12.6,525.24,9.16,0
104650,pro,priority,light,20.2,776.84,7.86,1
104717,basic,none,light,8.0,299.64,8.51,0
110656,enterprise,priority,light,14.3,528.54,7.49,0
107125,basic,priority,light,14.1,501.37,7.67,0
105661,basic,priority,light,13.0,450.35,8.13,1
106833,pro,email,dark,6.5,493.9,9.46,0
105740,basic,email,light,19.8,677.13,11.36,0
106727,basic,none,light,12.7,655.43,9.0,1
105169,pro,email,light,21.1,478.11,13.56,0
111334,enterprise,email,light,29.6,1018.12,12.87,0
108374,basic,priority,light,33.2,842.43,10.84,0
106875,enterprise,none,light,16.6,697.92,10.33,0
101795,basic,email,dark,0.1,103.99,14.06,0
109953,basic,none,dark,20.5,458.63,10.34,1
108346,pro,none,light,35.1,710.86,6.69,0
110990,basic,dedicated,light,15.1,680.38,10.18,0
102369,enterprise,email,dark,10.8,635.81,10.34,0
106134,basic,email,dark,10.3,520.29,5.47,0
102316,pro,priority,light,12.8,477.33,8.6,0
103303,pro,none,light,5.2,369.77,6.61,0
103416,basic,email,dark,15.7,424.88,10.5,0
108922,basic,none,dark,12.5,478.46,11.4,0
108741,basic,none,dark,15.4,484.5,6.4,1
