unit_id,region,stratum,cluster,satisfaction,office_temp_c,spend
26336,us-west,mid,166,4,18.77,365.02
26337,us-west,smb,503,3,20.69,237.94
26338,ap-south,mid,169,3,20.29,475.54
26339,ap-south,smb,4,5,17.09,348.68
26340,us-east,strategic,405,4,22.85,4617.87
26341,us-east,smb,588,2,23.46,207.23
26342,us-east,mid,400,2,19.91,511.72
26343,eu-west,smb,515,3,21.47,309.99
26344,us-east,smb,248,5,21.7,269.95
26345,ap-south,smb,374,2,21.86,142.89
26346,ap-south,smb,256,2,20.4,167.84
26347,eu-west,large,128,4,21.71,982.4
26348,us-west,smb,281,3,20.62,294.85
26349,eu-west,smb,529,4,21.57,248.04
26350,sa-east,large,15,4,19.51,1206.25
26351,ap-south,smb,437,4,20.5,229.92
26352,eu-west,smb,503,2,23.07,240.52
26353,us-west,smb,478,5,19.43,250.43
26354,us-east,mid,231,4,20.29,633.3
26355,us-east,strategic,134,3,23.47,4151.07
26356,eu-west,mid,265,4,18.06,546.83
26357,sa-east,smb,86,2,18.49,227.21
26358,us-west,smb,96,5,22.68,391.57
26359,ap-south,mid,375,3,19.8,582.27
26360,sa-east,smb,317,1,20.35,206.36
26361,ap-south,mid,514,3,19.57,599.91
26362,us-east,smb,55,3,19.94,192.27
26363,us-west,large,249,4,22.64,1373.95
26364,eu-west,smb,92,2,22.7,278.29
26365,eu-west,mid,335,4,21.66,613.78
26366,us-west,mid,27,4,20.55,776.16
26367,us-east,large,318,3,19.79,1351.29
26368,us-east,large,226,3,20.75,1474.26
26369,eu-west,smb,28,3,24.77,165.38
26370,us-west,large,67,2,21.77,2012.6
26371,ap-south,mid,424,3,18.86,580.48
26372,us-west,smb,92,3,19.08,343.53
26373,us-west,smb,365,4,18.61,348.31
26374,us-east,smb,556,5,17.12,317.78
26375,us-east,smb,244,4,20.84,229.52
26376,us-east,smb,341,4,23.41,313.67
26377,us-west,mid,183,2,23.48,658.27
26378,us-east,mid,408,3,20.3,562.55
26379,us-west,smb,139,3,22.22,230.35
26380,eu-west,smb,126,3,22.15,169.65
26381,sa-east,mid,438,5,23.47,551.95
26382,ap-south,smb,573,3,19.92,361.0
26383,us-west,large,265,4,19.49,1481.51
26384,eu-west,smb,275,5,18.62,173.49
26385,us-west,mid,317,3,20.49,571.12
26386,us-east,smb,292,4,20.11,289.52
26387,ap-south,smb,246,2,21.27,398.81
26388,us-west,smb,202,4,20.5,171.05
26389,us-east,smb,577,5,14.99,223.14
26390,eu-west,mid,119,3,23.06,595.83
26391,us-west,smb,228,5,19.57,233.5
26392,ap-south,smb,492,4,22.13,140.03
26393,us-east,smb,10,5,21.83,387.72
26394,us-west,smb,196,4,20.11,223.05
26395,us-east,smb,363,1,21.17,209.2
26396,sa-east,smb,124,5,20.22,284.12
26397,eu-west,mid,384,5,17.82,646.28
26398,us-west,smb,216,5,21.79,344.82
26399,us-west,smb,58,2,19.55,319.59
26400,eu-west,smb,544,3,24.46,196.86
26401,us-east,smb,79,4,22.12,208.06
26402,eu-west,mid,91,1,21.28,720.4
26403,eu-west,smb,106,4,20.36,182.51
26404,ap-south,large,563,3,19.51,1120.57
26405,us-west,smb,195,5,21.65,215.77
26406,us-east,smb,24,4,19.21,372.48
26407,eu-west,smb,513,4,20.34,212.99
26408,us-east,smb,303,5,19.78,149.31
26409,us-west,mid,189,2,20.06,608.97
26410,us-west,smb,454,4,21.55,140.78
26411,us-west,smb,212,5,22.88,240.47
26412,ap-south,strategic,257,2,21.05,5903.25
26413,us-east,smb,581,4,19.86,143.27
26414,ap-south,mid,547,2,19.25,617.54
26415,eu-west,smb,431,3,21.59,177.14
26416,us-west,smb,561,3,23.49,222.25
26417,us-east,mid,349,5,20.01,577.86
26418,ap-south,smb,452,3,20.39,126.18
26419,us-west,mid,598,5,21.56,436.26
26420,us-east,mid,271,1,24.91,564.72
26421,sa-east,smb,363,1,19.37,207.24
26422,sa-east,smb,377,2,18.98,174.31
26423,eu-west,mid,569,2,17.2,537.13
26424,ap-south,smb,271,5,18.32,236.37
26425,us-east,mid,322,4,20.53,455.84
26426,us-west,smb,562,5,19.31,191.87
26427,sa-east,smb,565,4,21.34,169.94
26428,us-east,large,586,4,21.6,1019.09
26429,us-east,mid,571,4,20.01,444.98
26430,us-east,mid,86,4,20.01,730.0
26431,sa-east,mid,153,4,20.32,599.71
26432,us-east,mid,423,4,22.36,503.59
26433,us-east,smb,122,4,21.59,259.79
26434,us-west,smb,548,5,18.54,249.91
26435,us-west,mid,209,4,17.86,486.31
26436,us-east,smb,362,4,20.25,108.72
26437,ap-south,large,70,4,23.71,1348.12
26438,us-east,smb,540,5,19.74,292.09
26439,eu-west,large,348,1,18.98,1462.94
26440,ap-south,mid,436,4,24.4,746.71
26441,eu-west,large,139,3,19.27,1346.73
26442,us-west,smb,55,2,19.76,247.74
26443,us-east,smb,106,5,20.75,77.64
26444,us-west,mid,26,5,22.61,275.14
26445,ap-south,smb,138,4,21.01,284.37
26446,sa-east,large,248,4,20.7,1303.95
26447,us-west,strategic,67,3,16.9,5315.7
26448,us-west,smb,560,1,20.87,182.2
26449,us-west,smb,343,3,17.22,212.31
26450,eu-west,smb,173,4,19.96,403.31
26451,ap-south,mid,311,1,19.66,787.77
26452,us-west,smb,578,4,20.71,313.79
26453,us-west,smb,359,3,22.99,289.11
26454,us-east,smb,173,4,18.85,332.28
26455,us-east,large,409,4,19.09,1290.47
26456,us-east,large,332,5,21.56,1653.93
26457,eu-west,strategic,97,2,21.34,4090.59
26458,eu-west,large,12,4,19.45,1437.77
26459,ap-south,smb,472,3,20.77,336.14
26460,ap-south,smb,343,2,23.47,276.5
26461,us-east,smb,17,2,22.07,258.51
26462,us-east,smb,108,4,20.58,207.96
26463,us-east,smb,357,4,22.9,214.51
26464,us-east,large,32,4,22.06,1574.39
26465,us-east,smb,194,5,22.82,269.75
26466,us-east,mid,273,4,20.63,784.97
26467,us-east,mid,31,2,18.6,434.37
26468,eu-west,large,574,4,19.97,1594.58
26469,sa-east,mid,487,5,19.75,841.06
26470,us-east,smb,270,1,19.26,241.44
26471,ap-south,smb,84,3,20.6,259.25
26472,us-east,mid,592,4,20.88,665.03
26473,us-west,large,318,3,19.11,942.55
26474,us-east,smb,535,4,19.29,204.32
26475,us-east,smb,228,5,21.09,134.58
26476,us-east,smb,76,4,23.47,131.48
26477,us-west,large,175,4,18.3,1085.35
26478,us-east,large,339,3,23.06,1249.18
26479,eu-west,large,538,5,17.7,1649.54
26480,sa-east,smb,289,5,20.86,290.88
26481,us-east,mid,587,4,25.08,323.55
26482,us-east,mid,161,5,20.18,696.42
26483,us-east,large,54,3,21.87,1636.65
26484,ap-south,smb,501,5,22.38,293.85
26485,eu-west,large,275,2,18.73,1543.44
26486,eu-west,mid,467,4,23.49,517.32
26487,us-west,smb,270,4,22.53,241.87
26488,us-east,mid,96,4,22.0,705.77
26489,ap-south,mid,65,3,21.09,836.28
26490,us-west,smb,16,4,18.58,109.89
26491,ap-south,smb,465,4,16.46,232.58
26492,us-east,smb,163,5,20.45,327.58
26493,ap-south,large,513,5,20.67,955.66
26494,us-east,smb,377,4,20.18,320.18
26495,ap-south,mid,427,3,22.34,646.16
26496,us-east,mid,148,5,19.4,636.52
26497,eu-west,mid,220,4,21.47,621.95
26498,us-west,smb,146,5,22.42,207.67
26499,us-east,large,599,3,21.12,1754.61
26500,us-east,smb,334,3,18.82,283.49
26501,us-west,smb,346,4,17.31,260.94
26502,eu-west,smb,495,5,24.28,274.96
26503,eu-west,smb,168,5,22.01,250.34
26504,ap-south,strategic,103,1,21.28,6927.14
26505,ap-south,smb,211,4,19.75,258.72
26506,eu-west,mid,591,2,21.63,383.48
26507,us-east,smb,379,5,21.85,231.41
26508,us-east,mid,244,5,20.46,474.78
26509,ap-south,mid,596,5,21.69,649.14
26510,sa-east,smb,65,4,25.23,310.02
26511,eu-west,smb,22,5,20.0,171.39
26512,us-east,smb,546,4,19.97,238.19
26513,us-east,large,462,2,19.83,1429.71
26514,eu-west,mid,116,3,21.77,521.98
26515,us-west,smb,467,4,19.8,214.95
26516,us-east,smb,397,4,20.65,181.51
26517,sa-east,mid,237,4,22.53,887.98
26518,us-east,smb,474,4,18.66,263.1
26519,eu-west,smb,283,4,18.05,332.27
26520,sa-east,strategic,92,3,22.71,3308.93
26521,us-east,smb,195,2,21.77,145.51
26522,us-east,mid,166,5,24.82,514.04
26523,sa-east,mid,506,2,19.28,674.07
26524,us-east,mid,399,5,23.74,741.57
26525,us-west,large,344,5,21.31,1911.34
26526,us-west,smb,213,3,19.46,303.75
26527,us-west,smb,426,4,19.88,202.68
26528,us-west,smb,590,5,18.55,212.24
26529,eu-west,smb,577,3,19.44,311.49
26530,us-east,smb,394,5,20.62,179.77
26531,us-east,smb,485,2,23.31,188.08
26532,sa-east,mid,445,3,22.62,396.98
26533,eu-west,smb,500,3,20.46,278.73
26534,ap-south,strategic,43,4,23.72,1339.91
26535,us-east,mid,575,3,22.05,706.43
26536,us-east,smb,117,4,22.4,164.32
26537,ap-south,mid,242,5,23.64,780.29
26538,us-east,smb,328,4,21.21,158.64
26539,ap-south,mid,362,4,19.18,564.84
26540,eu-west,smb,169,5,21.7,200.56
26541,eu-west,mid,9,5,24.39,754.85
26542,eu-west,smb,57,3,19.52,266.78
26543,us-west,mid,48,4,18.97,505.62
26544,eu-west,smb,491,4,21.14,189.69
26545,us-east,smb,535,5,23.2,236.05
26546,us-east,large,259,3,21.64,1558.61
26547,sa-east,smb,487,4,21.49,335.4
26548,us-east,large,533,5,22.66,1291.89
26549,us-east,smb,475,2,20.77,315.77
26550,us-west,smb,264,2,20.14,261.48
26551,ap-south,mid,340,4,18.14,313.24
26552,ap-south,smb,556,2,23.65,292.74
26553,ap-south,smb,193,1,23.13,232.09
26554,sa-east,strategic,569,4,21.46,3071.97
26555,eu-west,smb,124,3,19.15,373.17
26556,us-east,smb,170,3,20.82,350.21
26557,eu-west,large,64,3,20.76,900.42
26558,us-east,smb,462,4,23.11,289.84
26559,us-east,strategic,597,5,23.26,3939.6
26560,us-west,smb,330,3,21.98,255.41
26561,us-west,smb,342,5,22.28,179.0
26562,sa-east,smb,200,5,21.18,247.65
26563,eu-west,mid,205,2,22.76,225.37
26564,us-west,smb,320,3,20.32,104.15
26565,us-east,smb,462,5,20.5,212.21
26566,eu-west,mid,400,2,19.92,586.37
26567,eu-west,mid,45,5,22.49,685.34
26568,us-east,mid,477,4,21.15,554.18
26569,eu-west,mid,289,4,18.78,718.6
26570,us-east,mid,481,4,19.4,716.75
26571,us-east,smb,538,4,20.42,244.71
26572,ap-south,smb,295,4,18.41,275.4
26573,us-west,smb,438,4,22.65,396.62
26574,us-east,smb,61,5,21.88,389.5
26575,us-west,mid,576,3,25.26,688.94
26576,us-west,smb,415,1,19.64,213.26
26577,sa-east,large,418,4,19.69,1482.68
26578,us-east,mid,145,5,22.32,473.18
26579,us-east,smb,251,3,20.93,325.11
26580,ap-south,strategic,484,4,24.91,2336.71
26581,us-west,smb,526,4,22.29,167.9
26582,us-east,smb,38,4,18.34,276.04
26583,eu-west,smb,124,4,22.52,204.95
26584,sa-east,mid,100,3,18.44,550.06
26585,us-east,smb,308,4,21.89,309.34
26586,eu-west,smb,383,4,21.18,236.47
26587,eu-west,mid,508,5,16.58,434.23
26588,eu-west,smb,237,4,18.59,245.76
26589,eu-west,smb,350,4,21.67,184.29
26590,eu-west,smb,345,5,21.86,215.16
26591,sa-east,strategic,518,3,20.15,2860.57
26592,ap-south,smb,0,4,21.38,222.78
26593,us-west,smb,111,1,20.88,228.07
26594,eu-west,large,155,3,20.42,1091.76
26595,us-west,smb,6,5,20.78,290.51
26596,us-east,smb,138,4,20.62,330.85
26597,us-west,smb,386,4,20.35,189.05
26598,us-east,large,67,3,20.78,1374.48
26599,eu-west,smb,292,4,19.7,287.61
26600,us-east,smb,517,3,20.64,264.47
26601,eu-west,smb,289,4,20.45,253.07
26602,us-west,large,554,2,15.72,1428.41
26603,us-west,smb,54,3,20.91,268.23
26604,sa-east,large,189,4,20.56,1444.81
26605,us-west,mid,324,3,20.87,609.0
26606,us-east,strategic,403,3,19.49,4093.18
26607,sa-east,mid,444,4,22.8,638.99
26608,ap-south,smb,96,3,19.59,282.06
26609,us-east,mid,80,4,21.84,731.91
26610,us-west,smb,384,2,23.42,149.38
26611,ap-south,smb,331,3,21.83,354.75
26612,us-west,mid,556,3,21.91,661.2
26613,ap-south,large,118,5,20.78,1130.53
26614,eu-west,large,592,5,22.6,1377.54
26615,us-east,smb,28,3,19.35,301.88
26616,eu-west,mid,510,4,19.97,564.94
26617,eu-west,smb,359,5,19.95,253.83
26618,us-west,smb,561,5,16.32,285.84
26619,us-west,mid,58,4,20.89,544.95
26620,ap-south,smb,101,3,21.12,410.52
26621,ap-south,mid,93,5,22.07,676.15
26622,us-east,mid,173,2,21.51,550.87
26623,us-west,mid,449,4,21.56,379.37
26624,sa-east,smb,164,4,23.72,291.98
26625,ap-south,mid,110,3,17.17,558.03
26626,us-east,mid,526,4,19.18,890.32
26627,us-east,strategic,437,4,20.88,2290.71
26628,eu-west,smb,407,5,22.52,124.68
26629,ap-south,smb,556,3,20.13,364.62
26630,us-east,smb,431,5,22.24,196.17
26631,ap-south,smb,56,4,20.36,234.05
26632,us-east,smb,534,3,20.78,347.35
26633,eu-west,smb,502,5,19.66,327.44
26634,us-east,smb,383,3,21.12,163.87
26635,ap-south,smb,562,3,24.68,194.13
26636,eu-west,mid,255,3,21.28,601.3
26637,us-west,smb,231,3,20.15,263.73
26638,eu-west,mid,513,4,23.42,516.97
26639,us-east,strategic,512,4,20.1,3610.79
26640,us-east,smb,14,4,18.92,198.39
26641,eu-west,large,299,5,18.33,1251.63
26642,us-east,mid,148,5,21.36,643.27
26643,eu-west,large,109,5,22.91,1375.29
26644,us-west,large,132,4,23.18,1012.2
26645,us-west,smb,418,3,22.41,253.61
26646,eu-west,smb,45,5,20.7,234.94
26647,sa-east,smb,581,1,20.52,204.16
26648,us-east,strategic,307,5,18.3,4403.08
26649,us-west,mid,131,4,19.91,457.1
26650,ap-south,smb,541,3,19.32,277.5
26651,eu-west,smb,240,4,17.6,172.3
26652,ap-south,mid,557,4,21.47,772.49
26653,eu-west,large,262,3,21.24,1689.56
26654,us-west,mid,584,4,22.7,514.27
26655,us-west,smb,325,3,19.86,336.64
26656,eu-west,smb,455,3,19.76,380.96
26657,us-west,smb,485,5,22.48,317.33
26658,us-east,large,422,4,23.43,1874.3
26659,us-east,mid,352,5,17.27,633.09
26660,eu-west,smb,236,4,21.9,249.87
26661,us-east,smb,57,3,18.42,175.15
26662,eu-west,mid,60,4,18.12,612.84
26663,us-east,smb,358,4,20.62,312.38
26664,us-east,smb,37,4,20.49,167.43
26665,ap-south,smb,580,5,20.54,182.87
26666,us-east,mid,84,2,20.32,426.94
26667,us-east,large,553,2,19.69,1175.85
26668,us-west,smb,529,3,21.57,233.81
26669,us-east,smb,448,5,21.52,331.98
26670,sa-east,smb,538,3,21.12,351.08
26671,ap-south,smb,352,5,22.15,158.88
26672,us-west,large,167,5,20.26,934.6
26673,ap-south,smb,543,3,19.46,305.2
26674,eu-west,smb,571,5,24.24,101.9
26675,eu-west,strategic,38,5,20.97,4871.15
26676,eu-west,smb,82,3,22.89,141.11
26677,us-east,smb,360,4,22.28,238.44
26678,eu-west,large,356,4,17.77,591.3
26679,ap-south,mid,219,4,18.51,373.62
26680,eu-west,smb,319,3,20.72,296.58
26681,us-east,smb,585,3,19.91,201.58
26682,eu-west,smb,238,2,22.69,185.15
26683,sa-east,smb,413,3,21.01,227.62
26684,eu-west,smb,591,4,20.98,218.32
26685,ap-south,smb,65,2,20.29,225.69
26686,us-east,mid,470,5,19.68,607.66
26687,eu-west,smb,564,3,20.68,322.95
26688,ap-south,smb,524,5,21.04,128.4
26689,us-west,smb,395,4,22.1,200.35
26690,ap-south,smb,147,4,19.81,311.96
26691,ap-south,smb,563,5,22.95,311.11
26692,ap-south,smb,260,3,18.49,249.18
26693,eu-west,mid,580,5,20.92,780.85
26694,us-east,smb,546,4,22.0,285.65
26695,us-west,smb,577,4,21.03,257.73
26696,ap-south,large,360,2,22.28,874.46
26697,sa-east,mid,26,2,19.77,557.09
26698,eu-west,large,185,5,20.66,1767.84
26699,us-west,large,359,2,22.1,1360.05
26700,ap-south,smb,73,4,21.7,137.53
26701,sa-east,smb,318,4,21.9,253.12
26702,us-east,smb,64,1,24.39,338.99
26703,eu-west,strategic,319,5,22.72,4971.06
26704,ap-south,smb,209,4,23.9,285.11
26705,eu-west,smb,224,2,21.84,285.28
26706,ap-south,smb,397,1,17.02,189.54
26707,eu-west,mid,359,5,22.9,574.38
26708,ap-south,smb,288,3,17.23,155.06
26709,eu-west,mid,209,4,20.17,549.03
26710,eu-west,smb,331,3,22.56,236.47
26711,us-west,large,133,4,24.04,1870.13
26712,ap-south,smb,141,5,20.13,392.96
26713,us-east,strategic,194,5,21.94,6224.06
26714,ap-south,smb,74,4,23.37,237.0
26715,us-east,mid,430,4,21.82,204.69
26716,eu-west,smb,360,3,22.33,289.42
26717,sa-east,mid,296,2,21.33,585.14
26718,us-east,mid,124,3,18.1,671.88
26719,us-west,large,70,4,18.98,1744.27
26720,sa-east,smb,385,2,19.74,247.0
26721,ap-south,strategic,440,4,20.99,4923.35
26722,ap-south,smb,76,4,21.31,198.86
26723,us-west,mid,141,3,19.7,576.07
26724,eu-west,smb,360,3,23.23,265.25
26725,us-east,mid,248,4,18.54,463.55
26726,us-east,smb,314,5,18.13,284.41
26727,eu-west,smb,169,1,23.15,165.27
26728,ap-south,mid,220,3,17.87,829.36
26729,us-east,smb,347,5,23.23,57.23
26730,us-west,large,387,5,21.92,1225.72
26731,ap-south,smb,422,4,20.56,131.13
26732,us-east,mid,318,4,20.77,558.94
26733,us-east,smb,152,4,22.54,286.89
26734,us-east,smb,79,2,18.79,255.12
26735,us-west,mid,153,4,22.32,802.7
26736,eu-west,smb,440,4,22.02,164.4
26737,us-east,large,225,3,20.58,1492.86
26738,us-east,smb,405,5,19.11,301.86
26739,us-east,mid,178,4,24.05,550.9
26740,us-east,large,10,4,19.81,1346.09
26741,us-east,smb,235,4,20.5,257.78
26742,eu-west,large,63,5,22.32,1637.17
26743,us-east,mid,81,3,16.79,509.83
26744,eu-west,smb,17,4,19.79,281.27
26745,eu-west,smb,12,5,19.54,295.44
26746,eu-west,mid,140,5,22.47,558.77
26747,us-east,mid,327,2,21.8,547.76
26748,us-east,smb,209,4,20.15,233.37
26749,ap-south,smb,194,2,22.01,269.96
26750,us-east,smb,267,3,21.87,263.68
26751,us-east,smb,3,4,17.38,168.44
26752,us-west,smb,360,2,19.83,194.32
26753,us-east,mid,169,4,22.5,656.84
26754,us-west,smb,158,3,20.67,304.18
26755,eu-west,mid,551,2,21.27,762.09
26756,us-east,smb,100,5,21.92,177.04
26757,ap-south,smb,387,4,23.08,248.8
26758,sa-east,mid,496,5,21.96,824.33
26759,eu-west,smb,460,5,20.91,279.13
26760,eu-west,smb,429,3,19.6,182.84
26761,us-east,smb,291,4,22.49,372.65
26762,us-west,mid,306,5,20.21,557.18
26763,us-east,smb,365,3,16.29,108.54
26764,eu-west,smb,158,4,24.25,185.74
26765,ap-south,smb,80,2,21.21,167.22
26766,us-west,mid,561,4,19.57,739.04
26767,ap-south,smb,141,5,19.86,227.23
26768,ap-south,smb,357,4,20.53,292.86
26769,ap-south,smb,16,4,19.02,187.06
26770,us-west,smb,246,4,21.23,307.19
26771,us-east,smb,166,5,19.35,187.18
26772,eu-west,smb,29,4,23.69,167.81
26773,us-west,mid,115,1,20.18,461.69
26774,us-east,mid,212,2,21.55,499.19
26775,eu-west,smb,385,3,23.1,290.94
26776,eu-west,smb,529,3,22.32,199.9
26777,eu-west,strategic,441,4,21.57,4675.44
26778,us-west,smb,403,5,22.77,294.95
26779,us-east,smb,131,4,23.28,349.36
26780,sa-east,mid,123,4,18.5,791.11
26781,ap-south,mid,169,4,19.62,547.6
26782,ap-south,smb,509,4,19.88,256.61
26783,sa-east,smb,566,3,21.5,298.91
26784,ap-south,smb,185,5,22.23,231.47
26785,us-west,mid,413,3,23.37,420.56
26786,us-west,smb,355,3,19.3,309.21
26787,eu-west,mid,162,2,24.1,558.47
26788,ap-south,smb,430,2,20.68,258.16
26789,ap-south,smb,255,5,19.8,298.64
26790,us-west,mid,388,5,18.27,477.07
26791,eu-west,smb,402,3,18.79,259.24
26792,us-east,smb,331,2,21.45,179.83
26793,us-east,smb,134,4,20.73,321.27
26794,us-west,smb,134,4,18.4,419.83
26795,eu-west,large,254,3,19.63,1368.6
26796,us-east,mid,204,5,21.7,739.48
26797,us-east,smb,189,3,20.23,338.42
26798,eu-west,large,379,1,18.68,1503.25
26799,eu-west,smb,97,5,18.69,240.98
26800,ap-south,mid,325,4,21.04,525.41
26801,us-west,mid,487,3,22.04,589.69
26802,us-east,smb,287,2,21.11,253.62
26803,eu-west,smb,551,5,22.05,218.27
26804,us-east,smb,235,2,18.84,231.23
26805,us-west,smb,190,4,23.54,183.9
26806,eu-west,smb,246,2,18.77,274.98
26807,ap-south,smb,419,3,20.07,200.25
26808,ap-south,mid,319,5,20.61,530.41
26809,sa-east,mid,74,2,21.78,516.19
26810,ap-south,mid,24,5,24.74,383.68
26811,ap-south,mid,511,3,23.04,508.14
26812,eu-west,smb,422,2,20.18,236.99
26813,us-west,smb,545,4,20.07,341.99
26814,us-east,smb,355,4,19.52,189.32
26815,eu-west,smb,55,5,19.9,3.26
26816,eu-west,smb,505,4,18.89,412.58
26817,us-east,large,78,4,20.18,1700.45
26818,sa-east,mid,504,3,21.65,524.01
26819,eu-west,smb,508,4,21.39,248.83
26820,us-west,large,263,3,22.13,1290.51
26821,ap-south,mid,220,3,22.21,840.7
26822,us-east,smb,271,4,20.49,301.28
26823,ap-south,smb,165,5,18.72,253.66
26824,ap-south,mid,581,4,22.11,754.79
26825,us-east,smb,199,5,19.45,293.25
26826,us-east,mid,179,4,20.47,666.04
26827,us-east,smb,26,2,21.27,295.57
26828,us-east,mid,569,4,20.42,373.92
26829,us-east,smb,323,5,18.62,241.39
26830,us-east,smb,572,3,19.72,234.61
26831,eu-west,smb,526,4,18.93,201.11
26832,eu-west,smb,43,3,20.79,185.97
26833,us-west,large,82,4,19.74,1722.21
26834,us-east,smb,106,4,22.1,160.69
26835,sa-east,smb,212,3,22.87,282.79
26836,eu-west,mid,74,3,19.09,793.17
26837,us-west,smb,489,3,21.96,186.49
26838,eu-west,large,551,3,20.54,1226.44
26839,us-east,mid,61,4,20.93,768.12
26840,us-east,smb,129,5,21.01,180.8
26841,us-east,large,352,4,26.62,1170.3
26842,ap-south,smb,362,1,21.46,330.13
26843,us-east,large,308,5,18.69,1412.94
26844,us-east,smb,343,1,20.03,194.7
26845,ap-south,mid,489,4,18.34,474.35
26846,us-west,smb,215,2,18.16,163.32
26847,ap-south,smb,435,3,21.47,246.28
26848,ap-south,large,397,2,19.72,1046.66
26849,ap-south,mid,552,4,20.56,634.49
26850,us-east,smb,48,5,22.04,243.58
26851,us-east,smb,533,3,21.34,199.51
26852,eu-west,smb,231,5,20.27,271.49
26853,us-east,smb,156,5,20.03,326.28
26854,sa-east,mid,169,5,22.4,456.12
26855,us-west,smb,279,3,20.55,272.82
26856,eu-west,large,144,5,20.8,1971.78
26857,us-west,large,52,4,20.45,1331.5
26858,us-east,large,499,4,21.19,1855.78
26859,ap-south,smb,147,5,23.19,342.34
26860,eu-west,smb,443,5,23.81,362.18
26861,us-east,mid,244,4,20.46,190.94
26862,eu-west,smb,220,5,21.26,330.72
26863,ap-south,smb,37,5,19.46,222.66
26864,eu-west,mid,284,5,23.94,493.13
26865,us-west,strategic,134,3,20.26,4444.91
26866,us-west,mid,1,4,20.82,667.26
26867,ap-south,large,473,4,21.58,1890.11
26868,us-west,strategic,493,3,22.68,4606.68
26869,us-west,mid,295,4,18.52,411.22
26870,eu-west,mid,423,4,18.9,628.72
26871,us-west,smb,594,3,19.43,341.22
26872,eu-west,smb,69,3,20.31,218.41
26873,ap-south,large,140,4,21.8,1437.5
26874,eu-west,smb,264,4,21.92,195.53
26875,us-east,smb,191,4,21.97,225.69
26876,ap-south,large,85,4,23.66,1393.63
26877,sa-east,mid,551,5,21.58,468.14
26878,ap-south,smb,74,4,22.03,171.25
26879,eu-west,mid,386,5,22.38,750.06
26880,ap-south,strategic,240,5,19.42,5538.69
26881,us-east,smb,592,5,19.39,199.71
26882,ap-south,mid,347,4,21.49,1031.46
26883,ap-south,smb,314,2,21.24,228.95
26884,eu-west,smb,49,1,23.59,257.14
26885,us-east,mid,130,3,21.15,793.39
26886,us-east,smb,153,5,20.48,342.12
26887,ap-south,mid,569,3,20.97,222.16
26888,ap-south,smb,495,2,20.25,265.91
26889,us-east,smb,473,3,19.4,399.62
26890,us-west,smb,488,4,19.82,238.59
26891,us-west,mid,473,4,19.87,370.1
26892,ap-south,large,84,4,24.15,1689.88
26893,eu-west,large,11,4,23.91,1627.87
26894,us-west,smb,285,3,18.74,355.64
26895,ap-south,smb,312,3,20.97,286.82
26896,ap-south,smb,218,4,20.39,230.34
26897,us-west,smb,495,4,20.65,313.45
26898,us-west,large,207,4,20.16,1470.36
26899,us-east,smb,468,3,19.81,421.96
26900,us-east,smb,73,2,21.07,242.76
26901,us-west,smb,479,3,22.71,121.35
26902,sa-east,smb,94,4,17.0,261.7
26903,sa-east,large,548,5,19.16,1494.6
26904,us-east,smb,295,5,20.55,241.61
26905,ap-south,smb,500,3,19.67,219.56
26906,eu-west,smb,303,3,21.19,242.04
26907,us-east,mid,218,5,21.51,572.44
26908,us-west,smb,571,3,22.37,229.75
26909,us-east,smb,166,4,22.4,224.3
26910,us-east,mid,180,2,21.89,767.84
26911,us-west,smb,139,3,22.87,266.81
26912,us-east,strategic,488,5,19.32,4705.56
26913,us-east,mid,93,3,21.88,614.97
26914,us-west,smb,202,3,21.4,152.44
26915,eu-west,smb,196,5,21.72,233.04
26916,eu-west,smb,120,4,18.93,321.3
26917,sa-east,smb,255,4,21.37,215.88
26918,us-east,smb,330,4,21.62,195.17
26919,us-west,smb,35,3,21.91,208.39
26920,eu-west,smb,246,1,22.25,309.34
26921,us-west,smb,150,4,20.41,280.47
26922,us-east,mid,82,4,19.74,400.51
26923,us-east,smb,323,4,21.39,246.53
26924,sa-east,smb,338,1,18.55,299.21
26925,us-east,smb,259,3,22.73,210.92
26926,us-east,large,340,4,20.06,1522.97
26927,ap-south,smb,6,5,19.83,257.41
26928,sa-east,mid,480,2,24.05,563.69
26929,us-east,smb,346,5,22.41,309.09
26930,us-east,mid,552,3,18.01,680.76
26931,eu-west,mid,506,2,21.63,746.15
26932,eu-west,mid,185,4,24.23,887.56
26933,us-east,mid,333,4,24.7,452.4
26934,us-east,large,36,4,22.71,992.59
26935,us-east,smb,521,4,18.32,84.06
26936,us-east,mid,315,4,19.46,409.65
26937,us-east,smb,558,2,23.01,206.82
26938,sa-east,smb,179,5,21.17,200.11
26939,eu-west,smb,447,5,21.31,130.47
26940,eu-west,smb,434,2,23.15,233.49
26941,us-east,smb,80,4,23.89,180.44
26942,us-east,mid,501,3,18.98,564.11
26943,eu-west,smb,31,4,25.33,288.97
26944,ap-south,smb,336,3,18.77,106.87
26945,us-east,mid,521,5,24.95,924.9
26946,eu-west,mid,445,1,22.56,574.92
26947,eu-west,smb,546,4,17.82,222.79
26948,us-west,mid,186,3,17.48,540.79
26949,eu-west,mid,90,3,15.67,787.29
26950,us-east,strategic,235,4,20.17,2880.55
26951,ap-south,mid,362,4,23.48,822.62
26952,us-west,mid,37,3,20.12,323.2
26953,eu-west,smb,305,5,21.56,287.31
26954,us-west,smb,211,4,21.68,56.06
