reading_id,hours_since_service,load_pct,vibration_mm_s,coolant_c,failed
15673,162.0,42.52,1.391,41.19,0
15674,212.6,69.85,1.364,44.5,0
15675,81.4,73.69,2.332,41.28,0
15676,157.5,51.2,2.481,35.52,0
15677,265.6,71.13,2.22,31.46,0
15678,75.1,74.09,0.796,32.93,0
15679,192.2,24.81,2.734,44.98,0
15680,43.7,85.28,0.625,30.82,0
15681,402.6,85.16,3.685,39.66,1
15682,432.1,24.71,1.884,50.73,0
15683,772.8,9.53,2.173,32.98,0
15684,579.7,71.61,2.6,36.7,0
15685,452.3,63.96,1.862,35.26,0
15686,422.7,55.19,1.461,46.01,0
15687,364.1,59.39,0.982,40.61,0
15688,404.6,20.41,3.4,31.24,0
15689,261.4,73.27,5.391,38.1,0
15690,197.5,50.43,1.554,41.21,0
15691,140.0,56.98,1.655,39.94,0
15692,774.0,48.64,1.116,40.01,0
15693,235.8,19.99,2.505,38.89,0
15694,445.4,66.05,1.329,47.67,0
15695,355.0,67.61,1.516,42.45,0
15696,1228.6,70.92,4.673,38.52,0
15697,501.1,39.66,1.574,34.47,0
15698,103.2,63.55,0.854,26.27,0
15699,90.1,76.49,1.071,42.98,0
15700,203.7,81.54,1.053,49.67,0
15701,272.4,61.77,4.082,42.4,0
15702,930.9,70.75,1.292,50.66,0
15703,76.7,37.85,0.863,44.77,0
15704,335.0,52.43,0.587,35.54,0
15705,971.3,80.67,2.187,41.53,1
15706,278.2,61.14,1.17,38.55,0
15707,309.8,31.91,1.33,47.75,0
15708,627.9,80.49,5.343,38.41,1
15709,11.7,66.0,0.702,40.79,0
15710,198.9,31.42,1.74,29.27,0
15711,1007.0,78.29,1.45,30.18,1
15712,287.4,52.37,3.599,43.38,0
15713,82.0,45.6,3.604,27.53,0
15714,890.0,68.55,1.412,32.48,1
15715,496.6,50.09,0.679,37.39,0
15716,365.5,87.0,2.78,38.46,1
15717,298.0,40.54,5.732,29.33,0
15718,301.0,62.27,0.711,40.62,0
15719,537.2,44.9,6.639,25.2,1
15720,319.8,62.58,2.952,39.33,0
15721,520.8,43.64,1.578,41.95,0
15722,1212.3,88.08,2.341,38.45,1
15723,121.9,29.96,2.362,41.72,0
15724,626.7,94.17,2.913,49.88,0
15725,966.0,84.2,1.47,29.17,1
15726,795.5,58.31,5.08,44.47,0
15727,191.1,77.5,2.183,40.92,0
15728,685.3,34.24,1.709,50.0,0
15729,170.0,49.42,1.628,42.74,0
15730,197.2,26.66,4.701,45.72,0
15731,284.2,71.35,1.234,32.59,0
15732,227.5,53.99,1.993,37.63,0
15733,582.3,60.98,1.461,42.23,0
15734,904.3,29.36,3.439,38.77,0
15735,61.5,53.81,1.492,40.59,0
15736,685.1,31.49,1.718,40.87,0
15737,326.4,19.93,1.494,41.72,0
15738,304.5,68.02,2.861,50.86,0
15739,157.1,80.66,3.509,33.86,1
15740,868.1,70.09,5.057,37.12,1
15741,76.8,50.18,2.147,34.26,0
15742,698.4,67.84,4.752,31.65,0
15743,360.9,28.57,1.049,49.8,0
15744,781.4,69.11,1.802,32.23,1
15745,442.0,57.7,1.981,30.06,0
15746,177.5,32.11,2.277,37.49,0
15747,125.9,60.08,1.383,44.81,0
15748,729.7,78.7,1.052,42.24,0
15749,237.5,25.5,1.698,42.36,0
15750,346.0,25.99,1.691,47.65,0
15751,315.6,84.57,1.383,30.91,0
15752,492.8,29.66,2.767,30.33,0
15753,537.6,40.46,2.224,46.79,0
15754,443.1,39.23,2.021,32.82,1
15755,465.8,85.24,2.85,28.34,0
15756,173.5,61.83,3.754,45.28,0
15757,283.1,57.41,4.914,31.12,1
15758,255.3,78.18,6.837,48.97,0
15759,596.8,42.61,0.884,34.85,0
15760,217.8,33.53,3.114,50.95,0
15761,256.2,80.89,2.009,38.98,0
15762,604.0,23.31,4.347,40.96,0
15763,574.0,45.29,1.594,45.62,0
15764,778.8,59.75,1.467,42.41,0
15765,243.7,23.48,2.835,43.04,0
15766,182.5,80.63,2.302,42.51,1
15767,165.9,43.61,2.027,38.07,0
15768,316.4,50.91,2.271,42.33,0
15769,330.9,21.8,2.688,33.02,0
15770,794.7,80.58,0.976,46.36,0
15771,166.6,52.86,1.312,41.02,0
15772,315.8,82.46,1.088,34.74,0
15773,236.2,53.12,3.296,23.52,1
15774,335.2,78.3,2.588,28.83,1
15775,595.4,56.4,1.858,33.59,0
15776,104.2,35.63,1.833,33.41,0
15777,333.4,10.48,4.07,40.65,0
15778,668.5,45.31,2.951,31.08,0
15779,458.2,67.98,4.388,39.52,0
15780,151.9,37.59,1.389,29.95,0
15781,147.6,72.25,1.04,35.9,0
15782,408.8,78.88,5.573,38.89,1
15783,880.6,17.97,1.67,42.48,0
15784,201.2,76.0,3.202,37.53,1
15785,481.3,48.6,1.675,28.94,0
15786,382.2,65.33,3.713,42.13,0
15787,98.5,74.68,2.529,36.31,0
15788,410.6,35.65,2.836,39.82,0
15789,590.0,9.75,4.471,26.65,0
15790,843.7,48.54,6.858,45.16,0
15791,734.6,81.36,1.136,48.91,0
15792,750.2,67.64,2.775,44.86,1
15793,891.1,55.37,1.93,36.97,0
15794,227.5,93.73,10.13,39.0,1
15795,523.7,78.16,2.764,32.12,1
15796,903.1,43.19,5.24,31.3,0
15797,134.1,58.27,1.14,42.45,0
15798,343.5,84.81,1.151,40.24,1
15799,66.2,47.25,1.66,36.68,0
15800,921.0,50.61,1.309,43.36,0
15801,210.1,43.87,2.06,33.86,0
15802,463.7,76.15,1.225,41.71,0
15803,131.1,61.2,2.033,34.56,0
15804,339.4,86.97,1.031,33.07,0
15805,540.4,69.25,2.154,41.23,1
15806,113.7,38.68,2.139,30.81,0
15807,377.8,52.78,4.939,40.77,0
15808,555.4,45.19,4.086,34.79,0
15809,644.7,60.66,2.219,45.66,0
15810,151.9,59.77,1.641,39.2,0
15811,135.2,61.7,2.974,27.71,0
15812,459.8,81.36,2.12,31.38,1
15813,462.9,43.92,0.719,34.81,0
15814,704.7,21.27,1.273,27.97,1
15815,445.3,85.94,3.047,40.75,1
15816,472.9,51.07,1.2,47.01,0
15817,201.8,75.57,1.806,25.83,0
15818,258.1,48.42,0.742,37.72,0
15819,311.0,54.54,3.406,29.09,1
15820,529.8,82.89,1.845,38.73,0
15821,218.7,82.62,1.908,48.52,0
15822,171.3,59.97,1.446,42.49,0
15823,236.0,67.07,3.505,49.89,0
15824,732.4,62.73,5.058,36.95,1
15825,411.7,44.34,0.689,38.88,0
15826,589.4,48.63,1.074,45.17,0
15827,92.9,39.72,1.939,44.42,0
15828,734.1,16.56,2.956,54.86,0
15829,196.4,46.04,2.906,38.01,1
15830,392.2,41.81,4.093,30.47,0
15831,114.3,63.44,2.532,39.09,0
15832,166.1,91.91,6.44,36.46,1
15833,169.3,21.47,2.828,41.28,0
15834,616.2,67.0,1.563,28.1,0
15835,416.8,44.43,2.349,30.63,0
15836,427.8,25.89,4.516,43.65,0
15837,439.1,43.73,2.775,39.47,0
15838,82.5,35.21,1.985,48.07,0
15839,282.4,25.48,4.242,40.76,0
15840,50.0,95.24,1.089,47.07,0
15841,326.0,67.92,2.399,40.72,0
15842,586.2,50.76,1.173,53.46,0
15843,398.9,43.37,2.053,35.9,0
15844,185.1,79.47,2.624,39.93,1
15845,514.6,48.76,4.183,39.69,0
15846,442.3,41.93,4.328,33.24,0
15847,308.8,37.84,1.58,46.7,0
15848,271.8,62.66,8.237,50.39,0
15849,78.3,31.63,1.636,35.23,0
15850,73.6,82.28,1.449,30.43,0
15851,176.7,60.37,1.329,41.56,0
15852,333.2,11.76,0.917,34.32,0
15853,212.8,30.87,1.487,42.25,0
15854,234.2,37.33,3.036,40.73,0
15855,56.9,93.47,3.406,39.51,0
15856,212.4,14.63,1.615,21.73,0
15857,884.7,78.11,1.249,34.65,0
15858,733.7,82.84,6.799,35.42,1
15859,297.1,44.12,1.986,28.49,0
15860,778.3,56.43,1.652,41.28,0
15861,88.2,70.23,1.945,34.38,0
15862,282.0,80.32,1.979,42.09,0
15863,300.2,16.02,2.421,46.31,0
15864,190.7,57.24,1.064,36.99,0
15865,222.3,27.27,2.281,30.14,0
15866,364.4,54.49,2.983,41.05,0
15867,377.5,67.4,5.172,31.54,0
15868,164.3,36.68,3.863,39.41,0
15869,718.1,70.1,1.91,36.25,0
15870,250.1,50.59,3.823,44.29,0
15871,468.8,50.93,3.117,59.43,0
15872,357.1,75.64,0.409,30.15,0
15873,198.8,53.8,3.443,27.07,0
15874,214.9,21.35,1.309,35.66,0
15875,609.7,78.57,3.199,36.68,1
15876,985.8,66.59,2.877,36.08,1
15877,626.7,55.61,1.145,32.83,0
15878,556.2,52.97,2.992,36.3,0
15879,246.8,62.74,1.76,39.07,0
15880,115.5,87.1,2.886,39.36,0
15881,264.2,82.14,0.433,34.48,0
15882,276.4,88.38,0.97,35.05,1
15883,1009.9,55.94,4.223,29.26,0
15884,217.5,68.43,1.151,38.71,0
15885,260.2,34.32,2.977,33.07,0
15886,141.2,25.13,1.496,43.38,0
15887,559.4,7.4,2.626,41.2,0
15888,235.8,42.46,2.59,31.99,0
15889,431.6,74.83,2.679,43.47,1
15890,1233.4,40.52,1.944,31.98,0
15891,861.0,60.92,5.234,35.66,0
15892,132.8,27.84,4.592,36.49,0
15893,211.7,82.52,2.49,31.64,0
15894,802.8,50.12,2.631,29.54,0
15895,594.3,66.3,1.587,37.53,1
15896,234.4,81.2,1.539,30.03,1
15897,128.4,83.47,1.012,33.07,0
15898,1028.0,55.28,2.197,38.12,1
15899,266.0,73.36,2.209,39.86,0
15900,300.3,70.32,1.371,30.46,1
15901,388.4,69.2,6.154,45.07,0
15902,572.5,40.95,4.722,45.09,0
15903,432.9,75.33,0.921,41.99,0
15904,115.8,8.67,2.423,36.14,0
15905,566.1,33.06,3.042,41.5,0
15906,968.8,48.18,5.096,33.01,1
15907,369.0,76.88,2.23,38.63,0
15908,325.0,37.84,3.925,34.11,0
15909,159.3,84.1,2.592,29.4,0
15910,353.9,69.84,2.634,41.37,0
15911,522.1,54.8,7.227,37.8,0
15912,340.3,72.52,3.095,46.22,0
15913,168.6,53.85,1.2,48.82,0
15914,683.8,80.03,0.76,47.6,0
15915,240.8,53.96,3.769,33.89,0
15916,274.5,47.07,2.415,27.71,0
15917,138.9,12.16,1.172,40.74,0
15918,301.9,60.75,3.893,42.31,0
15919,166.0,26.7,3.489,34.35,0
15920,576.9,28.79,1.346,39.11,0
15921,395.6,75.28,1.363,29.58,1
15922,579.6,70.91,2.909,39.7,0
15923,348.2,5.34,2.97,45.97,0
15924,517.0,73.17,2.525,40.68,0
15925,618.3,24.23,1.72,47.07,0
15926,328.4,84.53,2.886,42.9,1
15927,312.5,59.81,1.311,31.08,0
15928,412.6,87.84,2.75,36.05,1
15929,229.3,26.39,8.11,35.88,0
15930,118.1,49.02,3.091,44.37,0
15931,522.7,66.72,0.752,44.23,0
15932,134.9,44.04,1.22,29.64,0
15933,256.1,60.9,2.835,28.71,1
15934,131.0,52.16,2.271,39.2,0
15935,393.2,62.02,2.527,43.71,1
15936,246.0,38.04,0.74,43.07,0
15937,226.1,72.45,1.426,31.06,0
15938,502.1,15.15,1.846,37.75,0
15939,208.7,43.37,0.871,32.87,0
15940,303.1,88.3,1.928,37.72,1
15941,265.4,14.73,5.77,38.27,0
15942,419.6,28.46,0.966,27.3,0
15943,541.0,56.17,0.951,34.62,0
15944,173.5,73.36,2.726,44.69,0
15945,164.0,40.72,1.677,39.89,0
15946,96.3,68.57,4.43,40.67,0
15947,793.4,65.7,3.114,37.69,0
15948,242.1,49.62,4.187,39.57,0
15949,378.4,64.12,1.648,40.5,0
15950,140.6,16.97,1.419,39.55,0
15951,347.7,33.35,3.072,25.95,0
15952,611.4,57.37,0.874,41.21,0
15953,332.2,70.4,1.848,34.36,0
15954,456.4,32.65,2.863,41.57,0
15955,85.2,61.13,5.387,42.48,0
15956,603.8,75.97,5.337,32.63,1
15957,801.5,42.85,5.278,44.24,0
15958,355.5,54.46,0.74,38.61,0
15959,473.3,38.43,3.687,37.14,0
15960,504.9,37.83,6.381,26.71,0
15961,220.0,29.31,2.315,40.56,0
15962,432.5,80.99,5.538,28.81,1
15963,593.7,49.33,0.993,49.79,0
15964,447.2,53.49,1.199,47.32,0
15965,886.0,45.68,1.877,41.74,0
15966,208.9,32.03,2.758,27.76,0
15967,296.4,32.29,2.486,37.89,0
15968,274.5,80.54,2.834,44.74,0
15969,388.2,79.62,2.189,29.75,1
15970,1147.7,79.9,1.084,38.88,0
15971,386.6,10.14,0.92,38.12,0
15972,181.3,31.34,0.505,37.79,0
15973,266.4,18.4,2.328,28.65,1
15974,350.0,22.2,1.171,29.92,0
15975,803.9,34.47,2.591,32.34,0
15976,286.6,60.74,6.129,29.72,0
15977,335.7,28.79,1.349,35.45,0
15978,632.3,64.78,2.171,31.86,0
15979,514.1,46.86,2.271,29.14,0
15980,224.4,62.06,1.899,47.71,0
15981,279.0,38.11,4.028,35.07,0
15982,957.8,73.0,2.649,35.57,1
15983,750.8,76.82,1.474,33.01,1
15984,247.3,66.49,1.031,34.64,0
15985,1040.5,64.43,2.729,42.75,0
15986,708.7,72.07,5.918,41.58,1
15987,186.2,50.13,1.525,31.05,0
15988,301.5,61.21,3.264,35.08,0
15989,760.4,30.85,1.83,39.62,0
15990,303.6,57.64,3.682,29.27,1
15991,323.8,41.16,0.956,44.37,0
15992,111.9,44.9,2.45,42.76,0
15993,1436.7,71.4,1.893,32.91,1
15994,358.7,92.06,2.957,35.43,1
15995,296.9,74.97,0.888,38.66,0
15996,408.7,47.95,4.148,38.88,1
15997,140.3,13.62,2.963,32.06,0
15998,169.6,41.48,3.705,34.15,0
15999,321.5,29.98,2.187,41.04,0
16000,316.0,25.49,2.426,35.74,0
16001,20.8,59.0,1.471,39.86,0
16002,221.8,37.32,0.329,26.58,0
16003,386.6,55.15,3.519,32.56,0
16004,317.5,72.99,2.918,44.05,0
16005,532.9,57.77,3.778,34.45,0
16006,210.8,59.9,1.149,46.61,0
16007,112.0,47.02,1.43,32.11,0
16008,620.3,66.91,2.032,43.53,0
16009,567.8,39.96,2.595,27.42,0
16010,972.1,71.68,2.026,44.14,1
16011,236.9,59.8,1.741,38.99,1
16012,792.4,38.1,4.641,37.4,0
16013,281.9,27.71,1.099,35.69,0
16014,511.0,55.16,3.097,38.17,0
16015,653.6,66.46,0.753,43.37,0
16016,1204.2,95.84,2.026,51.02,1
16017,834.8,63.74,2.018,36.56,0
16018,96.6,27.79,1.139,27.06,0
16019,29.1,45.42,2.032,39.98,0
16020,623.6,27.79,1.957,37.82,0
16021,284.3,27.68,6.447,31.13,0
16022,328.1,64.04,0.928,35.87,0
16023,403.5,66.12,1.96,47.32,0
16024,305.7,39.65,2.901,39.7,0
16025,652.6,27.42,0.618,35.51,0
16026,173.8,63.07,0.43,39.16,0
16027,411.2,85.53,0.915,38.93,0
16028,165.0,30.18,6.251,31.81,0
16029,521.4,53.55,0.921,28.66,0
16030,336.8,50.43,2.381,32.45,0
16031,811.3,70.67,1.013,39.64,0
16032,639.5,34.29,5.316,38.87,0
16033,928.1,21.44,2.038,30.33,0
16034,338.6,43.37,1.286,30.73,0
16035,790.0,45.55,1.902,38.34,0
16036,365.1,41.74,3.315,42.48,0
16037,742.7,75.87,2.105,34.6,0
16038,220.4,34.19,2.104,32.75,0
16039,407.3,38.29,1.996,42.45,0
16040,987.7,19.38,1.092,30.84,0
16041,88.2,73.36,1.671,47.99,0
16042,352.1,83.1,2.112,33.67,1
16043,223.3,81.57,1.587,41.63,0
16044,261.1,66.78,2.468,40.69,0
16045,359.4,86.39,1.909,48.4,0
16046,1046.4,71.34,3.827,41.69,1
16047,153.7,51.27,2.352,28.73,0
16048,472.5,32.99,1.601,30.07,0
16049,194.9,68.12,2.551,36.9,0
16050,135.5,65.48,5.991,26.99,0
16051,226.7,87.6,4.195,33.53,1
16052,225.3,73.72,1.643,34.79,1
16053,165.8,27.54,1.107,41.15,0
16054,132.4,66.31,1.433,34.77,0
16055,208.4,57.57,3.362,41.78,0
16056,779.3,61.74,0.638,33.67,0
16057,80.8,63.36,2.529,34.31,0
16058,286.7,28.55,1.413,44.13,0
16059,280.7,50.16,1.887,32.07,0
16060,405.6,31.6,0.942,39.04,0
16061,433.5,14.98,0.863,33.35,0
16062,424.2,34.78,3.112,35.19,0
16063,262.5,69.06,2.253,36.68,1
16064,133.9,21.05,1.867,53.4,0
16065,266.9,58.51,3.259,39.78,0
16066,580.0,53.48,0.979,33.16,0
16067,149.1,51.73,1.858,45.98,0
16068,282.2,36.91,0.973,35.23,0
16069,176.1,58.45,3.613,36.14,0
16070,547.8,26.41,5.583,38.49,0
16071,524.3,52.17,4.369,35.42,0
16072,612.4,92.43,0.752,42.04,1
16073,638.7,40.52,0.79,36.41,1
16074,226.8,73.99,5.27,26.33,0
16075,217.6,43.73,2.285,51.86,0
16076,108.0,95.28,3.437,39.21,1
16077,300.5,58.47,3.229,38.21,0
16078,345.5,59.81,1.664,26.85,0
16079,135.6,57.42,6.632,46.16,0
16080,370.4,55.71,1.375,45.94,0
16081,435.2,54.4,3.164,42.02,0
16082,435.8,29.33,2.177,25.95,0
16083,248.8,48.48,1.126,41.4,0
16084,165.8,58.55,1.754,42.68,0
16085,226.3,7.06,2.681,36.74,0
16086,234.5,71.89,1.57,47.2,0
16087,161.2,63.93,1.633,37.98,0
16088,848.6,69.9,3.892,32.61,1
16089,662.5,68.59,1.714,39.07,0
16090,556.1,37.5,4.224,43.14,0
16091,573.7,62.8,3.283,40.16,0
16092,229.7,65.01,1.469,45.24,0
16093,658.6,87.74,1.961,30.44,1
16094,1139.1,84.64,1.582,41.28,1
16095,58.8,57.32,2.15,45.2,0
16096,507.9,97.21,1.903,36.87,1
16097,764.1,70.39,3.107,31.15,1
16098,392.0,58.87,1.628,39.08,1
16099,94.6,42.93,1.622,32.21,0
16100,186.8,63.38,5.107,35.78,0
16101,279.7,88.64,1.065,45.19,0
16102,307.6,67.14,1.46,35.06,0
16103,689.2,64.43,4.38,25.92,1
16104,203.8,17.91,1.045,41.02,0
16105,439.1,20.08,1.75,34.62,0
16106,146.4,65.61,0.829,32.11,0
16107,908.7,53.86,0.916,30.8,0
16108,317.8,18.85,0.877,39.96,0
16109,439.4,19.53,3.715,36.84,0
16110,269.2,75.12,2.579,33.8,1
16111,168.3,85.33,2.376,46.63,0
16112,1844.3,84.1,0.889,29.49,1
16113,75.0,25.44,2.27,35.03,0
16114,364.8,57.94,1.699,38.9,0
16115,152.8,50.2,2.963,43.08,0
16116,445.2,51.43,1.642,33.8,0
16117,76.6,42.16,1.835,31.77,0
16118,80.8,24.57,2.795,38.47,0
16119,201.3,37.74,1.549,43.07,0
16120,198.0,60.59,1.429,39.22,0
16121,173.6,54.13,2.466,42.11,0
16122,189.6,31.86,1.759,38.5,0
16123,482.0,52.98,1.483,28.98,0
16124,33.6,73.93,2.06,44.65,0
16125,204.9,43.05,1.724,33.43,0
16126,156.4,54.62,3.038,43.44,0
16127,440.3,60.78,1.855,36.67,0
16128,490.5,51.66,1.977,39.62,0
16129,473.9,28.95,0.938,36.99,0
16130,1259.9,69.28,8.513,43.3,0
16131,468.1,62.74,4.555,39.24,0
16132,661.0,34.29,4.319,29.17,0
16133,718.6,57.43,1.549,44.46,0
16134,601.3,40.84,1.164,49.27,0
16135,215.0,64.56,1.966,40.34,1
16136,736.9,39.22,2.207,26.1,1
16137,387.8,44.46,4.081,31.35,1
16138,178.1,73.86,3.965,42.74,0
16139,562.6,67.52,5.219,37.65,0
16140,555.9,76.15,1.303,35.23,0
16141,511.4,53.91,2.667,39.04,0
16142,200.0,67.33,1.168,40.52,0
16143,354.6,30.13,2.049,40.0,0
16144,155.1,47.27,1.245,26.9,0
16145,773.9,57.42,3.57,26.1,1
16146,482.8,56.28,1.262,41.42,0
16147,308.3,59.01,1.432,41.1,1
16148,537.3,60.57,4.952,35.07,0
16149,105.8,78.07,1.102,48.12,0
16150,401.3,20.49,1.943,42.16,0
16151,718.9,50.72,1.332,38.61,0
16152,453.5,27.13,2.53,30.11,0
16153,729.1,55.55,2.047,45.4,1
16154,284.5,39.01,3.693,36.5,0
16155,253.3,73.8,6.571,48.0,0
16156,145.1,80.31,0.987,32.7,0
16157,318.1,89.63,2.16,35.91,0
16158,308.9,1.91,7.008,49.56,0
16159,222.8,51.58,2.038,27.45,0
16160,581.5,60.66,3.33,38.49,0
16161,92.5,92.95,2.997,44.92,0
16162,173.2,44.69,1.826,39.38,0
16163,937.7,68.89,4.09,28.48,0
16164,252.3,59.35,1.305,38.16,0
16165,329.2,72.6,3.752,41.75,0
16166,333.5,15.33,7.269,34.87,0
16167,378.4,57.44,0.92,48.75,0
16168,128.5,37.93,1.204,36.07,0
16169,991.4,71.72,2.235,49.58,0
16170,641.8,13.62,3.148,37.27,0
16171,579.8,65.48,3.534,45.13,1
16172,796.8,41.81,2.385,37.12,0
16173,160.6,82.67,2.102,27.35,1
16174,72.0,90.92,6.353,52.8,1
16175,318.3,57.75,1.419,44.56,0
16176,458.8,37.79,2.86,43.33,0
16177,257.7,12.15,0.195,26.35,0
16178,90.7,70.2,2.692,35.25,0
16179,238.9,25.79,2.993,31.72,0
16180,469.7,83.61,1.947,44.6,1
16181,684.9,29.24,2.906,30.22,0
16182,249.1,15.76,7.5,32.15,0
16183,629.0,70.48,1.537,34.85,0
16184,575.4,62.25,2.21,27.0,1
16185,221.3,78.26,0.506,41.74,0
16186,390.9,62.67,1.431,41.84,0
16187,570.5,79.75,1.67,40.03,0
16188,363.0,38.45,2.828,42.15,0
16189,709.8,78.42,2.763,37.24,0
16190,271.3,69.4,1.641,33.41,0
16191,692.8,86.9,2.76,44.22,1
16192,161.9,53.44,0.957,43.54,0
16193,259.8,41.78,2.679,30.33,0
16194,198.2,50.64,7.31,40.42,0
16195,532.4,17.85,1.896,34.22,0
16196,446.7,45.23,0.482,39.47,0
16197,692.1,53.27,2.394,44.82,0
16198,835.6,46.73,0.754,28.47,0
16199,434.4,71.53,2.688,19.94,1
16200,457.5,57.61,1.631,38.75,1
16201,302.8,61.03,1.973,34.25,0
16202,320.6,48.52,1.622,40.25,0
16203,206.7,27.42,0.992,41.2,0
16204,656.9,51.4,1.365,40.12,0
16205,110.9,22.54,3.078,29.03,0
16206,414.6,58.35,2.991,36.75,0
16207,843.7,70.17,1.675,47.48,0
16208,323.9,85.37,1.393,38.19,0
16209,154.0,62.73,1.947,41.7,0
16210,817.9,51.42,2.631,27.44,1
16211,244.1,58.21,0.98,31.61,0
16212,278.6,47.8,3.502,46.15,0
16213,780.1,94.47,1.097,32.59,1
16214,308.5,65.26,1.811,46.53,1
16215,202.4,73.41,2.701,39.8,0
16216,247.4,85.25,1.448,36.65,1
16217,1120.9,65.77,1.926,40.67,0
16218,577.7,77.86,1.256,41.62,0
16219,224.8,75.74,1.288,44.4,1
16220,133.9,77.71,4.042,44.44,0
16221,641.0,55.36,1.472,35.55,0
16222,74.1,20.53,4.584,46.56,0
16223,89.7,49.7,3.272,40.28,0
16224,374.2,88.77,2.356,48.78,0
16225,1038.5,24.7,9.537,41.41,0
16226,330.6,75.29,1.705,38.59,0
16227,313.0,81.87,1.471,26.24,1
16228,353.8,61.55,2.389,39.7,1
16229,381.5,59.91,1.331,39.06,0
16230,256.1,23.64,2.126,36.82,0
16231,215.8,43.85,2.999,39.11,0
16232,280.9,43.44,0.784,21.31,0
16233,504.6,48.45,1.246,29.65,0
16234,262.2,56.33,1.105,44.06,0
16235,456.4,36.22,1.103,31.11,0
16236,175.1,26.46,2.184,38.07,0
16237,130.3,29.41,2.538,49.01,0
16238,853.9,9.36,3.164,30.15,0
16239,301.2,60.08,1.114,39.88,0
16240,270.8,74.9,1.103,42.86,0
16241,788.1,88.14,2.454,28.29,1
16242,416.4,56.03,3.08,44.0,1
16243,325.0,41.31,1.159,46.55,0
16244,74.8,60.88,2.764,38.91,0
16245,44.4,75.14,3.612,32.63,0
16246,438.8,31.42,2.663,48.95,0
16247,331.9,56.77,1.193,37.7,0
16248,118.1,50.18,2.03,43.85,0
16249,149.9,39.74,3.034,41.08,0
16250,447.8,46.46,1.018,26.22,1
16251,104.2,87.45,2.043,36.54,0
16252,753.7,49.48,1.696,31.22,0
16253,1559.9,61.55,9.102,42.54,0
16254,266.9,69.41,1.677,36.96,0
16255,1378.5,39.04,2.046,48.08,0
16256,531.9,55.61,1.501,32.55,0
16257,331.6,55.38,2.118,36.64,0
16258,252.6,75.15,3.446,33.23,1
16259,405.5,50.02,0.961,37.15,0
16260,571.9,7.18,2.139,34.93,0
16261,64.5,77.0,1.018,31.43,0
16262,453.6,79.65,1.82,29.39,1
16263,243.9,48.43,3.359,40.83,0
16264,520.4,76.33,2.686,40.36,1
16265,1001.2,37.33,1.102,28.21,0
16266,387.7,42.92,2.943,44.57,0
16267,719.1,23.98,0.798,35.28,0
16268,88.7,59.99,2.453,42.24,0
16269,446.2,51.32,3.324,44.1,0
16270,197.1,54.52,1.457,37.51,0
16271,682.1,52.82,1.472,37.94,0
16272,406.9,12.55,2.792,32.18,0
16273,352.8,49.01,2.637,46.89,0
16274,452.2,77.7,2.193,36.93,0
16275,125.8,28.46,1.516,43.35,0
16276,272.1,72.34,1.998,39.3,0
16277,157.1,41.57,2.669,34.94,0
16278,610.4,23.35,1.695,48.02,0
16279,219.6,42.74,0.865,30.69,0
16280,755.6,49.51,1.63,38.79,0
16281,38.4,71.17,8.264,29.52,0
16282,198.2,19.65,2.227,46.56,0
16283,651.3,77.95,1.934,40.41,0
16284,134.3,39.41,1.864,39.77,0
16285,219.6,80.01,1.422,35.38,0
16286,661.9,44.49,1.691,38.41,0
16287,849.0,46.85,1.808,32.8,0
16288,116.8,89.04,2.808,32.96,0
16289,964.6,47.44,0.623,51.48,0
16290,213.7,74.32,3.086,33.96,0
16291,317.3,30.83,2.438,31.95,0
16292,172.4,81.5,4.482,48.81,0
16293,177.0,64.23,3.159,32.13,0
16294,59.1,46.96,1.139,40.08,0
16295,538.6,41.35,2.364,35.34,0
16296,239.4,67.78,2.212,29.26,1
16297,604.2,55.57,3.215,42.3,0
16298,266.5,55.05,2.847,45.87,0
16299,371.2,75.69,3.679,43.47,0
16300,533.2,57.4,6.378,32.79,0
16301,535.5,81.32,1.344,41.67,1
16302,292.1,45.65,2.135,51.28,0
16303,487.6,70.7,2.7,43.3,0
16304,464.4,88.51,3.291,40.64,0
16305,384.5,41.51,4.449,42.2,0
16306,435.0,40.89,0.816,45.0,0
16307,145.5,27.37,1.729,37.55,0
16308,47.3,68.32,1.952,41.18,0
16309,630.8,18.24,2.813,42.84,0
16310,833.0,53.42,3.141,46.87,0
16311,542.9,25.76,1.309,32.74,0
16312,429.0,52.32,1.433,33.63,0
16313,782.0,52.74,2.942,39.29,0
16314,228.9,92.04,2.851,32.73,1
16315,477.3,69.48,1.901,28.91,0
16316,300.5,28.08,3.199,36.91,0
16317,266.4,66.62,2.057,29.82,0
16318,110.8,79.4,2.259,41.76,0
16319,66.5,55.39,3.586,38.12,0
16320,384.6,27.42,2.587,39.7,0
16321,234.1,65.14,2.487,46.15,0
16322,357.5,18.59,3.271,48.71,0
16323,503.1,53.02,1.445,60.19,0
16324,102.0,88.23,2.919,32.44,1
16325,872.2,54.71,1.358,37.7,1
16326,246.6,45.7,1.934,37.17,0
16327,829.4,86.58,6.891,36.79,1
16328,1040.6,43.02,2.085,34.05,0
16329,389.8,43.79,1.95,31.69,0
16330,1505.2,65.47,1.338,33.83,1
16331,527.8,30.49,5.561,43.08,0
16332,551.2,43.72,2.39,42.76,0
16333,232.8,61.21,2.026,41.34,0
16334,448.9,55.47,3.694,32.35,1
16335,350.8,41.23,4.472,32.04,0
16336,379.3,72.19,3.643,44.64,0
