doc_id,topic,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47
2463,2,-0.141591,-0.039529,-0.046517,0.039374,-0.256032,0.045558,-0.058976,-0.199798,-0.242565,-0.040962,-0.047132,0.072107,-0.030716,-0.058559,-0.074249,-0.192042,-0.065997,0.133151,-0.0399,0.162524,-0.105346,-0.149475,-0.141598,0.049985,-0.058611,-0.10612,0.0045,-0.256273,0.176492,0.330484,0.080169,-0.056822,0.017696,0.281827,-0.004895,0.222098,-0.063803,0.225166,-0.022552,-0.187789,-0.228699,-0.22221,-0.151616,-0.150945,0.018215,-0.077569,0.164371,-0.109524
2464,2,-0.156615,0.055208,-0.119856,0.084393,-0.238965,-0.00248,-0.132681,-0.184098,-0.211664,0.067328,-0.036694,0.098197,0.061599,0.010689,-0.127685,-0.189333,0.002201,0.067866,0.067003,0.153435,-0.069046,-0.256889,-0.157279,0.010499,-0.12512,-0.080639,-0.118328,-0.130683,0.132031,0.259677,-0.039886,-0.203833,0.037428,0.2378,0.007205,0.226803,0.109282,0.290563,0.056476,-0.086593,-0.162207,-0.259337,-0.289512,-0.02704,0.132635,-0.040513,0.048105,-0.017236
2465,5,0.137146,0.008228,-0.091057,0.011525,-0.142738,-0.081465,-0.086065,-0.005795,0.017653,-0.045052,-0.05819,-0.15136,-0.031381,-0.248479,-0.050224,-0.209722,0.017881,0.14308,-0.125065,0.117281,-0.027197,0.011451,-0.093052,-0.152896,0.0612,0.16897,-0.065105,-0.299647,0.084652,0.106529,0.078809,-0.138391,-0.028287,-0.042979,-0.058117,0.255081,-0.114166,0.386776,-0.020939,-0.015591,-0.357875,-0.365143,-0.109408,0.007848,0.024691,0.131634,0.14472,0.019084
2466,3,-0.067332,0.043927,-0.036763,0.140827,0.016174,-0.010639,-0.187979,-0.1572,-0.086963,-0.182001,-0.049811,0.003059,0.077864,-0.007879,-0.074681,-0.16513,0.017358,0.096266,-0.127283,0.230256,0.004407,0.249067,-0.132189,0.01713,0.150942,-0.040686,-0.055208,-0.187688,0.097601,0.264247,0.089672,-0.103533,0.071058,0.063065,-0.083755,0.222319,-0.065611,0.197471,0.093325,-0.095458,-0.20703,-0.417867,-0.155779,-0.13904,0.037693,-0.246614,-0.022698,-0.244809
2467,5,0.145092,0.064925,-0.096288,-0.007782,-0.045742,-0.07096,-0.047328,0.012564,-0.113229,-0.122398,0.003108,-0.071735,-0.066597,-0.163306,-0.06245,-0.14916,0.048089,0.202375,-0.136167,0.288788,-0.033069,-0.070463,-0.187356,-0.110575,0.020413,0.261981,-0.091687,-0.270678,0.224468,0.173878,0.006183,-0.131251,0.041313,0.066172,-0.129368,0.279425,-0.115201,0.250186,0.068111,-0.095449,-0.220398,-0.331933,-0.191363,-0.108828,0.020774,0.011138,0.062639,-0.127475
2468,1,-0.179468,0.011047,-0.039251,-0.071734,0.004271,0.151181,-0.050764,-0.175941,-0.055129,-0.118799,-0.149701,-0.167747,-0.047943,-0.106423,-0.06586,-0.138702,0.000457,0.050297,-0.190848,0.239031,-0.063543,-0.236688,-0.069521,-0.124073,0.144238,0.148527,-0.12788,-0.280496,0.263529,0.182354,0.107483,-0.274039,-0.109893,0.141786,0.086761,0.055691,-0.152287,0.226444,0.132497,-0.065963,-0.177971,-0.237411,0.004252,-0.060719,0.14548,-0.061766,0.099706,-0.1738
2469,0,-0.203032,0.280026,-0.145152,-0.087029,0.036013,-0.014666,-0.10568,-0.129714,-0.098251,-0.179454,-0.081612,0.08115,-0.064769,-0.047567,-0.034562,-0.220247,0.047533,0.200391,-0.201302,0.239124,0.000175,-0.269371,0.000579,-0.042251,0.013677,0.160978,-0.181109,0.004328,0.167906,0.180977,0.055717,-0.142747,0.19908,-0.107159,-0.0139,0.247542,-0.074979,0.112961,0.10463,-0.005087,-0.29751,-0.147015,0.102332,-0.135437,-0.054754,-0.071032,0.148415,-0.205393
2470,0,-0.131742,0.268703,-0.305737,-0.235699,0.035685,0.077678,-0.063048,-0.118583,-0.089953,-0.114147,-0.108209,0.088342,-0.036083,-0.059002,-0.231754,-0.237643,-0.029893,0.124015,-0.168968,0.182553,-0.020772,-0.213534,-0.016187,-0.098226,0.030538,0.167066,-0.110591,-0.037894,0.106157,0.045847,-0.0261,-0.150628,0.122356,-0.072888,-0.046157,0.238613,-0.171161,-0.000882,-0.00539,-0.085463,-0.334946,-0.119899,0.106814,-0.054121,0.017904,-0.100812,0.154505,-0.275481
2471,0,-0.25323,0.077456,-0.266611,-0.20896,0.069426,0.045224,-0.057478,-0.115438,-0.060664,-0.183241,-0.125518,0.097505,-0.117169,-0.035611,-0.092821,-0.254707,-0.068001,0.046469,-0.096993,0.309657,-0.072139,-0.247847,-0.004995,-0.063866,-0.012458,0.014317,-0.143495,-0.142757,0.118257,0.146311,0.08005,-0.174672,0.12023,-0.100558,0.067069,0.296751,-0.008079,0.107808,0.058146,-0.020598,-0.222396,-0.146552,0.141921,0.005878,0.104356,-0.055235,0.133314,-0.297868
2472,0,-0.128261,0.219613,-0.202616,-0.11217,0.042047,0.028083,-0.028671,-0.015268,-0.148538,-0.20221,-0.075731,0.121436,-0.089628,-0.003203,-0.049853,-0.333209,-0.045431,0.209232,-0.185942,0.238579,-0.081221,-0.326643,-0.055137,-0.224067,0.064666,0.195169,-0.120081,-0.051582,0.132568,0.088059,-0.005416,-0.185368,0.044929,-0.084329,0.030343,0.26337,-0.153341,0.132262,0.037294,-0.045537,-0.204735,-0.081426,0.053649,-0.007327,0.078525,-0.049243,0.105241,-0.234741
2473,3,0.034466,0.062173,-0.026005,0.181116,0.060682,0.082344,-0.137141,-0.156044,-0.064229,-0.225038,0.056387,0.043696,0.009047,-0.072431,-0.014924,-0.027527,0.026997,0.070632,-0.093393,0.334367,-0.130566,0.181771,-0.157999,-0.120802,0.10258,-0.123262,-0.080567,-0.198584,0.086148,0.192677,0.232453,-0.164279,0.042117,0.003986,-0.167158,0.059799,0.059617,0.147075,0.185817,-0.218177,-0.051287,-0.342148,-0.230255,-0.110253,-0.080796,-0.287685,-0.062847,-0.099271
2474,0,-0.181243,0.21247,-0.288185,-0.205238,0.116666,0.064672,-0.029761,-0.115912,-0.030159,-0.212694,-0.166876,0.030684,-0.089853,0.078421,-0.051328,-0.213669,0.129241,0.133868,-0.189678,0.263006,-0.062022,-0.285733,-0.002695,-0.12626,-0.058627,0.13312,-0.108086,-0.043572,0.106313,0.126636,0.009159,-0.231697,0.066207,-0.120681,0.028747,0.184789,-0.088128,0.092234,0.061482,-0.042485,-0.304761,-0.073309,0.075651,-0.150745,-0.0085,-0.009095,0.143991,-0.216432
2475,4,-0.079992,0.105102,-0.222748,-0.006383,-0.1204,0.0466,-0.159423,-0.113988,-0.032663,-0.06836,-0.052629,0.015877,0.025916,-0.12859,0.016922,-0.294207,-0.052481,-0.086102,-0.170749,0.236719,0.123685,-0.277403,-0.098279,0.053527,0.131231,0.145591,-0.084899,-0.089922,0.160849,0.17133,0.17089,-0.150772,-0.060196,-0.028585,-0.156619,0.228678,-0.141508,0.042547,0.051399,-0.002876,-0.319383,-0.2072,-0.178227,-0.166619,0.011714,-0.087671,0.195244,-0.218732
2476,5,0.114415,0.01394,-0.042751,0.079084,-0.088988,-0.05443,-0.100324,-0.129994,-0.028878,-0.023783,-0.008752,-0.131238,0.038761,-0.307695,0.021156,-0.159898,0.103923,0.044717,-0.133629,0.209336,-0.061255,0.018214,-0.2242,-0.124462,0.05636,0.112632,0.030968,-0.177894,0.148955,0.008032,0.021322,-0.104582,-0.044394,0.033076,-0.038258,0.233194,-0.146002,0.414904,0.070732,-0.000719,-0.333808,-0.370512,-0.062104,-0.138166,0.009896,0.150351,-0.019402,-0.146146
2477,2,-0.117364,0.063852,-0.043435,0.040471,-0.294322,0.007247,-0.132063,-0.146298,-0.196504,-0.014837,-0.134712,0.116976,-0.022365,-0.100366,-0.176197,-0.156847,-0.087558,-0.02816,-0.059707,0.127499,-0.155865,-0.168831,-0.110715,0.000163,0.057479,0.053962,-0.073162,-0.270596,0.191996,0.312547,0.098107,-0.107658,-0.075265,0.221662,-0.066436,0.193525,-0.014028,0.282936,-0.020282,-0.128821,-0.169526,-0.268666,-0.207193,-0.068644,-0.046386,-0.108993,0.086482,-0.13541
2478,0,-0.148833,0.138614,-0.129794,-0.17191,0.000683,0.132664,-0.121665,-0.126169,-0.044918,-0.168892,-0.063465,-0.032286,-0.063236,-0.140366,-0.090633,-0.257547,0.040961,0.09414,-0.157497,0.276702,-0.024651,-0.348647,-0.062719,-0.126841,0.025371,0.15591,-0.139774,-0.053997,0.099897,0.12694,0.006708,-0.212414,0.034266,-0.069814,-0.040374,0.177707,-0.172908,0.058041,0.135616,0.063962,-0.326505,-0.161438,0.069634,-0.11433,-0.015326,-0.058369,0.143431,-0.295788
2479,1,-0.224378,0.11274,-0.059687,-0.082521,0.038461,0.120851,-0.001518,-0.145215,-0.103834,0.003629,-0.114707,-0.057388,-0.129554,-0.194022,-0.031746,-0.151069,0.136309,0.026506,-0.246803,0.21197,-0.028049,-0.162406,0.002158,-0.163795,0.048895,0.103693,-0.006989,-0.304833,0.252359,0.139605,0.0868,-0.094809,-0.034364,0.064457,0.096503,0.047859,-0.172981,0.21913,0.091935,-0.180712,-0.160808,-0.333179,-0.080839,-0.019067,0.127096,-0.04044,0.164666,-0.272585
2480,2,-0.184177,-0.078303,-0.107728,0.170605,-0.198417,0.077327,-0.171433,-0.16554,-0.284731,-0.010583,-0.017303,0.140461,0.009403,-0.058448,-0.129158,-0.172792,-0.062764,0.009416,-0.04152,0.097113,0.014858,-0.169831,-0.201863,0.00738,0.02427,0.022383,-0.015296,-0.174798,0.069995,0.265701,0.112188,-0.14076,0.078145,0.15612,-0.031367,0.241028,0.120671,0.261927,0.069578,-0.193254,-0.246748,-0.280184,-0.234473,-0.04462,0.031113,-0.112965,0.076204,-0.101036
2481,0,-0.100146,0.210181,-0.238313,-0.087105,0.002535,-0.020793,-0.222811,-0.097163,-0.074313,-0.255339,-0.085899,-0.062695,-0.048609,-0.066602,-0.038864,-0.244751,0.106607,0.2223,-0.256165,0.324022,0.043999,-0.256376,-0.098574,-0.068771,-0.051052,0.063589,-0.101644,-0.002386,0.096976,0.155151,0.064035,-0.161457,0.105502,-0.017168,0.06743,0.317223,-0.071569,0.087155,0.036017,-0.035113,-0.24863,-0.094365,0.036381,-0.069576,-0.070544,-0.103414,0.034941,-0.22778
2482,2,-0.214083,-0.067892,-0.129632,0.062899,-0.269411,0.041774,-0.240004,-0.134584,-0.175101,-0.107186,-0.265839,0.087081,0.015772,-0.099107,-0.108795,-0.120165,0.028849,0.069722,0.024826,0.107555,-0.053596,-0.211302,-0.156837,0.096533,-0.012808,0.027453,0.010661,-0.143353,0.221605,0.219198,0.009525,-0.166213,-0.015303,0.256208,-0.043144,0.293828,0.009249,0.14264,0.081069,-0.073389,-0.211096,-0.328631,-0.148249,-0.057149,-0.099881,-0.044321,-0.002015,-0.004903
2483,0,-0.126668,0.117334,-0.118529,-0.184464,0.076441,-0.057013,-0.205644,-0.214339,-0.118979,-0.300474,-0.144386,-0.001307,-0.096337,-0.016153,-0.177779,-0.183918,0.096177,0.194259,-0.05672,0.225533,0.103717,-0.329412,-0.060414,-0.001913,-0.015543,0.117333,-0.126853,-0.071097,0.112122,0.141574,0.038317,-0.149256,0.014129,-0.094156,-0.057873,0.214952,-0.104194,0.138771,0.12657,-0.07693,-0.280663,-0.023387,0.115544,-0.206964,-0.038346,-0.093282,-0.000942,-0.229503
2484,4,-0.063282,0.099823,-0.228363,-0.028333,-0.123872,0.057841,-0.285594,-0.016167,-0.147324,-0.037894,-0.03076,0.095453,0.186597,-0.051081,0.03057,-0.292214,-0.064623,-0.004266,-0.249926,0.230564,0.072987,-0.246231,-0.138419,0.023886,0.189252,0.157387,-0.054944,-0.08783,-0.010785,0.182477,0.125505,-0.22254,0.05306,0.002279,-0.092378,0.170352,-0.066362,0.151708,0.028346,0.075635,-0.320674,-0.21492,-0.102479,-0.077437,0.061633,-0.134369,0.195819,0.007945
2485,0,-0.075222,0.142099,-0.307696,-0.18837,-0.074834,0.073587,-0.107383,-0.120587,-0.051475,-0.122112,-0.122672,0.15152,-0.088927,0.058526,0.002301,-0.223476,0.05232,0.206711,-0.178988,0.207164,0.104784,-0.233566,0.037691,-0.126545,-0.026436,0.160128,0.006456,-0.120029,0.158246,0.070534,0.124731,-0.095726,0.242356,-0.068999,-0.041252,0.176216,-0.048852,0.160341,0.046564,-0.076655,-0.344899,-0.209201,0.134577,-0.089021,-0.093466,-0.13142,0.087083,-0.190793
2486,4,-0.121795,0.107056,-0.271665,-0.119977,-0.179677,-0.018963,-0.178446,-0.064516,-0.102445,-0.208914,-0.065583,-0.009595,0.085232,-0.152873,0.013011,-0.210899,-0.044757,-0.028093,-0.269663,0.2045,0.083919,-0.189611,0.091374,-0.053992,0.216834,0.115394,-0.106427,-0.065007,-0.063092,0.12664,0.090044,-0.226288,-0.042469,0.019378,-0.159828,-0.007619,-0.068113,0.010522,-0.007837,0.044258,-0.414573,-0.198966,-0.142529,-0.120818,0.005127,-0.094563,0.233775,-0.108141
2487,5,0.037691,-0.044828,-0.086123,-0.07319,-0.116738,-0.046635,-0.047448,-0.079267,-0.032294,-0.025696,-0.184286,-0.151597,0.010463,-0.240259,-0.080946,-0.224592,0.093442,0.000978,-0.162896,0.092545,-0.054776,-0.021327,-0.158002,0.046508,-0.035791,0.027885,-0.04221,-0.262186,0.196119,3.1e-05,0.092245,-0.135223,0.053082,0.095437,-0.051659,0.127733,-0.081019,0.486906,0.033719,-0.113647,-0.244811,-0.411037,-0.06624,-0.089394,0.062842,0.076708,0.104871,-0.151767
2488,2,-0.216277,-0.049901,0.008151,0.027851,-0.145198,0.046101,-0.125572,-0.00737,-0.123177,0.020872,-0.163673,0.124954,0.034068,0.035562,0.019429,-0.135441,-0.060083,0.051315,0.029865,0.173854,-0.015771,-0.181479,-0.180455,0.054113,-0.215538,-0.107005,-0.061637,-0.277093,0.128765,0.271254,0.044336,-0.223794,-0.018757,0.197201,0.03322,0.164338,0.066428,0.240806,0.101668,-0.124077,-0.22652,-0.340421,-0.291116,-0.149523,-0.057306,-0.068172,-0.001612,-0.085173
2489,4,-0.066386,-0.086115,-0.298741,-0.065262,-0.259412,0.129256,-0.17804,-0.067208,-0.101719,-0.167378,-0.111914,-0.014584,0.024651,-0.076349,-0.028631,-0.294831,-0.05448,-0.014948,-0.26349,0.146207,0.166966,-0.163456,-0.05431,-0.018923,0.136158,0.154355,-0.114485,-0.132965,-0.057274,0.057585,0.05625,-0.090148,0.022122,0.100494,-0.214579,0.115761,-0.118036,0.212169,0.045678,-0.090652,-0.34952,-0.277353,-0.122147,-0.128576,-0.039129,-0.081708,0.044727,-0.07876
2490,4,0.005845,0.100313,-0.249065,-0.138751,-0.013193,-0.080779,-0.197419,-0.019914,-0.02434,-0.043867,-0.008781,0.018312,0.084042,-0.153362,0.090861,-0.283666,-0.03263,-0.065857,-0.233301,0.20613,0.075333,-0.290759,-0.041126,-0.052372,0.143717,0.209263,-0.157745,-0.164098,0.073361,0.135086,0.165806,-0.102662,0.011483,0.016735,-0.026497,0.11478,-0.10905,0.04637,0.104913,-0.169516,-0.320288,-0.223998,-0.123229,-0.12241,0.038387,-0.141265,0.267771,-0.145919
2491,2,-0.295846,-0.039901,-0.082095,0.061643,-0.278588,-0.031123,-0.043675,-0.190809,-0.290368,-0.027699,-0.109173,0.214256,0.036517,0.035218,-0.074061,-0.100409,0.062013,0.069274,-0.011304,0.150721,-0.033934,-0.151868,-0.131888,-0.071151,-0.078339,-0.097574,0.036603,-0.032996,0.12755,0.25785,0.096936,-0.033008,-0.036371,0.254876,0.092726,0.136628,-0.011234,0.211849,0.077271,-0.173177,-0.21482,-0.26225,-0.311805,-0.066315,0.096089,-0.131007,0.102891,-0.069783
2492,0,-0.058595,0.1608,-0.181201,-0.068067,0.04102,0.09208,-0.185371,-0.132924,-0.076104,-0.095794,-0.192918,-0.038758,-0.075039,-0.003441,-0.048747,-0.151326,0.146941,0.118101,-0.201551,0.239909,0.03323,-0.281304,-0.084975,-0.105677,0.044328,0.119554,-0.194188,-0.036178,0.0496,0.09561,0.026555,-0.214149,0.163301,-0.102617,-0.074021,0.306803,-0.187357,0.048906,0.128403,-0.02452,-0.261554,-0.124998,0.032961,-0.041265,0.063414,-0.06382,0.103808,-0.378914
2493,0,-0.146044,0.176661,-0.121279,-0.103089,0.083098,-0.01173,-0.128722,-0.040193,-0.034257,-0.212208,-0.173734,0.075945,-0.178952,0.039712,-0.15035,-0.225236,0.042488,0.185418,-0.205798,0.243806,0.083368,-0.275041,-0.024237,-0.053138,-0.033508,0.075291,-0.197153,-0.073744,0.143197,0.094288,-0.037787,-0.204882,0.108046,0.007858,-0.041789,0.351232,-0.110928,0.182943,0.069804,-0.051837,-0.264929,-0.034753,0.105001,-0.076531,-0.028395,-0.016246,0.06043,-0.277018
2494,2,-0.193665,-0.002673,-0.136547,0.081906,-0.185098,0.201958,-0.123893,-0.194532,-0.179248,-0.105458,-0.080913,0.163715,-0.049914,0.004814,-0.113448,-0.225375,0.026878,0.242095,-0.023904,0.172979,-0.069342,-0.100441,-0.189464,0.046743,-0.058044,-0.014855,-0.074569,-0.100782,0.128536,0.29825,0.056353,-0.148714,-0.080193,0.187147,0.038107,0.159436,0.107726,0.245661,0.090225,-0.204043,-0.171738,-0.233524,-0.221487,-0.088134,-0.008582,-0.091731,0.183586,-0.011754
2495,2,-0.136142,0.080043,-0.090677,-0.044338,-0.297628,0.009844,-0.095584,-0.133264,-0.230516,-0.084217,-0.095424,0.175409,-0.058414,-0.046117,-0.079212,-0.196073,-0.029696,0.020994,0.00272,0.1596,-0.13061,-0.133966,-0.153721,0.043363,-0.124496,0.031921,-0.121461,-0.180634,0.080327,0.260411,0.082486,-0.137725,-0.137741,0.291806,-0.133385,0.193976,0.033769,0.263972,0.023524,-0.112914,-0.121646,-0.275436,-0.290227,-0.130796,0.047173,-0.068558,0.069614,-0.01538
2496,5,0.036301,-0.003388,-0.01081,0.067797,-0.095583,-0.08559,-0.107623,-0.122616,-0.052032,-0.04408,-0.081783,-0.143995,-0.086698,-0.236457,-0.100064,-0.299844,0.048094,0.119365,-0.172461,0.156421,-0.098638,-0.167881,-0.099981,-0.084776,0.004871,0.214624,-0.089402,-0.36509,0.066356,-0.085248,0.039716,-0.074388,0.078678,0.019278,-0.048573,0.207632,-0.032011,0.284985,-0.048434,-0.002852,-0.286214,-0.410839,-0.102017,0.024074,0.083412,-0.000328,0.064159,-0.118498
2497,3,-0.112998,0.009034,0.067461,0.079917,0.037783,0.014666,-0.187984,-0.168426,-0.123144,-0.123074,-0.096635,-0.037441,0.029265,-0.083302,-0.175232,-0.208495,0.026569,0.062295,-0.203748,0.378706,-0.069881,0.166366,-0.156109,-0.07304,0.097752,-0.10961,-0.125845,-0.170773,0.095603,0.263206,0.184388,-0.015478,-0.03738,-0.020761,-0.060226,0.194194,0.00902,0.12815,0.131952,-0.249382,-0.022074,-0.31048,-0.222271,-0.117255,0.037545,-0.098353,-0.038351,-0.212049
2498,0,-0.114423,0.098767,-0.190179,-0.121846,0.09973,0.010614,-0.143851,-0.116199,-0.088415,-0.178017,-0.136593,0.128414,-0.091754,-0.071065,-0.149541,-0.281425,0.069805,0.138535,-0.18371,0.374525,0.041015,-0.284197,-0.00743,0.002175,-0.004037,0.085819,-0.109753,-0.083374,0.136949,0.178563,0.060825,-0.128946,0.132691,-0.036328,0.010188,0.225067,-0.175434,0.20684,0.092529,0.0751,-0.168306,-0.133985,0.126829,0.015071,-0.011701,-0.028062,0.178248,-0.248038
2499,4,-0.06329,0.01255,-0.187282,-0.105739,-0.155967,-0.001565,-0.153242,-0.015241,0.008247,-0.199994,0.000707,0.029489,0.130079,-0.132392,0.023201,-0.270793,-0.083525,-0.004152,-0.221306,0.264455,0.062619,-0.27066,-0.135002,0.036038,0.01762,0.175956,-0.08087,-0.125583,0.014464,0.210886,0.199671,-0.157291,-0.094715,0.048385,-0.033627,0.132706,-0.221735,-0.062223,0.06468,0.008935,-0.271512,-0.336438,-0.146192,-0.106134,0.077189,-0.073773,0.145175,-0.165612
2500,5,0.006116,0.038958,-0.108564,-0.048107,-0.087171,-0.131279,-0.048693,-0.0774,-0.070187,-0.177365,0.012844,-0.188393,-0.122056,-0.196428,-0.061186,-0.21427,0.027444,0.197568,-0.167941,0.219575,-0.055203,-0.012936,-0.126745,-0.003431,-0.027872,0.158495,0.032789,-0.259031,0.167909,0.073331,0.008752,-0.132902,0.071868,0.024307,-0.062935,0.230888,-0.093438,0.372562,0.023368,-0.039753,-0.342406,-0.33895,-0.06345,0.014313,0.124538,0.132476,0.035353,-0.108358
2501,3,-0.116485,-0.033108,0.130737,0.127251,0.024351,0.008286,-0.216726,-0.113052,0.048181,-0.151296,0.091058,-0.002699,0.011088,-0.083924,-0.122609,-0.178669,0.039233,0.016238,-0.108358,0.236213,-0.075894,0.067009,-0.111102,-0.094083,0.124084,-0.052459,-0.08519,-0.07504,0.135222,0.308298,0.156054,-0.15906,-0.064546,-0.077931,-0.0859,0.172463,-0.068584,0.159942,0.233398,-0.324228,-0.099709,-0.398636,-0.19047,-0.072248,-0.098487,-0.171236,-0.025855,-0.148022
2502,5,0.116846,0.035841,-0.160749,0.061938,-0.044753,-0.024799,-0.054639,0.006826,-0.048168,-0.145692,-0.102616,-0.053038,-0.057235,-0.198524,-0.130104,-0.222183,0.057557,0.092237,-0.101194,0.240992,-0.04117,0.004709,-0.165935,-0.002116,-0.099907,0.104689,-0.083228,-0.091376,0.127349,0.082908,0.136598,-0.013596,0.121575,0.065586,-0.126164,0.327581,-0.121116,0.382132,0.040824,0.005626,-0.285334,-0.359997,-0.082234,-0.041377,0.18621,0.043971,0.120085,-0.202739
2503,4,-0.144222,0.029528,-0.255972,-0.028349,-0.102338,-0.061433,-0.228772,-0.009551,-0.064097,-0.167005,-0.039715,-0.044555,0.044536,-0.13152,0.040529,-0.233846,-0.035415,-0.095009,-0.271125,0.217746,0.125825,-0.141542,-0.180179,-0.005552,0.080167,0.159392,-0.096884,-0.114929,-0.062012,0.195744,0.10015,-0.11287,-0.048426,0.103382,-0.066259,0.130318,-0.135941,0.061705,0.126327,-0.000446,-0.303745,-0.333216,-0.11174,-0.201721,0.066819,-0.163287,0.229296,-0.049074
2504,5,0.039482,-0.035376,-0.143845,0.136227,-0.121964,-0.105991,0.024499,-0.202329,0.058706,-0.042922,-0.101559,0.005855,-0.073633,-0.278621,-0.038103,-0.210617,0.0531,0.186966,-0.149732,0.210005,-0.06077,-0.132412,-0.054773,-0.087919,-0.068873,0.142348,0.011745,-0.248356,0.089522,0.046001,0.067402,-0.08999,-0.070302,0.112533,-0.160419,0.268062,-0.124766,0.334505,-0.01446,-0.068798,-0.209078,-0.400002,-0.082118,0.022148,0.08699,0.025578,0.139939,-0.116575
2505,0,-0.174001,0.230413,-0.141765,-0.180106,0.038263,0.016547,-0.124896,-0.094974,-0.174041,-0.121619,-0.144374,-0.042311,-0.009515,-0.079996,-0.073026,-0.145449,0.046034,0.108199,-0.135773,0.303284,0.045441,-0.326022,-0.076249,-0.134757,0.053796,0.164891,0.018332,-0.087217,0.162099,0.065393,-0.027004,-0.166004,0.115032,0.02731,-0.012949,0.291805,-0.020151,0.094636,0.086445,-0.008953,-0.274875,-0.142509,0.111263,-0.100294,-0.027744,-0.082516,0.215904,-0.308066
2506,3,-0.141263,-0.015249,-0.026649,0.120772,0.024022,0.028378,-0.195319,-0.206046,-0.055432,-0.123118,-0.060608,-0.0675,-0.046784,-0.006443,-0.170047,-0.182157,0.025638,0.061557,-0.137285,0.380414,-0.181705,0.088473,-0.182265,0.017256,0.141927,-0.048996,-0.045212,-0.190648,0.148536,0.264896,0.110081,-0.082648,0.057696,0.027028,-0.070536,0.09746,-0.038914,0.212005,0.143798,-0.122108,-0.142507,-0.252838,-0.163314,-0.17208,-0.076418,-0.235493,-0.104046,-0.253047
2507,2,-0.147013,0.063834,-0.045671,0.105293,-0.312448,0.095494,-0.203253,-0.176835,-0.153611,-0.072518,-0.064432,0.087071,-0.00873,-0.010777,-0.119216,-0.235656,-0.011299,0.0812,-0.055307,0.179094,-0.068869,-0.181629,-0.139977,-0.001394,-0.083652,0.062712,-0.004008,-0.211946,0.103981,0.292464,-0.023946,-0.123236,-0.064414,0.225034,-0.075008,0.206515,0.010573,0.275133,0.057474,-0.100453,-0.286583,-0.196979,-0.261422,-0.049926,0.089597,-0.030778,0.088149,-0.057904
2508,2,-0.234405,0.084594,-0.054258,0.090231,-0.318321,-0.004098,-0.126543,-0.116214,-0.251743,-0.05376,-0.044117,0.223148,0.020103,-0.065219,-0.063884,-0.191626,-0.066699,0.248625,-0.081118,0.112466,-0.129224,-0.133022,-0.088269,-0.023189,-0.036944,-0.136164,-0.095056,-0.223618,0.127935,0.256708,0.07323,-0.097191,-0.115955,0.185757,-0.046578,0.209499,-0.011139,0.179162,0.098487,-0.100972,-0.279052,-0.182342,-0.179303,-0.071009,0.125062,-0.008291,0.103583,-0.08584
2509,3,0.003042,-0.117365,-0.049116,0.252509,-0.003912,0.074931,-0.187878,-0.119906,0.056946,-0.225492,-0.032165,0.034892,-0.044466,-0.112169,-0.139116,-0.064566,0.062125,0.105145,-0.220346,0.33139,-0.031038,-0.010858,-0.04459,-0.030634,0.065005,-0.126869,-0.113149,-0.167857,0.114574,0.294472,0.126591,-0.189244,0.035098,-0.074743,-0.154204,0.140291,-0.05222,0.302194,0.126021,-0.145201,-0.107845,-0.213619,-0.140789,-0.090547,-0.01058,-0.243877,-0.08987,-0.21401
2510,5,0.109638,-0.043621,-0.048658,-0.053281,-0.070626,-0.089633,-0.066341,-0.089107,-0.087091,-0.047171,-0.052552,-0.075934,0.026439,-0.08705,-0.157784,-0.186624,-0.014591,0.154989,-0.195438,0.243432,-0.01887,-0.102059,-0.234413,-0.066409,0.088607,0.194244,-0.156254,-0.291517,0.185923,0.156806,0.107536,-0.128905,-0.158445,0.096768,-0.099985,0.086209,-0.169114,0.339591,-0.04391,-0.016714,-0.210394,-0.380944,-0.107438,-0.003977,0.06853,0.156305,0.006461,-0.083018
2511,3,-0.064944,-0.030443,0.07244,0.174984,-0.00328,0.037839,-0.1797,-0.074166,-0.098321,-0.110151,-0.099572,-0.063045,0.0377,0.013965,-0.082949,-0.167946,-0.026145,0.103948,-0.148292,0.279113,-0.12965,0.011473,-0.179805,-0.046597,0.111547,-0.081839,-0.102086,-0.233114,0.12645,0.37212,0.200978,-0.180243,0.036627,-0.007209,-0.103795,0.064754,-0.143505,0.115581,0.22832,-0.24257,-0.158527,-0.251296,-0.059863,-0.108199,-0.021779,-0.275495,-0.004244,-0.179012
2512,3,-0.000545,0.028651,0.093793,0.1032,0.003863,0.114248,-0.200379,-0.106396,0.09446,-0.139256,0.005182,0.040432,0.027608,0.059149,-0.118322,-0.184671,0.063471,0.041737,-0.169915,0.372819,-0.137858,0.032966,-0.13492,-0.054162,0.048103,-0.113137,-0.169287,-0.147754,0.074055,0.236926,0.07888,-0.032151,0.029411,0.010785,-0.089927,0.100682,-0.177422,0.118068,0.209433,-0.261162,-0.09985,-0.371393,-0.155438,-0.100378,-0.120305,-0.250018,-0.140229,-0.16743
