area_k_sqft,area_sqft,bedrooms,bathrooms,age_years,lot_sqft,price_usd
1.4273,1427.3,2,2,59.88,3796.2,439747.89
1.2653,1265.3,3,2,16.89,2077.0,499439.27
1.8717,1871.7,2,1,44.59,5883.6,601453.83
2.8784,2878.4,3,2,45.64,6689.6,792403.6
3.2019,3201.9,4,3,25.19,4549.3,1012106.57
1.7601,1760.1,2,1,13.31,4549.0,569956.89
3.1095,3109.5,5,2,7.08,5258.7,1033755.3
2.2482,2248.2,4,2,37.4,8162.7,753208.37
2.1566,2156.6,3,1,5.53,5468.5,677770.5
2.3734,2373.4,3,1,15.48,5426.2,741068.03
2.1353,2135.3,5,3,37.88,6151.5,815464.87
2.6931,2693.1,3,2,32.69,4361.5,813213.1
2.4863,2486.3,4,2,27.04,9959.5,829097.85
1.6371,1637.1,2,1,7.39,5143.3,567658.19
2.0195,2019.5,3,2,21.59,4971.4,672522.09
2.8421,2842.1,5,3,24.72,9123.3,970081.18
2.0225,2022.5,2,1,43.67,4493.7,576013.38
2.4043,2404.3,3,2,7.83,7285.8,762513.34
3.1662,3166.2,5,2,11.31,9579.0,1073080.07
2.645,2645.0,4,2,3.26,7173.0,865262.24
3.2927,3292.7,4,2,20.49,7064.3,1041404.04
2.1458,2145.8,4,2,10.84,4361.3,737743.36
3.2645,3264.5,5,2,20.48,6301.2,1057096.13
2.503,2503.0,4,1,17.69,5872.7,851605.65
4.0264,4026.4,6,3,73.99,6505.0,1225332.73
3.916,3916.0,5,3,30.43,6229.3,1216894.9
2.5864,2586.4,5,2,30.93,9224.4,928403.33
2.9609,2960.9,5,3,26.94,12269.8,1027535.94
3.2704,3270.4,5,2,28.97,12134.9,1086478.64
1.8638,1863.8,3,2,11.46,5691.8,607989.75
2.6084,2608.4,4,2,70.64,6639.6,824529.09
2.5627,2562.7,4,2,32.09,7582.1,787906.92
2.2101,2210.1,3,1,68.21,6394.8,659438.93
2.0341,2034.1,3,1,18.35,8328.4,644822.04
1.4832,1483.2,3,2,36.53,5977.5,511096.34
2.7632,2763.2,4,2,25.9,5281.2,911662.26
2.043,2043.0,3,2,40.52,2944.7,600115.96
3.2114,3211.4,5,3,33.54,10942.5,1043999.85
1.4102,1410.2,3,1,18.79,3600.1,479803.98
3.5326,3532.6,6,3,3.1,5278.7,1151145.18
2.7447,2744.7,3,2,36.61,5768.2,809993.2
1.5329,1532.9,1,1,60.58,5163.7,448469.11
3.2535,3253.5,5,3,14.61,10637.7,1066859.97
2.4546,2454.6,3,2,32.92,6342.2,748543.3
2.3109,2310.9,3,2,17.46,5305.4,729133.76
2.1549,2154.9,3,1,43.05,6815.0,662179.41
1.5123,1512.3,2,1,60.6,4944.7,438671.13
3.2571,3257.1,4,3,25.21,10441.7,1008081.59
2.6049,2604.9,3,1,26.72,7425.0,828223.41
2.4091,2409.1,4,2,48.97,6269.7,773492.84
3.8981,3898.1,7,4,2.48,7959.1,1352744.9
3.9537,3953.7,5,3,120.0,9462.7,1164363.0
2.8071,2807.1,4,3,25.35,5005.0,907268.29
1.6283,1628.3,2,2,30.03,4171.8,519675.28
2.0763,2076.3,3,2,24.21,3788.9,733305.5
2.994,2994.0,5,3,13.45,5368.2,1025970.96
4.0031,4003.1,6,4,4.37,11712.9,1278375.11
4.0424,4042.4,5,3,105.09,7092.3,1223594.79
3.2886,3288.6,5,2,16.09,8966.2,1056594.07
2.2552,2255.2,3,2,28.63,8035.6,790753.58
2.2416,2241.6,3,1,23.15,5598.5,681660.63
1.3914,1391.4,2,1,80.2,2828.0,402438.19
1.386,1386.0,2,1,11.36,5459.1,469523.16
2.218,2218.0,3,1,19.06,4183.3,699699.96
3.0466,3046.6,4,2,22.81,9479.0,951190.51
1.4773,1477.3,3,2,37.45,3080.5,536229.96
3.234,3234.0,5,3,11.03,9376.6,1090964.54
4.4647,4464.7,7,4,24.85,13265.1,1449469.92
3.3026,3302.6,5,3,35.87,8256.6,1070473.2
2.7804,2780.4,4,2,7.72,5016.6,920120.89
1.2273,1227.3,3,2,38.49,3952.7,472563.17
2.1277,2127.7,3,2,29.46,8589.3,714035.52
1.0651,1065.1,1,1,40.41,4113.9,323239.46
2.3035,2303.5,3,2,8.47,8861.1,761638.17
2.2434,2243.4,4,3,52.16,6372.6,723684.31
2.9419,2941.9,4,2,4.68,5676.8,949802.65
2.6536,2653.6,3,2,24.41,4296.6,808498.21
1.0958,1095.8,2,2,15.56,2351.4,457711.76
4.3749,4374.9,7,4,44.41,16509.5,1468160.03
1.7616,1761.6,3,2,24.26,5983.9,626432.25
1.1368,1136.8,1,1,10.77,4749.0,390558.18
2.5725,2572.5,3,2,27.21,9094.7,823163.79
2.5235,2523.5,4,2,11.66,9848.8,860428.69
2.1891,2189.1,3,2,66.5,7916.3,703734.43
1.4744,1474.4,2,1,47.29,4099.4,486008.49
2.732,2732.0,4,2,12.46,6383.2,918261.24
1.1163,1116.3,3,3,32.11,3178.0,496139.75
1.4157,1415.7,2,2,14.58,2834.7,472878.05
1.6456,1645.6,3,1,8.33,3422.1,582651.42
4.2193,4219.3,6,3,50.43,7700.5,1296329.52
2.1194,2119.4,3,1,18.68,5443.2,709293.17
2.6463,2646.3,3,1,3.54,4866.0,803521.3
1.5961,1596.1,2,1,6.99,3542.0,538804.46
1.9477,1947.7,1,1,13.06,3714.9,593359.09
2.7654,2765.4,5,3,41.17,6235.5,919631.52
2.1285,2128.5,4,2,46.32,4053.9,733438.36
2.1784,2178.4,3,1,21.63,6658.9,677949.75
2.7676,2767.6,4,3,32.21,11557.3,907941.43
4.25,4250.0,7,4,37.62,14199.8,1428203.27
2.469,2469.0,3,1,36.59,5542.7,724753.21
0.9947,994.7,2,1,27.68,1956.8,369778.77
1.6269,1626.9,2,1,31.16,3286.1,525013.76
3.2039,3203.9,4,3,46.15,11718.8,1017536.23
1.8799,1879.9,4,2,20.82,6150.9,730288.95
1.6892,1689.2,3,2,30.15,6230.6,631461.93
2.0874,2087.4,3,1,45.14,7479.2,652509.18
3.3856,3385.6,5,3,21.02,6747.0,1128202.91
1.987,1987.0,3,1,44.97,6741.5,586641.54
1.3884,1388.4,3,2,69.42,4205.8,472548.43
1.4218,1421.8,3,2,10.25,5443.8,548439.98
2.873,2873.0,4,1,18.55,8153.5,934607.88
2.3245,2324.5,3,1,3.37,4184.0,707864.98
1.7527,1752.7,3,2,17.47,4732.2,635460.59
1.1743,1174.3,3,2,34.53,4119.2,464013.44
2.1167,2116.7,4,2,66.04,8144.5,674987.62
1.8852,1885.2,3,2,8.03,4941.6,651100.17
1.5501,1550.1,2,1,12.53,5615.6,538872.4
1.7548,1754.8,3,2,15.95,2716.9,658494.42
1.7735,1773.5,2,2,11.74,5826.3,581202.52
2.1376,2137.6,2,1,23.1,8661.6,674011.06
2.4132,2413.2,4,2,2.83,5084.5,809931.75
1.761,1761.0,2,2,8.21,5018.8,616386.84
1.8775,1877.5,3,2,28.54,6696.1,679089.43
2.4766,2476.6,5,3,15.87,9723.6,862075.96
3.5445,3544.5,6,2,8.38,9147.9,1235808.38
2.1857,2185.7,3,2,6.33,6581.6,726208.51
2.6107,2610.7,4,2,20.46,6219.8,862144.66
1.5508,1550.8,4,2,44.24,5688.5,591056.02
1.0271,1027.1,1,1,21.35,3405.8,289476.97
2.0588,2058.8,4,3,2.12,8023.3,758510.73
1.5446,1544.6,2,1,11.8,3195.4,543803.4
3.3818,3381.8,6,4,35.49,9397.7,1126623.82
3.7402,3740.2,5,3,26.49,8825.7,1158442.11
3.1546,3154.6,4,3,8.65,7223.6,1044993.27
2.0696,2069.6,3,2,23.0,5131.2,669501.18
1.846,1846.0,3,1,16.75,4865.6,632995.73
1.953,1953.0,3,1,48.91,5057.6,671018.31
2.7754,2775.4,4,2,7.97,10394.1,921419.26
1.912,1912.0,2,1,120.0,6282.8,476001.03
1.3067,1306.7,2,1,9.99,5022.9,448283.32
2.2862,2286.2,3,1,19.72,8506.7,694674.16
2.7272,2727.2,3,2,36.88,6092.6,839861.22
2.4275,2427.5,4,2,10.04,7419.3,838544.19
2.8197,2819.7,4,2,55.86,10482.2,954591.27
1.4545,1454.5,3,2,46.28,2282.1,521252.69
1.5201,1520.1,2,1,36.53,4063.8,549048.17
3.3659,3365.9,5,3,4.55,14096.8,1148621.08
1.9054,1905.4,2,1,12.59,5621.7,631465.46
2.885,2885.0,4,2,33.07,7967.1,948820.41
1.7345,1734.5,2,1,22.05,6511.9,552774.29
1.5997,1599.7,3,1,30.24,5243.3,553614.04
1.4227,1422.7,2,1,17.39,4382.5,485428.05
1.3239,1323.9,2,1,19.71,3509.9,470849.98
2.5886,2588.6,3,2,71.88,9071.1,745002.76
1.2014,1201.4,1,1,29.22,2815.2,396534.65
2.4854,2485.4,4,2,13.52,8744.3,812820.09
2.4412,2441.2,4,3,51.22,9865.4,854114.49
4.458,4458.0,7,4,7.42,7270.8,1486728.34
1.8642,1864.2,3,2,78.53,4241.5,528753.47
1.2519,1251.9,1,1,11.2,4843.9,377442.16
2.6964,2696.4,3,1,14.05,8252.7,805794.99
1.3974,1397.4,2,1,37.31,5197.9,477351.04
3.316,3316.0,4,2,52.6,8337.1,975085.15
1.5133,1513.3,1,1,11.2,3877.3,416935.31
1.8637,1863.7,2,1,15.72,3553.7,577317.53
2.5675,2567.5,4,2,56.16,10524.1,852599.36
2.7914,2791.4,5,3,56.44,7812.3,939269.92
4.7134,4713.4,7,4,20.71,12905.3,1575057.06
1.0793,1079.3,2,1,6.14,3771.3,408799.92
1.845,1845.0,1,1,10.57,4463.8,556856.36
2.4347,2434.7,4,2,22.92,7835.3,847631.27
1.8963,1896.3,4,3,20.98,5886.0,698921.0
1.3586,1358.6,2,1,11.18,3176.6,481572.62
1.7959,1795.9,3,2,20.24,7451.8,684690.03
3.0545,3054.5,5,3,19.44,10178.7,1011588.48
3.7864,3786.4,6,4,42.6,14879.3,1257442.95
1.9688,1968.8,4,2,22.34,6761.9,690061.39
1.7719,1771.9,3,2,61.19,2585.9,570893.15
3.1147,3114.7,4,3,24.03,9067.1,995205.54
2.2204,2220.4,4,1,8.46,7499.2,702896.55
2.19,2190.0,3,2,16.85,4810.6,741239.1
1.9578,1957.8,4,2,36.85,3123.1,676863.86
2.9307,2930.7,5,3,5.88,6741.1,1004379.18
1.7497,1749.7,3,1,29.64,2897.3,554434.45
3.14,3140.0,5,2,42.0,6964.4,967346.67
2.9603,2960.3,5,3,14.03,11006.2,1057555.63
3.4059,3405.9,5,3,75.68,12228.9,1060955.77
1.2359,1235.9,1,1,12.08,4881.3,426635.05
2.1687,2168.7,3,2,5.92,6101.7,693994.58
2.2847,2284.7,4,2,20.6,6198.3,800242.33
3.1797,3179.7,5,3,23.59,8098.6,1051793.79
3.9958,3995.8,6,4,17.39,10371.9,1338892.54
4.5295,4529.5,7,4,4.29,10708.1,1504612.14
3.4342,3434.2,5,3,46.07,13358.9,1116996.49
1.4153,1415.3,3,2,37.73,5916.4,523118.56
1.7028,1702.8,2,1,43.62,6891.6,487636.23
1.9631,1963.1,2,1,59.33,5249.2,520074.23
2.7457,2745.7,3,2,8.24,8573.0,885129.44
1.0863,1086.3,1,1,13.34,4083.9,380557.02
2.4096,2409.6,2,2,14.9,7658.6,748151.68
3.2003,3200.3,5,2,62.04,5859.1,962072.33
1.9226,1922.6,3,2,16.09,4749.2,621234.81
1.3192,1319.2,2,1,28.88,4753.0,462872.21
2.8555,2855.5,5,3,29.85,8778.1,950743.54
3.7902,3790.2,6,4,86.0,13397.0,1228879.68
2.8102,2810.2,4,2,12.74,5645.8,933925.72
2.4061,2406.1,4,2,7.16,8471.6,797498.89
1.7533,1753.3,2,1,26.63,7101.3,531573.75
2.4133,2413.3,4,3,2.79,4793.3,839905.3
2.4256,2425.6,3,2,6.84,6767.0,834681.61
3.8081,3808.1,6,3,26.78,14705.9,1297379.05
2.8991,2899.1,5,3,9.48,6351.2,988611.9
0.9658,965.8,1,1,35.6,2070.3,297674.58
3.2591,3259.1,6,3,41.56,6489.9,1099429.93
2.3872,2387.2,3,2,18.42,6934.3,803374.99
2.6096,2609.6,5,3,47.79,6453.8,914959.58
1.5725,1572.5,2,1,36.01,2911.0,481628.21
3.4414,3441.4,5,3,13.12,8852.8,1128992.55
1.4289,1428.9,3,2,25.36,5556.3,509073.9
2.8749,2874.9,2,1,38.83,6846.1,807906.88
3.1223,3122.3,6,3,29.9,6635.4,1101433.68
4.602,4602.0,6,3,9.33,18167.8,1488826.54
1.2013,1201.3,1,1,30.27,3030.5,317018.73
2.2307,2230.7,3,1,41.9,6998.2,714224.01
2.9033,2903.3,4,1,13.86,8632.1,880916.6
3.0434,3043.4,5,3,29.26,9591.6,1018508.52
1.3823,1382.3,3,1,14.35,5456.2,538144.63
2.9291,2929.1,5,3,65.5,11396.0,981132.11
1.6591,1659.1,2,2,11.3,3389.2,543595.41
2.9958,2995.8,4,3,13.17,10902.1,981128.4
3.0854,3085.4,5,3,9.23,5326.8,1022064.03
3.3284,3328.4,4,2,78.84,6940.2,955530.23
1.1939,1193.9,1,1,59.59,3376.4,337293.28
2.3336,2333.6,4,2,8.11,8420.7,875676.33
2.1635,2163.5,3,2,20.01,4226.9,683388.37
2.5635,2563.5,4,2,14.86,7476.9,870577.11
2.2763,2276.3,3,2,37.36,5328.8,741592.12
2.1687,2168.7,3,2,22.3,8984.1,687701.52
2.2876,2287.6,3,1,21.04,5316.6,708219.57
2.5978,2597.8,3,2,61.86,7736.9,753339.92
2.3017,2301.7,4,3,10.2,8701.2,823489.7
1.2945,1294.5,2,1,19.19,3208.5,420684.12
1.906,1906.0,3,2,46.15,5626.8,630019.61
2.9855,2985.5,4,3,31.78,6293.4,940924.59
5.1272,5127.2,7,4,24.24,10025.4,1596544.9
3.4326,3432.6,5,3,29.67,8867.4,1124468.61
1.552,1552.0,2,1,25.84,4242.3,459366.67
1.8093,1809.3,2,2,17.1,4831.0,590783.22
2.1247,2124.7,3,1,74.09,3627.0,620566.28
3.7647,3764.7,6,3,48.76,9679.5,1210999.52
2.0705,2070.5,3,2,42.48,6914.7,674316.4
1.8442,1844.2,3,1,18.12,5032.5,674811.59
2.291,2291.0,4,2,14.63,4016.7,764672.38
2.6273,2627.3,4,3,3.82,10652.2,922352.91
1.971,1971.0,3,2,26.33,7030.4,623104.48
2.9828,2982.8,5,3,65.85,11309.5,1005430.91
1.9121,1912.1,3,2,8.2,3941.1,652763.64
3.3774,3377.4,6,3,15.76,8520.9,1132121.54
1.75,1750.0,3,1,11.62,2972.4,643835.1
4.412,4412.0,6,3,18.27,12303.4,1421266.32
1.1016,1101.6,2,2,67.41,3167.6,371464.74
2.1831,2183.1,4,3,17.54,4688.0,772275.86
1.0829,1082.9,1,1,22.37,2813.0,326515.27
1.6854,1685.4,3,2,49.21,6507.1,576244.26
1.3872,1387.2,2,1,31.69,4164.3,393827.89
3.0242,3024.2,6,4,24.19,7402.2,1046489.16
1.8732,1873.2,3,1,47.49,4634.4,595554.36
2.1694,2169.4,4,1,6.43,7414.6,791830.33
2.3832,2383.2,3,2,15.45,4887.1,760367.31
2.1413,2141.3,3,1,22.19,3261.2,641932.24
1.6202,1620.2,3,2,5.74,2682.9,593607.48
2.327,2327.0,3,1,14.57,3744.2,699993.04
3.5423,3542.3,6,3,12.57,7186.4,1155276.72
2.0077,2007.7,4,2,31.89,6969.5,787508.36
2.1325,2132.5,3,3,35.85,5037.7,735863.82
2.2433,2243.3,2,1,54.68,5254.1,663302.61
3.1298,3129.8,5,4,23.75,7753.3,1064613.34
2.0959,2095.9,3,2,28.4,4584.9,678608.66
1.2948,1294.8,2,1,22.93,3545.9,449620.82
1.4407,1440.7,2,1,8.32,5279.7,468857.64
2.3824,2382.4,3,1,15.98,6608.0,735854.34
2.3082,2308.2,3,1,44.96,7834.2,736541.33
1.4448,1444.8,2,2,37.98,5155.4,496597.37
1.7127,1712.7,3,2,18.29,7085.6,633232.62
3.5015,3501.5,5,3,12.42,12813.2,1162447.67
1.5121,1512.1,2,1,16.66,4669.6,486768.38
1.7503,1750.3,3,2,30.08,7345.1,574842.28
4.1225,4122.5,6,3,46.73,17203.9,1332577.5
2.1573,2157.3,3,2,13.73,4293.5,695503.62
1.7736,1773.6,2,1,91.77,5211.5,540391.9
2.3501,2350.1,3,2,60.8,6711.7,729405.7
1.5741,1574.1,3,2,27.44,3691.6,555612.43
3.9785,3978.5,6,3,20.8,12235.3,1339669.2
2.1902,2190.2,4,2,24.03,6768.5,770469.59
1.8211,1821.1,3,2,25.46,4347.5,634026.17
1.8589,1858.9,4,2,56.54,6950.8,654134.18
2.7268,2726.8,4,2,19.86,11198.7,897761.96
1.7176,1717.6,2,1,14.1,6333.5,575607.0
2.4243,2424.3,4,2,11.97,9173.8,746902.43
2.8112,2811.2,5,3,55.76,10730.9,949226.77
2.8156,2815.6,4,2,18.04,4525.8,865569.21
2.2795,2279.5,3,1,28.48,8667.4,743546.9
1.8193,1819.3,3,2,59.78,3542.1,595083.32
1.6474,1647.4,2,1,48.74,3572.1,475841.04
1.3629,1362.9,2,1,15.69,5362.6,442917.05
2.8303,2830.3,3,1,66.02,10168.8,798544.67
1.7704,1770.4,3,2,24.95,4803.4,569212.47
2.105,2105.0,3,2,31.83,6654.1,725441.84
1.6179,1617.9,3,2,12.05,3646.4,579624.24
2.5323,2532.3,4,3,62.8,3830.1,825594.44
3.9229,3922.9,6,4,49.7,15890.7,1282064.22
1.805,1805.0,2,2,11.31,3842.9,595992.53
3.1062,3106.2,4,2,25.48,6873.1,959924.43
3.2846,3284.6,4,2,35.05,6323.5,1007391.86
2.8389,2838.9,4,2,42.88,10234.7,892790.44
3.3136,3313.6,5,3,9.83,10631.9,1084365.57
2.7763,2776.3,5,3,19.78,5073.9,988870.13
1.562,1562.0,3,2,50.12,6152.7,542975.12
1.9113,1911.3,3,2,30.47,5283.6,614364.55
1.8213,1821.3,3,2,24.03,6042.7,601860.77
2.797,2797.0,4,2,27.66,6404.7,893661.08
2.5859,2585.9,4,2,17.46,8046.9,864108.15
1.7239,1723.9,2,1,38.41,7033.9,519187.41
1.504,1504.0,3,1,15.26,4702.3,523778.24
2.4008,2400.8,4,2,13.49,4887.2,816650.14
2.1419,2141.9,3,2,10.72,6946.6,687576.38
1.6242,1624.2,2,1,13.79,2344.6,564029.79
3.9769,3976.9,6,3,56.24,6734.2,1257676.51
1.8765,1876.5,4,2,66.13,4170.0,657988.46
1.4244,1424.4,2,1,42.02,3056.4,406407.28
3.1294,3129.4,5,3,10.03,8396.3,1046922.17
1.752,1752.0,4,3,31.13,7211.9,639355.11
4.5508,4550.8,7,4,51.82,12123.9,1541962.93
1.8381,1838.1,3,1,37.41,3510.0,622127.55
1.9386,1938.6,4,1,12.73,4056.3,728388.07
1.5411,1541.1,3,2,36.16,6230.4,604211.39
1.7627,1762.7,3,1,12.97,3416.3,567327.82
0.9307,930.7,2,2,38.29,2212.0,342969.32
3.0777,3077.7,5,3,55.9,11386.5,1007898.35
2.2939,2293.9,4,2,42.27,7129.4,802166.27
1.5505,1550.5,2,1,64.68,2942.5,410910.07
4.2141,4214.1,7,4,28.23,11618.5,1394457.91
1.9267,1926.7,3,2,8.21,5036.6,652855.45
1.4978,1497.8,3,1,12.69,3156.0,514641.68
1.5981,1598.1,3,1,21.17,6612.6,551688.11
2.7893,2789.3,5,4,4.68,10400.8,1021788.28
2.7757,2775.7,4,2,13.4,5736.8,931178.18
2.5264,2526.4,3,2,65.89,9540.1,766399.61
1.8764,1876.4,2,1,37.18,5318.9,575288.04
1.5677,1567.7,2,1,9.96,3123.1,524806.05
1.7337,1733.7,3,2,11.46,2508.8,591360.15
2.3063,2306.3,4,2,4.95,6365.7,762670.37
2.7019,2701.9,4,2,21.49,10262.9,839734.95
2.8606,2860.6,4,2,26.61,5915.6,934074.45
1.8598,1859.8,3,1,17.71,4380.4,598888.31
2.4791,2479.1,4,2,12.14,8711.1,810843.69
1.9008,1900.8,3,1,34.05,7719.4,683207.68
5.8533,5853.3,7,3,31.87,11485.9,1769575.46
1.8592,1859.2,4,3,7.18,3292.3,737503.4
3.4083,3408.3,6,3,22.08,5710.6,1170552.07
2.7993,2799.3,5,2,19.69,10570.1,982845.36
1.1824,1182.4,2,2,39.07,4252.0,430834.49
0.833,833.0,3,1,15.48,3262.4,384121.96
2.2736,2273.6,4,3,30.6,9275.8,840150.81
2.2856,2285.6,4,2,19.74,7115.8,739824.47
1.6061,1606.1,2,2,15.85,3825.7,561549.6
3.4991,3499.1,6,3,14.54,10210.5,1158706.32
3.3196,3319.6,4,2,10.47,8030.4,1029184.04
2.9014,2901.4,4,2,28.07,5256.7,984242.78
2.465,2465.0,4,2,11.38,7458.3,805087.11
2.3295,2329.5,4,3,56.38,8462.1,756207.15
1.6579,1657.9,2,2,25.56,3314.0,504144.74
2.7558,2755.8,5,3,14.43,6077.0,914723.43
2.7027,2702.7,5,3,33.68,4525.1,920351.84
3.8698,3869.8,6,4,13.49,8058.4,1246860.72
2.0357,2035.7,3,2,9.31,6005.6,711514.08
2.1624,2162.4,3,2,45.2,3425.3,702448.02
1.2333,1233.3,2,1,86.94,2997.7,344760.78
1.2945,1294.5,2,1,6.08,4191.1,471069.81
2.3405,2340.5,5,2,58.14,6955.9,809449.49
1.7754,1775.4,1,1,12.44,5055.8,504195.28
2.2363,2236.3,4,2,27.82,6943.0,747157.03
1.7111,1711.1,3,2,12.54,5945.2,572713.81
1.433,1433.0,2,1,28.35,4190.1,470643.61
3.7968,3796.8,6,3,3.32,12613.0,1288443.83
2.0912,2091.2,3,2,29.0,3418.4,632484.83
2.5528,2552.8,3,1,10.44,7792.8,814719.19
4.213,4213.0,6,3,74.07,16299.3,1351423.21
1.7655,1765.5,2,1,14.61,5907.6,527236.12
2.1106,2110.6,3,2,32.45,3473.2,666331.75
1.815,1815.0,3,2,22.0,3277.0,617552.0
2.3261,2326.1,3,2,120.0,3997.6,640277.87
3.099,3099.0,5,3,24.51,10925.3,1108726.26
1.3159,1315.9,2,2,25.47,3736.6,480927.58
3.161,3161.0,5,3,4.75,4753.8,1087750.0
2.1065,2106.5,3,1,17.94,5331.1,685511.11
2.0895,2089.5,4,2,19.05,5580.6,789417.01
1.8538,1853.8,3,1,58.98,6799.6,611808.27
1.8901,1890.1,3,1,21.39,2647.8,663485.39
2.1117,2111.7,3,2,25.58,7994.1,708614.03
3.1111,3111.1,5,2,12.04,5484.0,1028259.31
1.2939,1293.9,2,1,24.33,3200.4,442726.18
1.6158,1615.8,3,1,49.75,5198.3,549947.44
2.3259,2325.9,4,2,7.76,8026.0,814773.4
1.6122,1612.2,3,2,13.4,3673.5,586686.36
1.1871,1187.1,2,1,41.83,4942.2,376507.6
2.9801,2980.1,5,3,27.75,5957.2,1016522.83
1.1363,1136.3,3,2,56.71,2560.6,419218.16
3.12,3120.0,5,2,12.95,8327.0,1061323.53
3.1679,3167.9,4,2,28.55,11534.1,1030405.36
2.8872,2887.2,5,2,33.53,5379.8,937586.97
2.5479,2547.9,5,3,69.62,6044.0,858328.4
2.4661,2466.1,4,2,7.62,9075.7,863561.24
2.9058,2905.8,4,2,17.55,6675.0,976623.57
3.9841,3984.1,6,4,29.06,5727.8,1246180.45
3.4654,3465.4,5,3,11.93,7554.9,1149294.01
2.6695,2669.5,4,3,27.73,4129.8,886908.05
2.4705,2470.5,4,2,14.04,5652.5,815351.7
2.3739,2373.9,4,2,44.4,9357.0,783220.93
2.0376,2037.6,3,2,15.45,8490.6,733483.06
1.9512,1951.2,5,3,20.75,2770.9,790298.52
2.243,2243.0,3,1,26.19,5529.2,697497.27
3.0026,3002.6,5,3,34.79,11537.4,1030900.96
1.1557,1155.7,2,1,15.01,4515.1,469156.33
2.5372,2537.2,3,1,35.57,4508.1,747164.4
3.4701,3470.1,5,3,35.77,12941.5,1147916.98
1.396,1396.0,3,3,79.41,5685.1,505322.09
2.8484,2848.4,3,2,61.51,11096.8,820873.83
2.1875,2187.5,4,3,20.71,4520.7,768907.7
2.0815,2081.5,3,2,37.35,4128.1,663006.02
1.8874,1887.4,3,2,29.99,4486.8,614885.87
1.5246,1524.6,2,1,7.96,3325.1,536243.86
2.472,2472.0,4,2,29.14,3632.4,827492.65
2.269,2269.0,4,2,51.33,8702.0,775704.49
2.2209,2220.9,4,2,13.84,8236.5,803790.38
3.6122,3612.2,6,3,27.57,10759.4,1215358.27
1.8092,1809.2,3,2,42.03,5985.1,606765.77
2.4735,2473.5,4,1,16.72,6181.9,813743.48
3.1659,3165.9,6,4,11.19,4526.4,1140094.32
2.1545,2154.5,4,2,35.19,3363.1,740440.32
2.1367,2136.7,4,2,12.75,3981.8,769293.36
2.6866,2686.6,4,3,6.85,8986.6,932755.88
2.9027,2902.7,5,3,29.53,5730.2,968661.05
1.3917,1391.7,3,2,39.46,2027.8,522188.93
2.9306,2930.6,5,3,5.0,6997.7,1023019.59
1.1911,1191.1,1,1,17.9,2902.8,375945.94
2.3188,2318.8,4,2,61.84,7108.5,727814.68
2.0487,2048.7,4,2,66.23,5750.1,650012.61
0.9436,943.6,1,1,17.76,1734.0,295676.09
2.7161,2716.1,4,2,10.97,4296.3,930681.0
1.6046,1604.6,3,1,63.21,2728.2,500857.1
1.8952,1895.2,3,1,13.11,5051.5,633346.97
1.5209,1520.9,2,2,30.65,3027.0,470900.8
1.9362,1936.2,3,2,23.49,5614.7,676974.17
2.4868,2486.8,3,2,46.04,7289.5,797636.99
1.5211,1521.1,3,2,28.41,6151.8,619772.77
2.5251,2525.1,3,2,10.25,5210.8,822125.57
3.2365,3236.5,5,3,42.18,12737.5,1047315.19
2.176,2176.0,3,2,27.74,6204.8,678373.67
2.884,2884.0,4,3,34.74,5044.6,941215.49
2.1327,2132.7,3,2,23.08,8118.1,753414.6
2.9047,2904.7,4,2,36.3,9657.6,923152.26
3.0971,3097.1,5,3,23.25,7645.4,1034724.23
3.1126,3112.6,5,3,24.06,11580.9,1041619.01
1.7037,1703.7,2,2,12.85,2678.2,523500.27
1.7756,1775.6,3,1,22.96,4547.9,575518.92
1.5051,1505.1,1,1,6.75,3354.4,449579.52
2.6433,2643.3,4,3,25.24,10773.0,916702.34
3.6816,3681.6,6,4,35.73,8650.3,1223875.89
1.7056,1705.6,3,3,13.16,4199.2,629767.82
2.884,2884.0,6,3,23.31,9526.6,1013081.45
2.8547,2854.7,5,3,3.22,7812.0,1018617.22
1.4037,1403.7,3,1,26.28,4611.8,496544.81
2.2494,2249.4,3,2,18.38,6860.0,733774.9
1.8913,1891.3,3,2,38.76,3578.2,613953.32
2.7574,2757.4,4,3,43.72,9289.3,912634.19
2.4115,2411.5,4,2,38.92,6827.7,823804.2
1.881,1881.0,2,1,25.63,2982.2,568934.11
2.5871,2587.1,4,2,20.01,5833.4,841394.44
1.7845,1784.5,2,1,26.05,3593.5,547875.49
3.5016,3501.6,6,4,41.43,10606.3,1169352.81
2.8224,2822.4,4,3,10.17,8597.1,919826.07
1.1469,1146.9,2,1,29.52,4355.7,397930.13
2.5948,2594.8,3,2,14.15,7289.2,812465.3
2.1393,2139.3,4,2,20.29,8713.3,756322.6
3.4001,3400.1,5,3,12.91,7164.5,1112367.27
1.8833,1883.3,2,1,11.46,6769.8,605120.04
2.5196,2519.6,4,3,25.32,5361.9,870054.2
2.3904,2390.4,3,2,49.77,6011.7,729138.54
1.3127,1312.7,2,1,22.92,5293.6,435714.22
1.8488,1848.8,4,2,60.24,6633.2,623715.85
1.6665,1666.5,2,1,6.74,6748.0,540299.76
2.9775,2977.5,4,3,14.83,11479.1,1041246.55
1.5449,1544.9,2,1,39.13,5597.5,478205.57
2.7459,2745.9,4,2,14.81,5629.8,902688.09
2.4762,2476.2,3,1,43.62,7060.2,739424.33
1.881,1881.0,3,1,35.51,5357.9,609036.73
