session_id,region,plan,satisfaction,temp_c,latency_ms,page_views,session_minutes,bytes_sent_kb,converted
NM-020041,us-west,basic,1,20.3,122.4,11,3.91,0.0,0
NM-020042,us-east,pro,2,21.4,201.4,10,1.8,0.0,1
NM-020043,sa-east,free,5,21.85,194.9,8,7.99,205.42,0
NM-020044,ap-south,basic,5,21.55,34.4,9,7.05,370.65,0
NM-020045,sa-east,basic,2,17.72,134.0,5,22.51,1716.47,0
NM-020046,us-east,free,3,19.72,72.3,9,16.45,774.31,0
NM-020047,sa-east,basic,4,23.08,47.7,8,12.12,851.01,0
NM-020048,eu-west,free,2,22.1,98.4,5,10.7,792.05,0
NM-020049,eu-west,free,5,20.55,70.3,5,6.31,130.25,0
NM-020050,ap-south,basic,3,23.21,52.5,8,6.19,41.62,0
NM-020051,eu-west,pro,2,18.86,61.0,8,19.7,879.98,0
NM-020052,us-west,free,2,23.07,46.6,8,14.3,381.23,0
NM-020053,ap-south,free,4,20.45,80.7,8,16.9,837.6,0
NM-020054,us-east,basic,4,19.64,75.6,5,10.73,637.48,0
NM-020055,us-west,enterprise,3,20.63,95.5,3,15.74,724.06,0
NM-020056,eu-west,free,2,18.6,116.0,9,12.9,849.99,0
NM-020057,us-east,pro,3,19.62,33.2,7,25.79,1696.33,0
NM-020058,us-west,free,3,22.52,43.1,9,34.7,1569.87,0
NM-020059,ap-south,free,3,18.13,124.5,7,22.41,714.14,0
NM-020060,sa-east,basic,2,23.76,81.3,10,11.46,0.0,0
NM-020061,us-east,free,4,19.87,61.1,8,8.41,207.25,0
NM-020062,us-east,basic,3,21.91,105.1,9,42.74,1388.16,0
NM-020063,ap-south,basic,3,21.5,65.4,3,18.89,350.64,0
NM-020064,eu-west,free,3,21.99,16.2,10,4.0,0.0,0
NM-020065,us-east,free,5,21.73,180.3,5,5.97,398.33,0
NM-020066,us-east,free,3,24.51,75.3,4,5.57,206.59,0
NM-020067,ap-south,free,4,19.82,57.0,9,9.37,294.99,0
NM-020068,eu-west,basic,2,22.57,148.1,10,14.56,940.14,0
NM-020069,ap-south,basic,3,19.96,71.6,7,15.53,749.69,0
NM-020070,us-east,free,1,22.11,89.0,7,5.66,370.08,0
NM-020071,ap-south,free,4,20.03,170.9,5,2.5,0.0,0
NM-020072,us-west,free,3,17.53,127.2,6,10.94,235.35,0
NM-020073,sa-east,basic,3,14.98,909.3,8,12.87,630.24,1
NM-020074,eu-west,enterprise,3,22.75,117.3,9,8.72,491.28,0
NM-020075,eu-west,basic,3,18.54,169.0,8,4.12,262.19,0
NM-020076,us-west,free,2,21.38,90.3,4,26.52,1802.64,0
NM-020077,ap-south,basic,5,22.03,63.2,3,20.45,583.17,0
NM-020078,eu-west,pro,4,20.28,45.4,8,2.58,0.0,0
NM-020079,ap-south,pro,5,21.57,46.0,11,6.18,631.33,1
NM-020080,ap-south,free,3,21.89,16.2,8,25.21,1196.38,0
NM-020081,us-west,basic,3,23.58,66.7,4,34.3,1797.61,0
NM-020082,us-east,basic,4,17.74,37.6,5,9.97,336.62,0
NM-020083,us-east,free,5,21.57,60.1,3,6.98,147.81,0
NM-020084,us-east,pro,3,20.06,73.0,8,8.05,337.39,0
NM-020085,ap-south,pro,4,22.37,64.9,6,11.66,926.96,0
NM-020086,us-east,free,3,24.96,97.2,5,4.34,0.0,0
NM-020087,ap-south,free,3,20.44,328.5,5,7.52,466.18,0
NM-020088,sa-east,enterprise,4,23.45,38.2,5,7.55,0.0,0
NM-020089,us-east,basic,5,21.01,48.6,3,12.41,624.98,0
NM-020090,ap-south,free,4,21.47,55.6,3,10.84,0.0,0
NM-020091,eu-west,basic,1,20.77,19.3,6,28.36,974.21,0
NM-020092,us-east,pro,5,22.27,80.7,10,13.18,521.58,0
NM-020093,us-east,free,5,20.28,136.3,4,13.74,842.84,0
NM-020094,ap-south,free,3,21.52,33.9,11,7.02,122.09,0
NM-020095,us-east,basic,4,20.67,54.8,7,8.54,0.0,0
NM-020096,ap-south,free,4,19.48,97.0,10,11.1,99.75,0
NM-020097,eu-west,free,5,23.24,87.9,5,6.41,0.0,0
NM-020098,us-west,pro,5,20.82,31.4,10,8.54,356.33,0
NM-020099,ap-south,pro,4,20.51,80.6,8,6.66,340.9,0
NM-020100,us-east,pro,3,25.06,94.5,6,11.74,423.35,0
NM-020101,us-east,free,1,20.51,97.6,5,6.32,554.73,0
NM-020102,us-west,basic,4,16.45,49.3,12,4.12,433.56,0
NM-020103,eu-west,pro,1,22.93,41.2,9,1.92,377.67,0
NM-020104,us-east,pro,5,20.27,57.3,7,13.03,906.33,0
NM-020105,sa-east,free,2,19.19,53.5,8,10.48,339.37,0
NM-020106,eu-west,basic,4,18.85,68.2,13,9.74,262.53,1
NM-020107,us-east,free,4,21.77,125.3,10,8.95,792.47,0
NM-020108,us-west,pro,4,20.63,133.1,8,8.64,1071.53,0
NM-020109,eu-west,basic,5,20.61,34.5,11,8.36,562.57,0
NM-020110,us-east,free,1,20.36,173.5,6,6.92,128.46,0
NM-020111,eu-west,basic,1,21.14,65.5,3,7.73,896.93,0
NM-020112,us-west,free,4,21.38,50.6,1,5.67,93.37,0
NM-020113,sa-east,free,2,21.06,116.1,8,7.76,352.0,0
NM-020114,eu-west,basic,3,17.96,39.9,8,1.32,0.0,0
NM-020115,us-east,pro,4,20.89,92.7,8,13.68,768.1,0
NM-020116,eu-west,free,3,19.69,36.3,13,39.14,1526.45,0
NM-020117,us-west,free,2,21.46,122.6,7,14.35,116.01,1
NM-020118,us-west,pro,4,22.01,60.7,5,8.82,0.0,0
NM-020119,us-east,basic,5,19.48,41.8,6,9.64,493.63,0
NM-020120,ap-south,enterprise,1,19.58,121.6,15,11.82,773.77,0
NM-020121,ap-south,free,2,22.69,171.2,10,7.4,678.69,0
NM-020122,eu-west,basic,4,19.73,82.9,8,4.54,269.68,1
NM-020123,us-west,free,3,20.7,75.9,9,29.7,1529.89,0
NM-020124,us-west,pro,4,22.32,94.5,6,13.99,809.2,0
NM-020125,us-west,free,5,21.91,60.1,7,19.16,819.17,0
NM-020126,us-east,free,5,20.04,179.6,8,15.55,594.76,0
NM-020127,ap-south,free,5,21.34,71.7,5,22.91,1240.37,0
NM-020128,ap-south,basic,4,19.58,72.1,7,5.46,732.83,0
NM-020129,ap-south,pro,5,22.24,84.2,7,7.39,185.27,0
NM-020130,us-east,basic,4,20.68,98.5,8,8.51,0.5,0
NM-020131,ap-south,free,5,20.62,71.8,5,15.09,921.02,0
NM-020132,eu-west,basic,4,22.25,349.9,4,18.86,882.17,0
NM-020133,eu-west,basic,3,22.31,64.6,8,11.95,718.36,0
NM-020134,ap-south,basic,4,22.37,151.5,11,11.55,463.37,0
NM-020135,us-west,free,3,18.97,73.2,8,9.18,1118.19,0
NM-020136,us-east,free,5,20.05,93.4,7,12.63,39.42,0
NM-020137,us-west,free,3,20.81,172.6,8,4.52,162.66,0
NM-020138,us-east,pro,5,23.21,95.9,7,15.63,543.82,0
NM-020139,eu-west,pro,3,20.19,28.0,9,7.08,517.55,0
NM-020140,us-east,basic,3,20.13,64.5,10,20.63,687.87,0
NM-020141,us-east,free,3,20.1,81.5,12,18.08,651.66,0
NM-020142,us-east,free,5,20.1,109.9,3,10.59,233.0,0
NM-020143,us-east,free,5,22.97,77.8,5,8.88,482.39,0
NM-020144,eu-west,free,5,21.15,68.1,6,28.79,1428.51,0
NM-020145,sa-east,basic,2,21.87,90.7,9,5.87,0.0,0
NM-020146,us-east,free,5,21.56,56.5,7,23.83,680.55,0
NM-020147,eu-west,pro,5,18.48,148.3,9,12.36,525.33,0
NM-020148,us-east,enterprise,3,21.97,40.0,10,2.0,195.57,0
NM-020149,us-east,free,4,24.58,90.4,3,21.68,1138.63,0
NM-020150,eu-west,free,3,19.57,92.1,7,26.4,1176.83,0
NM-020151,us-west,basic,2,21.25,158.9,5,40.12,1716.8,1
NM-020152,eu-west,basic,3,21.15,69.3,7,13.48,632.42,0
NM-020153,us-east,free,4,22.53,56.1,7,8.07,294.56,0
NM-020154,ap-south,free,4,19.25,58.4,8,32.8,1393.29,0
NM-020155,ap-south,basic,5,22.66,101.7,8,19.36,1065.37,0
NM-020156,ap-south,free,3,20.33,98.7,5,7.71,497.61,0
NM-020157,ap-south,free,4,22.24,60.0,9,1.01,0.0,0
NM-020158,eu-west,free,4,19.85,73.6,12,18.81,963.06,0
NM-020159,sa-east,free,4,18.82,140.8,8,17.91,1259.57,0
NM-020160,us-west,free,3,22.78,207.6,5,42.88,2328.9,0
NM-020161,us-east,basic,4,20.65,125.4,6,10.54,797.88,0
NM-020162,ap-south,free,3,20.9,61.2,7,12.46,1101.89,0
NM-020163,ap-south,free,3,20.62,75.5,2,11.41,450.18,0
NM-020164,us-east,basic,5,21.38,46.2,8,12.73,365.58,0
NM-020165,ap-south,free,4,19.27,13.7,15,6.39,94.08,0
NM-020166,ap-south,free,4,18.76,170.1,12,13.87,846.98,0
NM-020167,us-east,free,4,23.72,38.1,6,14.02,880.59,0
NM-020168,eu-west,basic,4,18.35,35.3,6,7.37,274.36,0
NM-020169,ap-south,pro,3,22.37,140.6,12,18.17,799.95,1
NM-020170,ap-south,free,4,18.3,51.8,7,15.65,742.7,0
NM-020171,sa-east,free,3,18.19,63.6,3,17.93,391.22,0
NM-020172,us-east,free,4,22.72,58.4,6,5.91,0.0,0
NM-020173,us-east,free,5,21.29,54.3,12,12.98,766.9,0
NM-020174,us-west,basic,5,20.35,81.0,8,10.79,141.51,0
NM-020175,us-west,free,2,19.36,36.2,7,39.96,1720.26,0
NM-020176,us-east,free,1,20.26,38.2,9,6.26,213.59,0
NM-020177,ap-south,free,5,22.5,114.6,8,5.28,0.0,0
NM-020178,us-east,free,4,22.35,28.2,10,12.67,682.45,0
NM-020179,us-east,free,3,19.74,32.1,6,10.04,0.0,0
NM-020180,ap-south,basic,4,20.51,82.3,11,6.63,11.42,0
NM-020181,us-east,free,4,23.63,55.4,8,25.15,1636.89,0
NM-020182,eu-west,free,4,19.29,344.3,6,13.69,265.36,0
NM-020183,eu-west,basic,5,22.79,114.8,2,6.07,509.56,0
NM-020184,us-west,basic,4,17.27,57.6,6,12.03,342.19,1
NM-020185,us-east,free,4,22.13,62.9,9,8.81,51.37,0
NM-020186,eu-west,free,3,20.06,68.8,4,23.52,852.79,0
NM-020187,ap-south,enterprise,5,20.36,82.8,6,12.11,253.01,0
NM-020188,ap-south,free,4,18.48,70.3,10,24.86,987.81,0
NM-020189,us-west,free,3,20.58,66.4,4,11.93,206.99,0
NM-020190,eu-west,free,3,21.42,33.5,9,4.09,209.82,0
NM-020191,ap-south,basic,3,23.42,113.3,9,23.25,1269.31,0
NM-020192,sa-east,basic,4,21.86,124.1,7,18.71,1431.28,0
NM-020193,us-east,free,4,19.44,120.2,11,12.89,569.82,0
NM-020194,eu-west,free,3,21.15,229.5,8,5.44,0.0,0
NM-020195,eu-west,free,3,21.32,42.4,8,11.42,656.81,0
NM-020196,us-west,free,4,19.1,107.8,9,20.85,808.14,0
NM-020197,eu-west,free,3,21.36,59.8,10,38.93,1564.73,0
NM-020198,us-east,free,4,20.44,103.6,10,25.12,1381.17,0
NM-020199,us-west,free,4,26.33,54.1,7,20.42,413.68,0
NM-020200,us-east,enterprise,5,17.4,75.4,7,27.52,1308.2,0
NM-020201,us-east,basic,3,18.34,74.1,8,9.11,0.0,0
NM-020202,us-east,basic,2,19.68,97.1,8,16.97,870.87,0
NM-020203,eu-west,basic,4,21.6,104.3,10,19.57,870.74,0
NM-020204,ap-south,free,4,23.51,92.5,3,8.42,392.72,0
NM-020205,us-east,basic,4,21.78,93.9,6,22.0,1445.55,0
NM-020206,eu-west,pro,4,19.29,95.3,6,19.22,502.92,0
NM-020207,ap-south,free,4,23.08,54.7,5,4.94,0.0,0
NM-020208,us-west,free,5,21.24,133.0,5,9.27,646.9,0
NM-020209,ap-south,free,3,18.12,97.8,12,17.48,647.22,1
NM-020210,us-west,free,1,18.83,136.0,3,6.13,528.25,0
NM-020211,us-east,free,2,21.68,102.4,7,19.65,925.23,0
NM-020212,eu-west,basic,3,22.14,86.9,4,15.66,682.68,0
NM-020213,sa-east,pro,2,24.5,77.3,5,24.42,1070.61,0
NM-020214,ap-south,basic,5,17.12,56.4,7,15.09,742.58,0
NM-020215,us-east,pro,5,20.34,40.9,4,15.78,817.96,0
NM-020216,us-east,basic,3,23.45,58.6,8,8.49,256.85,0
NM-020217,us-east,basic,4,21.46,57.1,6,12.29,386.34,0
NM-020218,us-east,basic,5,19.22,101.9,1,8.73,425.98,0
NM-020219,eu-west,free,2,19.28,71.1,8,17.53,667.9,0
NM-020220,eu-west,free,5,21.0,54.9,9,14.86,520.64,0
NM-020221,sa-east,free,2,22.78,49.3,11,25.91,1001.03,0
NM-020222,us-east,free,3,19.94,126.3,2,4.91,220.17,0
NM-020223,us-east,free,1,21.43,59.6,4,27.97,1215.15,0
NM-020224,ap-south,free,3,19.48,120.0,4,12.9,1017.33,0
NM-020225,eu-west,pro,4,19.77,44.1,3,2.67,20.5,0
NM-020226,ap-south,free,3,17.72,125.7,5,13.14,457.31,0
NM-020227,us-west,free,3,23.9,510.9,9,16.46,808.55,0
NM-020228,us-west,free,2,21.08,79.5,7,12.74,857.77,0
NM-020229,us-east,basic,1,21.43,103.4,6,17.79,884.29,0
NM-020230,eu-west,basic,4,19.68,43.7,6,5.28,189.37,0
NM-020231,eu-west,enterprise,1,20.84,72.5,8,22.6,900.83,1
NM-020232,ap-south,enterprise,5,20.9,43.7,3,0.92,0.0,0
NM-020233,us-east,basic,3,19.51,58.2,10,8.0,657.68,0
NM-020234,ap-south,basic,4,20.63,66.6,12,5.35,0.0,0
NM-020235,us-east,free,4,22.39,132.5,5,4.6,670.43,0
NM-020236,us-east,free,4,16.77,74.3,5,13.55,713.66,0
NM-020237,us-east,free,1,20.56,54.0,4,13.65,536.67,0
NM-020238,us-east,free,3,22.66,20.6,10,8.52,155.29,0
NM-020239,eu-west,free,2,21.73,119.4,5,4.1,439.75,0
NM-020240,eu-west,free,4,20.3,41.7,3,14.18,922.21,1
NM-020241,eu-west,free,5,19.71,49.8,7,29.76,1637.58,0
NM-020242,eu-west,pro,1,20.7,112.1,13,4.73,226.82,0
NM-020243,us-west,basic,4,21.17,39.5,8,16.8,996.94,0
NM-020244,eu-west,pro,3,20.57,160.7,4,4.46,175.72,0
NM-020245,ap-south,pro,5,23.09,150.1,8,15.85,627.35,1
NM-020246,us-east,free,2,21.4,75.1,6,28.17,1475.75,0
NM-020247,eu-west,free,3,22.05,85.9,15,6.93,0.0,0
NM-020248,us-west,pro,4,21.75,54.5,15,10.28,660.85,0
NM-020249,eu-west,basic,1,23.38,43.5,4,6.71,742.38,0
NM-020250,eu-west,free,3,18.67,118.5,6,5.66,415.65,0
NM-020251,us-east,free,4,20.9,34.2,5,16.74,1111.95,0
NM-020252,us-west,enterprise,4,20.24,74.2,7,5.38,203.06,0
NM-020253,us-east,basic,3,18.52,109.0,13,4.58,179.87,0
NM-020254,eu-west,free,3,20.53,135.4,15,5.95,167.71,0
NM-020255,us-east,free,5,18.71,58.8,6,27.5,1243.29,0
NM-020256,us-east,free,2,22.33,70.6,14,3.11,0.0,0
NM-020257,us-west,free,3,20.25,149.4,6,11.47,469.87,0
NM-020258,ap-south,free,1,19.81,119.5,6,13.89,174.97,0
NM-020259,us-west,pro,3,18.31,41.8,6,19.94,719.87,1
NM-020260,eu-west,free,5,20.47,141.9,9,6.74,492.66,1
NM-020261,eu-west,free,5,23.19,35.0,8,9.28,188.17,0
NM-020262,us-east,free,4,21.31,97.5,9,14.25,737.19,0
NM-020263,sa-east,free,3,23.62,61.4,10,9.85,188.07,0
NM-020264,us-east,basic,5,22.76,36.0,10,1.15,229.25,0
NM-020265,sa-east,free,5,21.62,66.5,7,6.87,357.1,0
NM-020266,ap-south,basic,1,21.41,93.4,8,5.5,170.95,0
NM-020267,eu-west,basic,4,21.08,73.7,8,2.25,0.0,0
NM-020268,ap-south,free,1,24.03,43.5,6,13.39,537.79,0
NM-020269,us-east,basic,5,20.91,74.0,3,21.27,894.99,0
NM-020270,sa-east,free,4,20.48,176.1,9,14.16,640.33,0
NM-020271,eu-west,free,3,20.3,47.9,7,4.99,79.82,0
NM-020272,us-east,free,3,18.18,42.2,8,7.64,291.4,0
NM-020273,eu-west,pro,5,19.76,74.8,7,8.03,1248.33,0
NM-020274,eu-west,basic,3,21.64,83.7,2,11.45,213.38,0
NM-020275,us-west,free,5,19.84,64.4,5,8.06,649.06,0
NM-020276,ap-south,basic,3,23.56,92.4,8,13.64,1288.15,0
NM-020277,us-east,basic,4,18.18,49.0,2,12.71,460.14,0
NM-020278,us-east,free,3,21.5,33.2,8,7.93,480.41,0
NM-020279,us-west,free,2,22.65,66.6,7,10.43,775.71,0
NM-020280,us-west,free,3,24.29,211.7,6,13.7,915.48,0
NM-020281,ap-south,basic,3,21.11,144.4,11,11.87,232.06,0
NM-020282,ap-south,pro,5,21.29,94.0,7,21.74,713.48,0
NM-020283,us-east,pro,3,19.3,167.7,7,12.33,112.94,1
NM-020284,us-west,basic,3,18.92,78.2,5,14.92,631.96,0
NM-020285,us-west,basic,3,20.85,71.3,8,7.57,645.54,0
NM-020286,eu-west,enterprise,5,20.14,64.8,6,9.69,292.05,1
NM-020287,ap-south,free,5,20.28,77.2,7,9.12,253.1,0
NM-020288,ap-south,free,4,21.7,176.4,6,7.85,4.52,0
NM-020289,eu-west,free,4,19.82,53.0,7,11.4,544.56,0
NM-020290,sa-east,basic,5,22.17,50.6,9,6.63,0.0,0
NM-020291,ap-south,pro,4,22.77,53.6,8,18.24,1336.46,0
NM-020292,eu-west,basic,3,23.88,51.6,9,16.87,972.01,0
NM-020293,us-east,basic,3,19.8,104.3,6,7.07,266.87,0
NM-020294,us-west,free,3,21.46,126.2,6,31.92,1650.81,0
NM-020295,eu-west,free,3,18.02,90.6,5,13.14,404.33,0
NM-020296,us-east,free,4,21.34,106.2,8,17.76,888.19,1
NM-020297,us-east,basic,1,18.92,50.5,9,10.37,665.07,0
NM-020298,us-east,basic,4,20.11,134.9,11,6.25,60.58,0
NM-020299,us-west,free,5,21.22,68.0,4,3.6,0.0,0
NM-020300,us-west,basic,2,20.36,139.6,9,13.23,970.19,0
NM-020301,us-west,free,5,19.0,35.7,10,4.38,391.66,1
NM-020302,eu-west,pro,4,20.94,34.8,9,15.03,290.43,0
NM-020303,us-east,enterprise,4,22.86,36.3,10,19.47,1075.71,0
NM-020304,eu-west,free,3,23.12,57.9,10,2.13,341.05,0
NM-020305,us-east,basic,1,21.16,214.4,8,7.65,464.55,0
NM-020306,eu-west,free,2,23.35,88.4,7,15.69,640.91,0
NM-020307,ap-south,free,1,21.86,73.6,2,24.28,734.67,0
NM-020308,us-east,free,3,22.33,37.4,4,1.17,474.63,0
NM-020309,ap-south,pro,3,19.3,36.6,10,11.06,436.91,0
NM-020310,eu-west,free,4,19.46,41.6,4,21.4,1158.84,0
NM-020311,eu-west,basic,4,22.5,95.3,5,28.54,1557.61,0
NM-020312,ap-south,pro,3,25.0,61.3,2,9.23,417.72,0
NM-020313,us-east,free,4,21.96,43.6,12,9.17,552.25,0
NM-020314,us-east,basic,4,20.61,59.6,8,9.77,119.63,0
NM-020315,us-east,free,3,21.19,127.0,7,9.74,479.2,0
NM-020316,us-east,free,3,23.77,32.9,8,12.17,847.75,0
NM-020317,ap-south,free,2,23.41,35.7,6,8.09,451.97,0
NM-020318,us-east,basic,3,16.29,65.1,7,20.33,1004.39,0
NM-020319,us-east,pro,3,22.46,353.6,8,4.77,157.89,0
NM-020320,eu-west,basic,4,21.26,59.1,8,8.1,0.0,0
NM-020321,us-west,free,2,23.9,78.7,9,11.19,551.37,0
NM-020322,ap-south,free,2,24.43,31.4,11,5.83,774.46,0
NM-020323,eu-west,free,4,16.48,109.9,10,8.4,113.56,0
NM-020324,us-east,free,3,21.39,88.4,4,4.52,0.0,0
NM-020325,sa-east,pro,5,18.81,70.9,10,10.66,750.26,0
NM-020326,us-east,basic,4,17.89,94.6,7,14.55,777.37,0
NM-020327,us-west,free,3,17.02,29.7,8,5.49,584.89,0
NM-020328,eu-west,free,2,21.07,53.8,12,14.82,420.58,0
NM-020329,eu-west,basic,2,23.01,100.1,5,3.64,122.66,0
NM-020330,us-west,free,3,18.8,43.9,8,15.38,458.0,0
NM-020331,us-east,basic,5,21.87,50.6,11,6.87,631.09,0
NM-020332,us-east,free,3,17.08,130.5,6,14.84,703.44,0
NM-020333,ap-south,basic,3,25.69,47.3,11,4.41,343.93,0
NM-020334,eu-west,free,5,23.36,78.8,3,22.63,956.62,0
NM-020335,eu-west,free,5,23.81,141.1,10,4.63,422.8,0
NM-020336,ap-south,free,4,20.5,69.3,7,12.06,299.9,0
NM-020337,eu-west,basic,4,22.47,82.2,4,13.17,815.3,0
NM-020338,us-west,free,5,22.38,128.2,9,9.43,269.0,0
NM-020339,ap-south,basic,3,22.05,117.3,5,14.03,479.76,0
NM-020340,eu-west,basic,3,22.15,50.2,11,15.91,1029.04,0
NM-020341,sa-east,free,5,21.58,69.4,9,32.62,1331.36,0
NM-020342,us-east,basic,4,19.42,122.4,4,8.48,316.81,1
NM-020343,eu-west,basic,5,23.76,38.1,8,5.66,0.0,0
NM-020344,sa-east,free,2,21.25,84.3,4,13.17,325.1,1
NM-020345,ap-south,free,3,20.68,167.4,5,14.14,628.96,0
NM-020346,us-west,free,2,21.68,78.5,6,7.18,472.9,0
NM-020347,eu-west,basic,4,19.31,150.4,7,9.8,721.21,0
NM-020348,us-east,free,4,22.06,82.0,10,5.64,195.8,0
NM-020349,ap-south,free,3,21.55,155.3,10,9.07,220.33,0
NM-020350,us-east,basic,5,20.26,121.1,10,12.36,769.04,0
NM-020351,eu-west,free,2,19.6,40.6,9,7.88,399.07,0
NM-020352,eu-west,pro,4,22.19,61.2,5,6.0,318.67,0
NM-020353,sa-east,pro,3,22.2,115.5,8,20.6,831.02,0
NM-020354,us-east,pro,4,19.75,140.8,4,9.82,177.55,0
NM-020355,sa-east,free,4,18.13,12.3,10,15.8,349.6,0
NM-020356,us-east,basic,2,17.26,36.4,6,39.89,2005.82,0
NM-020357,us-east,basic,5,19.46,258.3,8,13.78,961.74,0
NM-020358,sa-east,free,5,18.29,39.0,6,10.37,437.54,0
NM-020359,us-west,basic,4,20.93,66.0,7,8.3,442.37,0
NM-020360,sa-east,pro,3,20.65,116.4,5,6.52,577.13,0
NM-020361,us-west,basic,5,19.94,89.3,11,17.46,973.7,0
NM-020362,us-east,free,4,26.16,71.7,3,4.32,556.72,0
NM-020363,us-west,free,4,21.64,65.2,5,9.03,565.84,0
NM-020364,us-west,pro,3,22.57,61.1,9,8.97,436.76,0
NM-020365,ap-south,free,4,19.05,156.2,8,13.94,711.35,0
NM-020366,us-west,free,4,24.09,34.6,13,6.1,0.0,0
NM-020367,us-east,pro,2,19.46,32.7,8,7.06,593.94,0
NM-020368,eu-west,free,3,18.98,31.6,7,11.71,641.86,0
NM-020369,us-west,pro,4,23.28,71.6,7,18.37,1023.95,0
NM-020370,ap-south,free,4,20.12,50.0,3,5.66,79.0,0
NM-020371,eu-west,basic,2,22.74,42.2,7,6.88,0.0,1
NM-020372,us-west,free,3,20.85,24.1,3,14.2,560.66,0
NM-020373,us-east,free,4,19.22,102.7,7,3.36,322.72,0
NM-020374,ap-south,free,3,20.06,78.9,6,29.37,1350.11,0
NM-020375,ap-south,pro,5,17.95,21.3,9,20.57,243.97,0
NM-020376,us-east,basic,4,18.74,3081.0,15,25.1,1130.35,0
NM-020377,ap-south,basic,4,20.41,107.7,10,9.72,293.05,0
NM-020378,us-east,basic,4,19.46,29.8,11,17.75,332.84,0
NM-020379,us-west,pro,4,21.53,83.2,11,3.1,0.0,0
NM-020380,us-east,free,4,21.39,96.1,9,5.52,0.0,0
NM-020381,us-east,free,5,21.53,58.2,1,8.39,441.02,0
NM-020382,us-east,free,2,18.81,171.4,10,4.26,65.71,0
NM-020383,ap-south,free,5,21.05,25.3,6,32.36,1435.47,0
NM-020384,eu-west,free,3,19.59,17.2,12,9.04,552.21,0
NM-020385,eu-west,basic,5,20.64,60.3,5,16.09,965.32,0
NM-020386,us-west,basic,5,22.81,80.1,4,12.17,817.42,0
NM-020387,eu-west,free,4,21.57,262.5,11,6.6,582.37,0
NM-020388,us-east,pro,3,20.01,89.1,4,2.23,321.75,0
NM-020389,us-east,basic,4,20.07,89.8,2,18.38,1063.85,0
NM-020390,us-east,free,4,20.89,26.2,10,13.48,371.09,0
NM-020391,ap-south,free,4,24.72,59.6,12,6.8,406.8,0
NM-020392,us-west,free,4,23.85,36.7,7,13.22,741.81,1
NM-020393,eu-west,basic,3,20.64,72.5,8,6.57,395.47,0
NM-020394,ap-south,basic,4,21.28,79.1,7,13.89,885.7,0
NM-020395,us-east,free,1,19.42,45.3,7,33.08,1502.7,0
NM-020396,eu-west,basic,5,21.03,32.7,5,19.36,1014.47,0
NM-020397,eu-west,pro,5,21.9,40.9,4,9.27,419.82,0
NM-020398,us-west,basic,5,20.44,52.3,9,1.95,0.0,0
NM-020399,us-east,free,5,19.22,38.8,3,6.62,275.73,0
NM-020400,eu-west,free,4,22.44,105.9,6,6.58,667.7,0
NM-020401,us-east,free,5,22.78,84.0,12,21.07,1108.78,0
NM-020402,us-east,pro,1,22.48,99.9,10,5.13,50.85,0
NM-020403,us-west,free,3,22.22,98.7,11,13.89,736.97,0
NM-020404,eu-west,pro,3,23.49,129.7,7,4.07,68.12,0
NM-020405,us-west,free,5,17.74,56.1,9,9.99,388.94,0
NM-020406,us-east,pro,3,22.66,89.8,9,19.4,382.2,0
NM-020407,sa-east,free,4,21.79,26.7,6,15.82,740.6,0
NM-020408,us-east,basic,3,19.81,47.8,16,10.32,911.73,0
NM-020409,ap-south,free,4,19.74,135.9,14,29.14,1163.53,0
NM-020410,us-east,basic,5,22.41,82.8,7,12.3,635.12,0
NM-020411,eu-west,free,5,20.03,135.6,7,5.76,499.13,0
NM-020412,us-east,pro,4,19.26,45.6,6,13.71,1131.27,0
NM-020413,ap-south,free,2,18.05,90.5,8,5.21,63.27,0
NM-020414,ap-south,free,3,23.37,110.4,9,22.49,273.68,0
NM-020415,sa-east,free,4,20.5,92.1,7,24.23,1649.81,0
NM-020416,eu-west,basic,4,22.95,39.3,2,15.46,849.11,0
NM-020417,us-east,basic,4,21.53,215.0,8,7.76,318.05,0
NM-020418,us-east,pro,4,22.35,87.9,8,31.03,1434.0,0
NM-020419,us-east,free,4,19.45,152.2,9,6.28,369.69,0
NM-020420,sa-east,basic,4,19.9,56.1,14,4.93,47.92,0
NM-020421,us-east,free,5,21.59,89.1,14,20.6,1058.77,0
NM-020422,eu-west,basic,4,20.51,62.0,9,4.59,0.0,0
NM-020423,us-east,pro,4,22.26,74.0,7,20.36,1020.37,0
NM-020424,us-west,pro,4,21.65,85.0,9,6.22,498.86,0
NM-020425,us-west,pro,4,18.83,96.9,8,23.16,1524.89,0
NM-020426,us-west,free,4,21.87,85.8,9,15.61,677.3,0
NM-020427,us-west,pro,4,19.7,80.7,10,4.06,211.07,0
NM-020428,eu-west,free,4,21.67,41.7,10,2.35,255.23,0
NM-020429,ap-south,basic,3,25.23,81.5,7,3.3,558.55,0
NM-020430,us-east,free,2,19.96,162.0,8,1.15,348.7,0
NM-020431,ap-south,basic,4,21.19,168.9,2,9.98,0.0,0
NM-020432,us-east,pro,4,22.0,120.3,4,3.93,0.0,0
NM-020433,ap-south,pro,4,21.07,112.3,13,11.04,1106.66,0
NM-020434,us-east,pro,3,20.98,115.2,6,4.52,239.75,0
NM-020435,us-east,free,5,19.84,77.9,7,16.1,739.15,0
NM-020436,eu-west,pro,2,22.91,90.4,6,3.59,314.54,0
